	Punto	Response	Simple
0	Intestazione: Settore, Servizio e Autorità che emana il provvedimento e tipo di provvedimento.	RISPOSTA GENERALE : NO, La determina indica solo il Settore (SUAPE, Manutenzioni e Viabilità) ma non specifica il servizio di appartenenza presente nella macrostruttura vigente.	NO
1	Oggetto della determinazione	RISPOSTA GENERALE: SI, La determina riguarda l'affidamento diretto per l'incarico professionale finalizzato al collaudo statico e tecnico-amministrativo per il completamento del Palazzo di Giustizia, codice 15275, ai sensi dell'art. 50, comma 1, lett. b) del D.Lgs. n. 36/2023.	SI
2	Indicazione del CIG, del CPV e del CUP (l’indicazione del CUI:  non è richiesta per gli affidamenti diretti ai sensi dell’art. 50 del Dlgs n.36/2023, in quanto consentiti per importi per i quali non è dovuto l’inserimento nei programmi triennali. È richiesta per affidamenti diretti ai sensi dell’art.76 del Dlgs n.36/2023. In caso di consegne complementari ex art.76, comma 4, let. B, o di ripetizione di lavori o servizi analoghi ex art. 76, comma 6, dovrà essere indicato il CUI dell’appalto principale del quale l’affidamento diretto risulta complementare o analogo)	RISPOSTA GENERALE: **NO**, la determina non riporta l'indicazione del codice CPV, che è obbligatoria ai sensi dell'art. 17, comma 2, del D.Lgs. n. 36/2023. Sebbene siano presenti il CIG e il CUP, l'assenza del CPV rappresenta una mancanza rispetto ai requisiti normativi richiesti.	NO
3	Centro di Costo: si indica il centro di costo al quale imputare la spesa.	"RISPOSTA GENERALE : [SI], [Il centro di costo è indicato nella determina come ""Capitoli Descrizione 1110002 ex pretura 71052 Compl. Palazzo di Giustizia"".]"	SI
4	Estremi decreto sindacale di nomina del Dirigente.	RISPOSTA GENERALE: **NO**, il decreto sindacale di nomina del Dirigente non è stato menzionato nella determina. Non è stato esplicitato se il Dirigente è anche RUP né se è responsabile della fase di affidamento. Inoltre, non è stata fornita alcuna informazione riguardo a eventuali modelli organizzativi e alla nomina di un responsabile di procedimento per le fasi di programmazione, progettazione ed esecuzione.	NO
5	Conflitto d’interessi	RISPOSTA GENERALE: SI, [Nella determina è stato specificato che il Responsabile Unico del Procedimento (RUP) non si trova in conflitto di interessi, ai sensi dell’art. 6 bis della L. 241/1990 e dell’art. 16 del D.Lgs. 36/2023. Questo indica che sono state rispettate le disposizioni relative al conflitto di interessi.]	SI
6	Estremi della delega alla firma dell’atto, se persona diversa dal Dirigente.	RISPOSTA GENERALE: NO, non sono presenti estremi della delega alla firma dell’atto, in quanto il documento è firmato dal Dirigente Diego Ciceri e non viene menzionata alcuna delega per la firma da parte di un'altra persona.	NO
7	Estremi atto di nomina del Responsabile unico del Progetto, se nominato.	RISPOSTA GENERALE: **SI**, Il Responsabile Unico del Progetto (RUP) è identificato nel documento come Geom. Vincenzo Lombardi, e l'atto di nomina è menzionato nella determina con la Determinazione del Dirigente del Settore Tecnico num. gen. 2777 del 07/07/2020.	SI
8	Normativa specifica:  Codice dei contratti pubblici (D.Lgs. n. 36.2023.) ;  L. R. n. 8/2018;  Art. 26 legge n.488/1999  Art. 1, D.L. 6 luglio 2012 n. 95 convertito dalla legge 7 agosto 2012 n. 135 (adesione convenzione Consip e MEPA);  Art. 1, comma 450, della legge 27 Dicembre 2006, n. 296 e ss.mm.ii. (per quanto applicabile);  Art. 26, della legge n. 488/1999 e ss.mm.ii.; DPCM 24 dicembre 2015 ;	RISPOSTA GENERALE : **SI**, La determina fa riferimento al Codice dei contratti pubblici (D.Lgs. n. 36/2023) e specifica correttamente le norme applicabili, inclusi gli articoli pertinenti riguardanti l'affidamento diretto e le modalità di scelta del contraente. Inoltre, menziona l'adesione alle convenzioni Consip e l'obbligo di utilizzo del mercato elettronico, come previsto dalla normativa.	SI
9	Normativa generale:  TUEL;  Legge n. 241/90;  DPR n. 62/2013 Codice comportamento dipendenti pubblici;  L. n. 190/2012;  D.Lgs. n. 33/2013.  Legge n° 136/2010	RISPOSTA GENERALE: SI, [La determina fa riferimento a normative generali come il TUEL (D.Lgs. n. 267/2000) e la Legge n. 241/90, che sono essenziali per comprendere il processo amministrativo e le procedure di affidamento. Inoltre, si citano norme relative alla trasparenza e all'integrità (L. n. 190/2012 e D.Lgs. n. 33/2013), che sono fondamentali nel contesto dei contratti pubblici. Pertanto, i riferimenti normativi generali sono correttamente indicati e pertinenti al provvedimento.]	SI
10	Norme di principio   Art. 4 del Dlgs n.36/2023. (Criterio interpretativo e applicativo)	RISPOSTA GENERALE: NO, La determina non fa esplicito riferimento ai principi di cui agli articoli 1, 2 e 3 del Dlgs n. 36/2023, né indica come tali principi siano stati contemperati nella fattispecie concreta per raggiungere il risultato prioritario in termini di qualità, tempestività ed economicità.	NO
11	Regolamenti dell’ente quali:  - Statuto Comunale;  - Regolamento di contabilità;  - Regolamento dei contratti	RISPOSTA GENERALE: **SI**, la determina fa riferimento allo Statuto Comunale e al Regolamento di contabilità, come indicato nei punti finali del documento. Tuttavia, non è esplicitamente menzionato il Regolamento dei contratti.	SI
