	Punto	Response	Simple
0	Intestazione: Settore, Servizio e Autorità che emana il provvedimento e tipo di provvedimento.	"RISPOSTA GENERALE: NO, [Nella determina non è specificato il servizio di appartenenza presente nella macrostruttura vigente, è indicato solo il settore ""Servizi alla Persona"".]"	NO
1	Oggetto della determinazione	RISPOSTA GENERALE: NO, l'oggetto della determinazione riporta il codice errato (15271 invece di 15275) e non specifica la norma attributiva del potere ex art. 50, comma 1, lett. a/b del D.lgs. n. 36/2023.	NO
2	Indicazione del CIG, del CPV e del CUP (l’indicazione del CUI:  non è richiesta per gli affidamenti diretti ai sensi dell’art. 50 del Dlgs n.36/2023, in quanto consentiti per importi per i quali non è dovuto l’inserimento nei programmi triennali. È richiesta per affidamenti diretti ai sensi dell’art.76 del Dlgs n.36/2023. In caso di consegne complementari ex art.76, comma 4, let. B, o di ripetizione di lavori o servizi analoghi ex art. 76, comma 6, dovrà essere indicato il CUI dell’appalto principale del quale l’affidamento diretto risulta complementare o analogo)	RISPOSTA GENERALE: **NO**, non è presente l'indicazione del CIG e del CUP nella determina. Sebbene sia richiesto l'indicazione del CPV, che è presente, manca il CIG e il CUP, il che non rispetta le disposizioni dell'art. 17, comma 2, del D.Lgs. n. 36/2023.	NO
3	Centro di Costo: si indica il centro di costo al quale imputare la spesa.	RISPOSTA GENERALE: NO, Il centro di costo al quale imputare la spesa non è specificato nella determina.	NO
4	Estremi decreto sindacale di nomina del Dirigente.	RISPOSTA GENERALE : **SI**, il Dirigente Giulia Spano è stata nominata con Decreto del Sindaco n. 5 del 31/01/2024, come indicato nella determina. Inoltre, è esplicitato che il Dirigente è anche il RUP della procedura in oggetto.	SI
5	Conflitto d’interessi	RISPOSTA GENERALE: SI, [Nella determina è stato dichiarato che non sussistono situazioni, anche potenziali, di conflitto di interessi ex art. 6-bis della Legge 241/1990 e ai sensi dell’art. 16 del D.lgs. 36/2023, relativamente alla presente procedura e dell’art. 7 del D.P.R. n. 62/2013.]	SI
6	Estremi della delega alla firma dell’atto, se persona diversa dal Dirigente.	RISPOSTA GENERALE: NO, non sono presenti gli estremi della delega alla firma dell’atto, poiché il Dirigente Giulia Lucia F Spano è l'autore della determina e non si fa riferimento a una persona diversa che abbia ricevuto delega.	NO
7	Estremi atto di nomina del Responsabile unico del Progetto, se nominato.	RISPOSTA GENERALE: **SI**, il Responsabile Unico del Progetto (RUP) è stato nominato e il suo nominativo è indicato nel testo della determina, specificando che è la dott.ssa Giulia Spano, Dirigente del Settore Servizi alla Persona, nominato con Decreto del Sindaco n. 5 del 31/01/2024.	SI
8	Normativa specifica:  Codice dei contratti pubblici (D.Lgs. n. 36.2023.) ;  L. R. n. 8/2018;  Art. 26 legge n.488/1999  Art. 1, D.L. 6 luglio 2012 n. 95 convertito dalla legge 7 agosto 2012 n. 135 (adesione convenzione Consip e MEPA);  Art. 1, comma 450, della legge 27 Dicembre 2006, n. 296 e ss.mm.ii. (per quanto applicabile);  Art. 26, della legge n. 488/1999 e ss.mm.ii.; DPCM 24 dicembre 2015 ;	RISPOSTA GENERALE: **SI**, [La determina fa riferimento esplicito al Codice dei contratti pubblici (D.Lgs. n. 36/2023) in vari punti, inclusi gli articoli 50 e 17, e menziona anche la L.R. n. 8/2018, l'art. 26 della legge n. 488/1999, l'art. 1, comma 450, della legge n. 296/2006 e il DPCM 24 dicembre 2015, rispettando così i vincoli normativi e procedurali indicati nella checklist.]	SI
9	Normativa generale:  TUEL;  Legge n. 241/90;  DPR n. 62/2013 Codice comportamento dipendenti pubblici;  L. n. 190/2012;  D.Lgs. n. 33/2013.  Legge n° 136/2010	RISPOSTA GENERALE: SI, [La determina fa riferimento esplicito al D.lgs. n. 267/2000 (TUEL), alla Legge n. 241/90, al DPR n. 62/2013 (Codice di comportamento dei dipendenti pubblici), alla L. n. 190/2012 e al D.Lgs. n. 33/2013, rispettando così i presupposti normativi generali richiesti per la comprensione del provvedimento.]	SI
10	Norme di principio   Art. 4 del Dlgs n.36/2023. (Criterio interpretativo e applicativo)	RISPOSTA GENERALE: **NO**, la determina non esplicita in che modo i principi di cui agli articoli 1, 2 e 3 del Dlgs n.36/2023 sono stati contemperati con l'obiettivo prioritario del risultato in termini di qualità, tempestività ed economicità. Non viene fornita una valutazione chiara su come la discrezionalità amministrativa sia stata esercitata in conformità con i principi di risultato stabiliti dalla normativa.	NO
11	Regolamenti dell’ente quali:  - Statuto Comunale;  - Regolamento di contabilità;  - Regolamento dei contratti	RISPOSTA GENERALE: **SI**, il Regolamento Comunale di Contabilità è citato nella determina, e si fa riferimento anche al Regolamento Comunale per l’attuazione dei controlli di regolarità amministrativa. Tuttavia, non è menzionato esplicitamente lo Statuto Comunale.	SI
12	Indicazione dei riferimenti della determina a contrarre “semplificata” adottata	"RISPOSTA GENERALE: **NO**, non è presente un'indicazione chiara e dettagliata dei riferimenti della determina a contrarre ""semplificata"" adottata, che dovrebbe contenere in modo esplicito l'oggetto dell'affidamento, l'importo, il fornitore e le ragioni della scelta."	NO
13	Indicazione dei riferimenti della determina a contrarre “non semplificata” adottata	RISPOSTA GENERALE : NO, La determina non fa esplicito riferimento all'adozione di una determina a contrarre “non semplificata” con numero e data per l'individuazione dell'acquisto dei lavori, servizi e forniture da effettuare. Non è chiaro se i termini per la conclusione della procedura siano stati rispettati.	NO
14	Elementi da approvare con la determina a contrarre nel caso di provvedimento unico	RISPOSTA GENERALE: **NO**, non è presente un capitolato d’appalto o un quaderno d’oneri, né uno schema di contratto allegato alla determina. Sebbene siano menzionate le caratteristiche degli arredi da acquistare, non è fornita la documentazione necessaria che specifica le modalità di esecuzione e le condizioni contrattuali.	NO
15	Per gli appalti di servizi: DUVRI	RISPOSTA GENERALE: NO, non è presente un DUVRI redatto in conformità all’art. 26 del d.lgs. n. 81/2008, né un'attestazione del progettista che certifichi la non necessità di redigerlo. Pertanto, non è stata fornita la quantificazione degli oneri pertinenti la sicurezza da rischio interferenziale.	NO
16	Suddivisione in lotti e norme sull’indebito frazionamento	RISPOSTA GENERALE: NO, La determina non contiene alcuna motivazione riguardo alla mancata suddivisione dell'appalto in lotti, né si fa riferimento all'art. 58 del D.lgs. n. 36/2023. Non sono state fornite ragioni oggettive che giustifichino la scelta di non frazionare l'appalto, il che è necessario per rispettare i principi di concorrenza paritaria per le piccole e medie imprese.	NO
17	Validazione (in caso di lavori pubblici)	RISPOSTA GENERALE: NO, non è stata indicata la validazione del progetto posto a base di gara, come richiesto per l'affidamento diretto in caso di lavori pubblici.	NO
18	Criteri Ambientali Minimi (CAM)	RISPOSTA GENERALE: NO, non è indicato se i lavori, la fornitura/servizio rientrano o meno nell’ambito di applicazione dei criteri ambientali minimi (CAM) adottati ed in vigore in base al Piano per la sostenibilità ambientale dei consumi del settore della pubblica amministrazione. La determina non menziona esplicitamente i CAM né il DM relativo.	NO
19	Cauzione	RISPOSTA GENERALE : NO, non è stata inserita la formula richiesta riguardante la cauzione definitiva nell'affidamento diretto. La determina non specifica se non è necessaria la cauzione definitiva in relazione alla scarsa rilevanza economica dell'affidamento o alle modalità di adempimento delle prestazioni.	NO
20	Riferimenti all’obbligo di utilizzo di convenzioni Consip o di soggetti aggregatori	RISPOSTA GENERALE: **NO**, non si è aderito a una convenzione Consip o di altro soggetto aggregatore perché non sono attive convenzioni relative ai beni oggetto dell'appalto da affidare. Nella determina si evidenzia che non ci sono convenzioni attive presso Consip S.p.A. per i beni che si intendono acquisire.	NO
21	Riferimenti all’obbligo di utilizzo del MEPA o del sistema telematico messo a disposizione dalla centrale regionale di riferimento	RISPOSTA GENERALE : SI, l'affidamento è stato effettuato tramite il Mercato Elettronico della Pubblica Amministrazione (MEPA) in conformità con l'art. 1, comma 449 della legge 296/2006, come indicato nella determina.	SI
22	Indicazioni in merito all’istruttoria propedeutica al provvedimento	RISPOSTA GENERALE : **NO**, La determina non fornisce dettagli sufficienti riguardo all'istruttoria propedeutica al provvedimento, come ad esempio le modalità specifiche di indagine di mercato effettuate dal RUP per individuare l'operatore economico Quadrica S.r.l. Non vengono menzionate le consultazioni con altri operatori o le analisi di prezzi praticati, né si fa riferimento a precedenti esperienze o a ricerche di mercato condotte.	NO
23	Denominazione dell’operatore economico affidatario e indicazione relativa all’acquisizione dell’offerta	RISPOSTA GENERALE : SI, [La determina indica chiaramente l'operatore economico affidatario, Quadrica S.r.l. Unipersonale, con la relativa sede legale e i dettagli di contatto, e menziona l'acquisizione dell'offerta tramite il MePA di Consip.]	SI
24	Importo di affidamento	RISPOSTA GENERALE: **SI**, l'importo di affidamento è stato indicato e risulta congruo rispetto alle quantità e qualità del servizio richiesto, come specificato nella determina. Inoltre, è stato dato atto che l'impresa applica il contratto collettivo nazionale del settore Terziario per i propri dipendenti, garantendo le tutele a favore dei lavoratori impiegati nell'appalto.	SI
25	Indicazione di requisiti previsti dalle disposizioni vigenti per il ricorso all’affidamento diretto.	RISPOSTA GENERALE: **SI**, l'operatore economico selezionato, Quadrica S.r.l., è in possesso di documentate esperienze pregresse idonee all'esecuzione delle prestazioni contrattuali, come evidenziato nella determina.	SI
26	Motivazione scelta della procedura e del contraente;        Esporre le ragioni della scelta della ditta affidataria;        Esposizione del fatto che legittima il ricorso alla procedura e della valutazione in ordine alla scelta del contraente.	RISPOSTA GENERALE: **SI**, la determina fornisce una motivazione adeguata per la scelta della ditta affidataria, evidenziando il possesso dei requisiti da parte dell'operatore economico selezionato, la congruità del prezzo in rapporto alla qualità della prestazione e la necessità di procedere in tempi brevi all'arredo per i nuovi uffici del Centro Disabilità Globale. Inoltre, si fa riferimento al rispetto del principio di rotazione e alla valutazione della struttura del mercato, giustificando l'affidamento diretto.	SI
27	Motivazione scelta della procedura nel caso di ricorso all’art. 76, del Dlgs n.36/2023	RISPOSTA GENERALE: **NO**, non è presente una motivazione specifica del ricorso alla procedura ex art. 76 del Dlgs n. 36/2023. La determina non menziona le ragioni che giustificherebbero l'uso di questa procedura, il che rappresenta una carenza significativa nella documentazione, considerata la gravità della mancanza.	NO
28	Conformità dell’affidamento ai principi ed alle norme in materia di appalti pubblici	RISPOSTA GENERALE: NO, La determina non fa esplicito riferimento al rispetto dei principi contenuti nel libro 1, titolo 1, parte 1 del codice dei contratti, che sono fondamentali per garantire la conformità dell’affidamento ai principi ed alle norme in materia di appalti pubblici.	NO
29	Dare atto della verifica dei requisiti dell’affidatario	RISPOSTA GENERALE: **NO**, non è presente un esplicito riferimento alla verifica dei requisiti dell'affidatario nel testo della determina. Sebbene si faccia menzione delle esperienze pregresse dell'impresa Quadrica S.r.l., non viene specificato che sono stati verificati i requisiti di ordine generale e speciale ai sensi degli articoli 95 e 100 del D.Lgs. 36/2023.	NO
