	Punto	Response	Simple
0	Intestazione: Settore, Servizio e Autorità che emana il provvedimento e tipo di provvedimento.	"RISPOSTA GENERALE: NO, La determina indica solo il ""Settore Pianificazione e Gestione del Territorio"" ma non specifica il servizio di appartenenza presente nella macrostruttura vigente."	NO
1	Oggetto della determinazione	RISPOSTA GENERALE: **NO**, l'oggetto della determinazione non riporta il codice corretto (15271) e non specifica la norma attributiva del potere (art. 50 comma 1 lettera c) in relazione all'importo.	NO
2	Indicazione del CIG e /o del CUP del CUI,del CPV	RISPOSTA GENERALE : SI, Il CIG è presente nella determina (CIG A03E279B00) e si fa riferimento al CUP (CUP F91B21000550001). Non è stato menzionato il CUI, ma essendo un affidamento per un importo superiore a 150.000 euro, sarebbe opportuno includerlo. Tuttavia, la presenza del CIG e del CUP soddisfa i requisiti minimi richiesti.	SI
3	"Centro di Costo: si indica il centro di costo al quale imputare la spesa.

**GRAVITA' [1/3](lieve) se non presenti**"	RISPOSTA GENERALE: NO, La determina non riporta esplicitamente il centro di costo al quale imputare la spesa.	NO
4	Estremi decreto sindacale di nomina del dirigente.	RISPOSTA GENERALE : [SI], [Il testo della determina cita il Decreto del Sindaco n. 31 del 26/07/2024 di conferimento dell’incarico di Dirigente del Settore Pianificazione e Gestione del Territorio all’Ing. Davide Molinari, pertanto gli estremi del decreto sindacale di nomina sono presenti.]	SI
5	Estremi della delega alla firma dell’atto, se persona diversa dal Dirigente.	RISPOSTA GENERALE : NO, Non sono presenti gli estremi della delega alla firma dell’atto, poiché il Dirigente Davide Molinari è indicato come firmatario senza alcun riferimento a una delega.	NO
6	Estremi atto di nomina del Responsabile del Progetto	RISPOSTA GENERALE: **NO**, non sono presenti gli estremi dell'atto di nomina del Responsabile del Progetto. La determina fa riferimento al RUP individuato, ma non specifica l'atto di nomina né il nominativo del Responsabile del Progetto, contravvenendo alle indicazioni dell'art. 15 del D.lgs n. 36/2023.	NO
7	Conflitto d'interessi 	RISPOSTA GENERALE : SI, [Nella determina viene esplicitamente dichiarato che non sussistono situazioni di conflitto di interessi in capo al firmatario del presente atto, al RUP e agli altri partecipanti al procedimento, in conformità con l'art. 16 del D.lgs n. 36/2023.]	SI
8	"**Normativa specifica**:
Codice dei contratti pubblici (D.Lgs. n. 36.2023.);
L.R. n. 8/2018 e ss.mm.ii. (per quanto applicabile);
Art. 1, D.L. 6 luglio 2012 n. 95 convertito dalla legge 7 agosto 2012, n. 135 (adesione convenzione Consip e utilizzo Mepa);
Art. 1, comma 450, della legge 27 Dicembre 2006, n. 296 e ss.mm.ii. (per quanto applicabile);
Art. 26, della legge n. 488/1999 e ss.mm.ii.;
DPCM 24 dicembre 2015."	RISPOSTA GENERALE : **SI**, La determina fa riferimento al Codice dei contratti pubblici (D.Lgs. n. 36/2023) e specifica l'applicazione dell'articolo 50 comma 1 lettera c) per la procedura negoziata. Inoltre, menziona altri riferimenti normativi pertinenti, come la legge n. 488/1999 e il D.L. 6 luglio 2012 n. 95, in relazione agli appalti pubblici. La normativa è indicata con specificazione degli articoli e dei commi applicati, rispettando i vincoli procedurali derivanti dalla normativa.	SI
9	"Normativa generale:
TUEL;
Legge n. 241/90;
DPR n. 62/2013 Codice comportamento dipendenti pubblici;
L. n. 190/2012;
D.Lgs. n. 33/2013
Legge n.136/2010"	RISPOSTA GENERALE: **SI**, [La determina fa riferimento esplicito al D.Lgs. n. 267/2000 (TUEL) e alla Legge n. 241/1990, che sono norme di carattere generale necessarie per la comprensione del provvedimento. Inoltre, menziona il DPR n. 62/2013, la L. n. 190/2012, e il D.Lgs. n. 33/2013, che sono anch'essi pertinenti al contesto normativo e alla trasparenza nella pubblica amministrazione. La normativa generale è quindi correttamente indicata e correlata al provvedimento.]	SI
10	"**Norme di principio** :
Art. 4 del Dlgs n.36/2023. (Criterio interpretativo e applicativo)"	RISPOSTA GENERALE: **NO**, la determina non fa riferimento esplicito all'art. 4 del Dlgs n. 36/2023, né indica come i principi codicistici siano stati contemperati con l'obiettivo prioritario del risultato in termini di qualità, tempestività ed economicità.	NO
11	"Regolamenti dell’ente quali:
- Statuto Comunale;
- Regolamento di contabilità;
- Regolamento dei contratti "	RISPOSTA GENERALE : SI, I riferimenti ai regolamenti dell'ente sono presenti nella determina. È citato lo Statuto Comunale, il Regolamento comunale di contabilità e il Regolamento sull’ordinamento degli uffici e dei servizi.	SI
12	Termini per la conclusione della procedura	RISPOSTA GENERALE: **NO**, non è indicato un termine specifico per la conclusione della procedura di selezione. La determina menziona solo le date di presentazione delle offerte e di apertura delle stesse, ma non specifica il termine finale per la conclusione della procedura, come richiesto dall'art. 17, comma 3.	NO
13	Fine che con il contratto si intende perseguire	RISPOSTA GENERALE: **NO**, la determina non specifica chiaramente il fine che con il contratto si intende perseguire. Sebbene venga menzionato l'oggetto dell'appalto, non è esplicitato in modo diretto quale sia l'obiettivo specifico del contratto in relazione alle finalità dell'intervento.	NO
14	Oggetto del contratto	RISPOSTA GENERALE: NO, non è presente il progetto esecutivo completo di quanto previsto all’allegato I.7 del D.lgs. n. 36/2023, né il capitolato d’appalto o il quaderno d’oneri, o lo schema di contratto. La determina non rispetta quindi il requisito previsto dall'art. 192 del D.Lgs. n. 267/2000 per gli appalti di lavori.	NO
15	DUVRI (per i servizi)	RISPOSTA GENERALE: NO, non è presente il DUVRI o l'attestazione del progettista che certifica l'assenza di necessità di redigere il DUVRI. La determina non menziona né il DUVRI né i costi per l'attuazione delle misure di contrasto alle interferenze, quindi non rispetta i requisiti previsti dall’art. 26 del d.lgs. n. 81/2008.	NO
16	Costo della mano d’opera; contratto applicabile 	RISPOSTA GENERALE: NO, non è presente un riferimento esplicito al costo della mano d'opera e al contratto applicabile nella determina.	NO
17	Suddivisione in lotti e indebito frazionamento	RISPOSTA GENERALE: NO, non è presente una motivazione nella determina riguardo alla mancata suddivisione dell'appalto in lotti, come previsto dall'art. 58 del Dlgs n. 36/2023. Non viene specificato perché l'appalto non sia frazionabile, né si fa riferimento a ragioni oggettive che giustificherebbero tale scelta.	NO
18	Validazione (in caso di lavori pubblici)	RISPOSTA GENERALE : NO, La determina non menziona esplicitamente gli estremi dell’avvenuta validazione del progetto posto a base di gara. Sebbene venga fatto riferimento alla validazione del progetto esecutivo, non sono forniti gli estremi specifici di tale validazione nel bando o nella lettera di invito.	NO
19	Criteri Ambientali minimi 	RISPOSTA GENERALE: NO, non è presente alcun riferimento ai criteri ambientali minimi (CAM) né all'applicazione dei criteri ambientali minimi adottati ed in vigore in base al Piano per la sostenibilità ambientale dei consumi del settore della pubblica amministrazione. La determina non specifica se i lavori rientrano o meno nell'ambito di applicazione dei CAM, come richiesto dalla normativa.	NO
20	Forma del contratto	RISPOSTA GENERALE: NO, La determina non specifica esplicitamente la tipologia del contratto da adottare, né fornisce motivazioni per l'eventuale utilizzo di una modalità diversa da quelle previste all'art. 18 del D.Lgs. n. 36/2023.	NO
21	Clausole del contratto ritenute essenziali	RISPOSTA GENERALE: **NO**, non sono indicati i requisiti di ordine generale e speciale richiesti, né eventuali ulteriori requisiti essenziali. La determina fa riferimento a controlli sui requisiti di ordine generale e speciale, ma non specifica quali siano questi requisiti né rinvia a documenti specifici che li contengano.	NO
22	Cauzioni (per gli appalti d’importo inferire alle soglie UE)	RISPOSTA GENERALE: NO, non è presente la specifica riguardante le cauzioni. Nella determina non è indicato se sussistono o meno particolari ragioni per richiedere la cauzione provvisoria né è menzionata la cauzione definitiva, come richiesto dagli articoli 106 e 117 del D.lgs n. 36/2023.	NO
23	Modalità di scelta del contraente e ragioni che ne sono alla base (motivare in modo specifico)	RISPOSTA GENERALE: NO, [La determina non specifica adeguatamente le modalità di selezione degli operatori economici da invitare a presentare offerta, né i requisiti di partecipazione e selezione richiesti ai partecipanti. Inoltre, non sono indicati i criteri preferenziali di selezione e i criteri di aggiudicazione. È necessario fornire una motivazione dettagliata per la scelta della procedura negoziata e per eventuali deroghe alle normative previste, come richiesto dagli articoli 192 del D.Lgs. n. 267/2000 e 17 del D.Lgs. n. 36/2023.]	NO
24	Rotazione degli affidamenti	"RISPOSTA GENERALE: NO, La determina non esplicita che ""la procedura sarà aggiudicata nel rispetto delle norme sulla rotazione degli affidamenti come contenute all’art. 49 del Dlgs n.36/2023"". Non viene menzionato né il rispetto della rotazione né la possibilità di reinvitare il contraente uscente, il che è necessario in caso di procedura negoziata non aperta al mercato."	NO
25	Criterio di selezione delle offerte	RISPOSTA GENERALE: **SI**, [La determina fa riferimento all'articolo 50 comma 1 lettera c) del D.Lgs. n. 36/2023, che prevede l'applicazione del criterio del minor prezzo per la selezione delle offerte. Inoltre, sono rispettati i requisiti previsti dagli articoli 107 e 108 del medesimo decreto.]	SI
26	"Indicazione dell’importo massimo stimato a base di gara
Quadro economico dell’intervento  comprensivo di Importo a base di gara, oneri fiscali, costi della sicurezza/interferenziali, revisione dei prezzi, somme a disposizione, supporto al RUP, incentivi (art. 45) modificazioni del contratto preventivabili, proroga, lavori o servizi analoghi, quinto d’obbligo"	RISPOSTA GENERALE : **NO**, La determina non fornisce un'indicazione chiara e dettagliata dell'importo massimo stimato a base di gara, né del quadro economico completo dell'intervento, comprensivo di tutti gli elementi richiesti come oneri fiscali, costi della sicurezza, e altre voci necessarie per una corretta valutazione economica.	NO
27	Riferimenti all’obbligo di utilizzo degli strumenti di acquisto e di negoziazione messi a disposizione da CONSIP e da soggetti aggregatori 	RISPOSTA GENERALE: NO, La determina non fa riferimento all'obbligo di utilizzo degli strumenti di acquisto e di negoziazione messi a disposizione da CONSIP e da soggetti aggregatori, né verifica la disponibilità di beni o servizi sul mercato elettronico o l'assenza di convenzioni attive.	NO
28	Riferimenti alla qualificazione del Comune quale Stazione appaltante	RISPOSTA GENERALE : SI, il Comune di Olbia è citato come Stazione appaltante nella determina, in particolare nel contesto della procedura di gara e dell'aggiudicazione dei lavori.	SI
29	Riferimenti alla deliberazione di approvazione del bilancio.	RISPOSTA GENERALE : **NO**, non sono indicati gli estremi di approvazione del bilancio pluriennale vigente nella determina. Sebbene venga menzionata la deliberazione del Consiglio Comunale n. 139 del 18/12/2023 per l'approvazione del Bilancio di Previsione Finanziario 2024/2026, non sono forniti dettagli specifici riguardanti il bilancio pluriennale.	NO
30	Riferimenti deliberazione approvazione PEG e del PIAO	RISPOSTA GENERALE : NO, non è presente il riferimento alla deliberazione di approvazione del Piano Esecutivo di Gestione (PEG) e del Piano Integrato di Attività e Organizzazione (PIAO) nella determina.	NO
31	Impegno di spesa/prenotazione/copertura finanziaria	RISPOSTA GENERALE: SI, [L'importo da impegnare è di € 395.083,91, assoggettato ad IVA al 10% per un totale di € 35.916,72. La determina fa riferimento a capitoli di bilancio approvati e non si tratta di impegni di spesa su più esercizi finanziari.]	SI
32	Conformità dei pagamenti con le regole della finanza pubblica vigenti.	RISPOSTA GENERALE: **NO**, non è presente nel provvedimento un esplicito riferimento che attesti la compatibilità del programma di spesa con le vigenti regole della finanza pubblica.	NO
33	Contributo ANAC	RISPOSTA GENERALE: NO, La determina non fa menzione dell'assunzione dell'impegno di spesa relativo al pagamento del contributo all'ANAC, né specifica l'importo dovuto o il capitolo di bilancio in cui registrarlo.	NO
34	Richiamati e/o allegati	"RISPOSTA GENERALE: **SI**, la determina richiama e fa riferimento a diversi atti e documenti, come la deliberazione di Giunta Comunale n. 260 del 06/07/2016 ""Approvazione Patto d’Integrità"", e menziona anche determinazioni precedenti e verbali di gara, che costituiscono parte integrante del procedimento amministrativo."	SI
