	Punto	Response	Simple
0	Intestazione: Settore, Servizio e Autorità che emana il provvedimento e tipo di provvedimento.	RISPOSTA GENERALE : NO, La determina non specifica il servizio di appartenenza presente nella macrostruttura vigente, limitandosi a indicare solo il settore (Staff Segretario Generale).	NO
1	Oggetto della determinazione	RISPOSTA GENERALE: SI, La determinazione riguarda l'affidamento diretto ai sensi dell'art. 50, comma 1, lett. b) del D.Lgs. n. 36/2023, con codice 15275, per il servizio di formazione sui controlli di regolarità amministrativa e aggiornamento del software AuditingPA.	SI
2	Indicazione del CIG, del CPV e del CUP (l’indicazione del CUI:  non è richiesta per gli affidamenti diretti ai sensi dell’art. 50 del Dlgs n.36/2023, in quanto consentiti per importi per i quali non è dovuto l’inserimento nei programmi triennali. È richiesta per affidamenti diretti ai sensi dell’art.76 del Dlgs n.36/2023. In caso di consegne complementari ex art.76, comma 4, let. B, o di ripetizione di lavori o servizi analoghi ex art. 76, comma 6, dovrà essere indicato il CUI dell’appalto principale del quale l’affidamento diretto risulta complementare o analogo)	RISPOSTA GENERALE: **SI**, il CIG è indicato nella determina e il CPV (80500000-9) è anch'esso presente, conforme alle disposizioni dell'art. 17, comma 2, del D.Lgs. n. 36/2023. Non è richiesto il CUP per questo tipo di affidamento diretto.	SI
3	Centro di Costo: si indica il centro di costo al quale imputare la spesa.	"RISPOSTA GENERALE : [SI], [Il centro di costo è indicato nella determina come ""1000000"" per l'impegno di spesa relativo alla formazione e aggiornamento del personale.]"	SI
4	Estremi decreto sindacale di nomina del Dirigente.	RISPOSTA GENERALE: **SI**, il Dirigente è stato nominato con il Decreto del Sindaco n. 18 del 26/06/2024, come indicato nella determina. Inoltre, è specificato che il Dirigente, Dott. Paolo Contu, è anche il Responsabile Unico del Progetto (RUP) per l'affidamento in oggetto.	NO
5	Conflitto d’interessi	RISPOSTA GENERALE : SI, [La determina dichiara esplicitamente che nei confronti del Responsabile Unico del Progetto (RUP) non sussistono situazioni, anche potenziali, di conflitto di interessi, in conformità all'art. 16 del D.Lgs. n. 36/2023.]	SI
6	Estremi della delega alla firma dell’atto, se persona diversa dal Dirigente.	RISPOSTA GENERALE: NO, non è presente la delega alla firma dell'atto da parte di una persona diversa dal Dirigente. La determina è firmata dal Dirigente, Maurizio Guadagno, senza menzionare alcuna delega.	NO
7	Estremi atto di nomina del Responsabile unico del Progetto, se nominato.	RISPOSTA GENERALE: **SI**, il Responsabile Unico del Progetto (RUP) è stato nominato nel provvedimento e i riferimenti sono presenti nel testo della determina.	SI
8	Normativa specifica:  Codice dei contratti pubblici (D.Lgs. n. 36.2023.) ;  L. R. n. 8/2018;  Art. 26 legge n.488/1999  Art. 1, D.L. 6 luglio 2012 n. 95 convertito dalla legge 7 agosto 2012 n. 135 (adesione convenzione Consip e MEPA);  Art. 1, comma 450, della legge 27 Dicembre 2006, n. 296 e ss.mm.ii. (per quanto applicabile);  Art. 26, della legge n. 488/1999 e ss.mm.ii.; DPCM 24 dicembre 2015 ;	RISPOSTA GENERALE : **SI**, la determina fa riferimento al Codice dei contratti pubblici (D.Lgs. n. 36/2023) e specifica l'uso del MEPA di Consip per l'affidamento diretto, in conformità con le normative citate, inclusi gli articoli pertinenti della legge n. 488/1999. Inoltre, la determina menziona l'adeguamento alle disposizioni della legge regionale e altre normative correlate, rispettando così i vincoli e i presupposti di diritto richiesti.	SI
9	Normativa generale:  TUEL;  Legge n. 241/90;  DPR n. 62/2013 Codice comportamento dipendenti pubblici;  L. n. 190/2012;  D.Lgs. n. 33/2013.  Legge n° 136/2010	RISPOSTA GENERALE : SI, [La determina fa riferimento a norme generali come il D.Lgs. n. 267/2000 (TUEL), la Legge n. 241/1990, il DPR n. 62/2013, la Legge n. 190/2012, il D.Lgs. n. 33/2013 e la Legge n. 136/2010, che sono tutte correlate al processo amministrativo e alla gestione dei contratti pubblici, supportando la legittimità e la trasparenza dell'atto.]	SI
