	Punto	Response	Simple
0	Intestazione: Settore, Servizio e Autorità che emana il provvedimento e tipo di provvedimento.	RISPOSTA GENERALE : NO, La determina non specifica il servizio di appartenenza presente nella macrostruttura vigente, limitandosi a indicare solo il settore (Staff Segretario Generale).	NO
1	Oggetto della determinazione	RISPOSTA GENERALE: **SI**, l'oggetto della determinazione è correttamente indicato con il codice 15275 e fa riferimento all'affidamento diretto ai sensi dell'art. 50, comma 1, lett. b) del D.Lgs. n. 36/2023.	SI
2	Indicazione del CIG, del CPV e del CUP (l’indicazione del CUI:  non è richiesta per gli affidamenti diretti ai sensi dell’art. 50 del Dlgs n.36/2023, in quanto consentiti per importi per i quali non è dovuto l’inserimento nei programmi triennali. È richiesta per affidamenti diretti ai sensi dell’art.76 del Dlgs n.36/2023. In caso di consegne complementari ex art.76, comma 4, let. B, o di ripetizione di lavori o servizi analoghi ex art. 76, comma 6, dovrà essere indicato il CUI dell’appalto principale del quale l’affidamento diretto risulta complementare o analogo)	"RISPOSTA GENERALE: **SI**, il CIG è indicato nella determina e il CPV è specificato come ""80500000-9"", che è conforme alle indicazioni richieste. Non è necessario indicare il CUP in quanto si tratta di un affidamento diretto ai sensi dell'art. 50 del D.Lgs. n. 36/2023."	SI
3	Centro di Costo: si indica il centro di costo al quale imputare la spesa.	"RISPOSTA GENERALE : [SI], [Il centro di costo è indicato nella determina come ""Centro di costo 1000000"" per l'impegno di spesa relativo alla formazione e aggiornamento del personale.]"	SI
4	Estremi decreto sindacale di nomina del Dirigente.	RISPOSTA GENERALE: **SI**, il Dirigente è stato nominato con il Decreto del Sindaco n. 18 del 26/06/2024, come indicato nella determina. Non è specificato se il Dirigente è anche RUP o responsabile della fase di affidamento, ma è menzionato come Responsabile Unico del Progetto (RUP) nella determina stessa.	NO
5	Conflitto d’interessi	RISPOSTA GENERALE : SI, [Nella determina è esplicitamente dichiarato che non sussistono situazioni di conflitto di interessi per il RUP e per i soggetti coinvolti nella procedura, in conformità con l'art. 16 del D.lgs. n. 36/2023.]	SI
6	Estremi della delega alla firma dell’atto, se persona diversa dal Dirigente.	RISPOSTA GENERALE: NO, non sono presenti gli estremi della delega alla firma dell’atto, poiché il documento è firmato dal Dirigente Maurizio Guadagno senza indicazione di una delega specifica.	NO
7	Estremi atto di nomina del Responsabile unico del Progetto, se nominato.	RISPOSTA GENERALE: **SI**, il Responsabile Unico del Progetto (RUP) è stato nominato nel provvedimento, e il suo nome è il Dott. Paolo Contu, come indicato nella determinazione.	SI
8	Normativa specifica:  Codice dei contratti pubblici (D.Lgs. n. 36.2023.) ;  L. R. n. 8/2018;  Art. 26 legge n.488/1999  Art. 1, D.L. 6 luglio 2012 n. 95 convertito dalla legge 7 agosto 2012 n. 135 (adesione convenzione Consip e MEPA);  Art. 1, comma 450, della legge 27 Dicembre 2006, n. 296 e ss.mm.ii. (per quanto applicabile);  Art. 26, della legge n. 488/1999 e ss.mm.ii.; DPCM 24 dicembre 2015 ;	RISPOSTA GENERALE : **SI**, La determina fa riferimento al Codice dei contratti pubblici (D.Lgs. n. 36/2023) e alle disposizioni relative all'adesione a convenzioni Consip e MEPA, come indicato negli articoli pertinenti. Inoltre, sono citati i riferimenti normativi specifici, come l'art. 26 della legge n. 488/1999, che sono applicabili alla fattispecie in oggetto.	SI
9	Normativa generale:  TUEL;  Legge n. 241/90;  DPR n. 62/2013 Codice comportamento dipendenti pubblici;  L. n. 190/2012;  D.Lgs. n. 33/2013.  Legge n° 136/2010	RISPOSTA GENERALE: **SI**, [La determina fa riferimento a tutte le normative generali indicate, inclusi il TUEL, la Legge n. 241/90, il DPR n. 62/2013, la L. n. 190/2012, il D.Lgs. n. 33/2013 e la Legge n° 136/2010, dimostrando così la loro rilevanza e correlazione con il provvedimento in questione.]	SI
