	Punto	Response	Simple
0	Intestazione: Settore, Servizio e Autorità che emana il provvedimento e tipo di provvedimento.	RISPOSTA GENERALE : NO, La determina indica solo il Settore (Pianificazione e Gestione del Territorio) ma non specifica il Servizio di appartenenza presente nella macrostruttura vigente.	NO
1	Oggetto della determinazione	RISPOSTA GENERALE : **NO**, l'oggetto della determinazione non riporta il codice corretto (15271) e non specifica la norma attributiva del potere in modo chiaro. La norma attributiva del potere è l'art. 50 comma 1 lettera c) del D.Lgs. 36/2023, ma non è stata indicata in modo esplicito nel contesto dell'oggetto.	NO
2	Indicazione del CIG e /o del CUP del CUI,del CPV	RISPOSTA GENERALE: **SI**, il CIG è presente nella determina (CIG A03E279B00) e il CUP è indicato (CUP F91B21000550001). Non è stato specificato il CUI, ma non è essenziale per il controllo in quanto il CIG è stato acquisito prima dell'avvio della procedura.	SI
3	"Centro di Costo: si indica il centro di costo al quale imputare la spesa.

**GRAVITA' [1/3](lieve) se non presenti**"	RISPOSTA GENERALE: NO, La determina non indica esplicitamente il centro di costo al quale imputare la spesa.	NO
4	Estremi decreto sindacale di nomina del dirigente.	RISPOSTA GENERALE : SI, Il decreto di conferimento dell’incarico di Dirigente del Settore Pianificazione e Gestione del Territorio all’Ing. Davide Molinari è citato nella determina, specificamente nel richiamo al Decreto del Sindaco n. 31 del 26/07/2024.	SI
5	Estremi della delega alla firma dell’atto, se persona diversa dal Dirigente.	RISPOSTA GENERALE : NO, [Nella determina non sono presenti gli estremi della delega alla firma dell’atto, in quanto il Dirigente Davide Molinari è colui che adotta l'atto senza menzionare una delega da parte di un'altra persona.]	NO
6	Estremi atto di nomina del Responsabile del Progetto	RISPOSTA GENERALE: NO, non è presente l'estremo atto di nomina del Responsabile del Progetto. Nella determina non viene specificato il nominativo e il recapito di posta elettronica del Responsabile del Progetto, né si fa riferimento a un atto di nomina formale.	NO
7	Conflitto d'interessi 	RISPOSTA GENERALE: SI, [La determina afferma esplicitamente che non sussistono situazioni di conflitto di interessi in capo al firmatario, al RUP e agli altri partecipanti al procedimento, in conformità con l'art. 16 del D.lgs n. 36/2023.]	SI
8	"**Normativa specifica**:
Codice dei contratti pubblici (D.Lgs. n. 36.2023.);
L.R. n. 8/2018 e ss.mm.ii. (per quanto applicabile);
Art. 1, D.L. 6 luglio 2012 n. 95 convertito dalla legge 7 agosto 2012, n. 135 (adesione convenzione Consip e utilizzo Mepa);
Art. 1, comma 450, della legge 27 Dicembre 2006, n. 296 e ss.mm.ii. (per quanto applicabile);
Art. 26, della legge n. 488/1999 e ss.mm.ii.;
DPCM 24 dicembre 2015."	RISPOSTA GENERALE : **SI**, la determina fa riferimento al Codice dei contratti pubblici (D.Lgs. n. 36/2023) in più punti, specificando articoli e commi applicati, come ad esempio l'articolo 50 comma 1 lettera c) per la procedura negoziata e l'articolo 17 comma 5 per l'aggiudicazione. Inoltre, sono citate altre normative pertinenti, come la legge n. 488/1999 e il D.L. 6 luglio 2012 n. 95, che confermano la conformità alle disposizioni di legge vigenti in materia.	SI
9	"Normativa generale:
TUEL;
Legge n. 241/90;
DPR n. 62/2013 Codice comportamento dipendenti pubblici;
L. n. 190/2012;
D.Lgs. n. 33/2013
Legge n.136/2010"	RISPOSTA GENERALE: **SI**, [La determina fa riferimento esplicito al D.Lgs. n. 267/2000 (TUEL), alla Legge n. 241/1990, al DPR n. 62/2013, alla L. n. 190/2012 e al D.Lgs. n. 33/2013, rispettando così i presupposti normativi generali richiesti per la comprensione del provvedimento.]	SI
10	"**Norme di principio** :
Art. 4 del Dlgs n.36/2023. (Criterio interpretativo e applicativo)"	RISPOSTA GENERALE: **NO**, la determina non fa riferimento esplicito all'art. 4 del Dlgs n. 36/2023, che stabilisce i criteri interpretativi e applicativi delle disposizioni del codice, né menziona come i principi codicistici siano stati contemperati con l'obiettivo prioritario del risultato in termini di qualità, tempestività ed economicità.	NO
11	"Regolamenti dell’ente quali:
- Statuto Comunale;
- Regolamento di contabilità;
- Regolamento dei contratti "	RISPOSTA GENERALE : SI, I riferimenti ai regolamenti dell'ente sono presenti nella determina. In particolare, sono citati lo Statuto Comunale e il Regolamento comunale di contabilità. Tuttavia, non è specificamente menzionato il Regolamento dei contratti.	SI
12	Termini per la conclusione della procedura	RISPOSTA GENERALE: **NO**, non è specificato un termine per la conclusione della procedura di selezione, contrariamente a quanto previsto dall’art. 17, comma 3. La determina non indica né una data specifica né una scadenza a decorrere dalla data di avvio della procedura.	NO
13	Fine che con il contratto si intende perseguire	RISPOSTA GENERALE: **NO**, non è presente una chiara indicazione del fine che con il contratto si intende perseguire. La determina non specifica esplicitamente l'obiettivo finale dell'appalto, limitandosi a descrivere l'oggetto dei lavori senza delineare il fine perseguito dal contratto.	NO
14	Oggetto del contratto	RISPOSTA GENERALE: **NO**, non è presente il progetto esecutivo completo di quanto previsto all’allegato I.7 del D.lgs. n. 36/2023, né il capitolato d’appalto o il quaderno d’oneri, o schema di contratto, come richiesto per gli appalti di lavori. La mancanza di tali documenti è considerata grave.	NO
15	DUVRI (per i servizi)	RISPOSTA GENERALE: NO, non è presente il DUVRI redatto in conformità a quanto previsto dall’art. 26 del d.lgs. n. 81/2008, né l'attestazione del progettista che certifichi che non è necessario redigere il DUVRI. Pertanto, non è stata fornita la quantificazione degli oneri pertinenti la sicurezza da rischio interferenziale.	NO
16	Costo della mano d’opera; contratto applicabile 	RISPOSTA GENERALE : NO, non è presente un riferimento specifico al costo della mano d'opera e al contratto applicabile nella determina.	NO
17	Suddivisione in lotti e indebito frazionamento	RISPOSTA GENERALE: NO, La determina non contiene una motivazione esplicita riguardo alla mancata suddivisione dell'appalto in lotti, come richiesto dall'art. 58 del Dlgs n. 36/2023. Non è presente alcuna giustificazione che spieghi perché l'appalto non sia frazionabile, né si fa riferimento a ragioni oggettive che possano giustificare tale scelta.	NO
