	Punto	Response	Simple
0	Intestazione: Settore, Servizio e Autorità che emana il provvedimento e tipo di provvedimento.	RISPOSTA GENERALE : NO, La determina non indica esplicitamente il servizio di appartenenza presente nella macrostruttura vigente, limitandosi a menzionare solo il settore (Settore SUAPE, Manutenzioni e Viabilità).	NO
1	Oggetto della determinazione	RISPOSTA GENERALE: **NO**, il provvedimento non riporta correttamente il codice oggetto (15275) e non specifica la norma attributiva del potere ex art. 50, comma 1, lett. a/b del Dlgs n. 36/2023.	NO
2	Indicazione del CIG, del CPV e del CUP (l’indicazione del CUI:  non è richiesta per gli affidamenti diretti ai sensi dell’art. 50 del Dlgs n.36/2023, in quanto consentiti per importi per i quali non è dovuto l’inserimento nei programmi triennali. È richiesta per affidamenti diretti ai sensi dell’art.76 del Dlgs n.36/2023. In caso di consegne complementari ex art.76, comma 4, let. B, o di ripetizione di lavori o servizi analoghi ex art. 76, comma 6, dovrà essere indicato il CUI dell’appalto principale del quale l’affidamento diretto risulta complementare o analogo)	RISPOSTA GENERALE: **NO**, la determina non riporta l'indicazione del CPV, che è obbligatoria ai sensi dell'art. 17, comma 2, del D.Lgs. n. 36/2023. Sebbene siano presenti il CIG e il CUP, l'assenza del CPV rappresenta una mancanza che potrebbe compromettere la regolarità dell'atto.	NO
3	Centro di Costo: si indica il centro di costo al quale imputare la spesa.	"RISPOSTA GENERALE : [SI], [Il centro di costo è indicato nella determina come ""Capitoli Descrizione 1110002 ex pretura 71052 Compl. Palazzo di Giustizia"".]"	SI
4	Estremi decreto sindacale di nomina del Dirigente.	RISPOSTA GENERALE: **NO**, il testo della determina non riporta gli estremi del decreto sindacale di nomina del Dirigente, né specifica se il Dirigente è anche RUP o responsabile della fase di affidamento. Non è presente alcuna indicazione riguardo alla nomina di un responsabile di procedimento per le fasi di programmazione, progettazione ed esecuzione, né per la fase di affidamento.	NO
5	Conflitto d’interessi	RISPOSTA GENERALE: SI, [Nella determina è stato dichiarato che il Responsabile Unico del Procedimento (RUP) non si trova in conflitto di interessi, ai sensi dell’art. 6 bis della L. 241/1990 e dell’art. 16 del D.Lgs. 36/2023, rispettando così le disposizioni relative al conflitto di interessi.]	SI
6	Estremi della delega alla firma dell’atto, se persona diversa dal Dirigente.	RISPOSTA GENERALE: NO, [Nella determina non sono presenti gli estremi della delega alla firma dell’atto, in quanto il documento è firmato dal Dirigente, Diego Ciceri, senza menzionare una delega specifica per la firma da parte di un'altra persona.]	NO
7	Estremi atto di nomina del Responsabile unico del Progetto, se nominato.	RISPOSTA GENERALE: **SI**, il Responsabile Unico del Progetto (RUP) è stato nominato e il suo nome, Geom. Vincenzo Lombardi, è indicato nella determina.	SI
8	Normativa specifica:  Codice dei contratti pubblici (D.Lgs. n. 36.2023.) ;  L. R. n. 8/2018;  Art. 26 legge n.488/1999  Art. 1, D.L. 6 luglio 2012 n. 95 convertito dalla legge 7 agosto 2012 n. 135 (adesione convenzione Consip e MEPA);  Art. 1, comma 450, della legge 27 Dicembre 2006, n. 296 e ss.mm.ii. (per quanto applicabile);  Art. 26, della legge n. 488/1999 e ss.mm.ii.; DPCM 24 dicembre 2015 ;	RISPOSTA GENERALE : **SI**, [La determina fa riferimento al Codice dei contratti pubblici (D.Lgs. n. 36/2023) e ad altre normative pertinenti, specificando gli articoli e i commi applicati, come ad esempio l'art. 50, comma 1, lett. b) del D.Lgs. n. 36/2023, e l'art. 1, comma 450, della legge n. 296/2006. Inoltre, vengono menzionati i vincoli procedurali derivanti dalla normativa, come l'obbligo di avvalersi delle convenzioni Consip e del mercato elettronico per acquisti di beni e servizi. Pertanto, la normativa specifica è adeguatamente indicata e rispettata.]	SI
9	Normativa generale:  TUEL;  Legge n. 241/90;  DPR n. 62/2013 Codice comportamento dipendenti pubblici;  L. n. 190/2012;  D.Lgs. n. 33/2013.  Legge n° 136/2010	RISPOSTA GENERALE: SI, [La determina fa riferimento a normative generali come il D.Lgs. 267/2000 (TUEL) e la Legge n. 241/90, che sono essenziali per comprendere il processo amministrativo e le procedure di affidamento. Inoltre, menziona il Codice di comportamento dei dipendenti pubblici e la Legge n. 190/2012, che trattano di integrità e trasparenza, elementi fondamentali nel contesto degli appalti pubblici. Queste norme supportano la legittimità e la correttezza del provvedimento.]	SI
10	Norme di principio   Art. 4 del Dlgs n.36/2023. (Criterio interpretativo e applicativo)	RISPOSTA GENERALE: NO, La determina non fa esplicito riferimento all'art. 4 del Dlgs n. 36/2023 e non illustra come i principi di cui agli articoli 1, 2 e 3 siano stati contemperati nella fattispecie concreta, né come sia stato perseguito l'obiettivo prioritario del risultato in termini di qualità, tempestività ed economicità.	NO
11	Regolamenti dell’ente quali:  - Statuto Comunale;  - Regolamento di contabilità;  - Regolamento dei contratti	RISPOSTA GENERALE: SI, la determina fa riferimento allo Statuto Comunale e al Regolamento di contabilità, rispettando così le normative richieste. Tuttavia, non è esplicitamente menzionato il Regolamento dei contratti, ma si fa riferimento al D.Lgs. 36/2023 che regola i contratti pubblici.	SI
12	Indicazione dei riferimenti della determina a contrarre “semplificata” adottata	"RISPOSTA GENERALE: NO, La determina non contiene un riferimento esplicito a una determina a contrarre ""semplificata"" che indichi in modo chiaro l'oggetto dell'affidamento, l'importo, il fornitore, le ragioni della scelta del fornitore e il possesso dei requisiti richiesti."	NO
13	Indicazione dei riferimenti della determina a contrarre “non semplificata” adottata	RISPOSTA GENERALE: **NO**, la determina non fa esplicito riferimento alla determina a contrarre “non semplificata” adottata, né indica il numero e la data di tale provvedimento, come richiesto dalle istruzioni.	NO
14	Elementi da approvare con la determina a contrarre nel caso di provvedimento unico	RISPOSTA GENERALE: NO, La determina non contiene un'indicazione chiara dell'interesse pubblico che si intende soddisfare, né delle caratteristiche specifiche delle opere, dei beni o dei servizi che si intendono acquistare. Inoltre, non è presente un progetto esecutivo completo o un capitolato d'appalto, come richiesto dalla normativa.	NO
15	Per gli appalti di servizi: DUVRI	RISPOSTA GENERALE: NO, non è presente il DUVRI o l'attestazione del progettista che certifichi la non necessità di redigerlo. La determina non menziona alcun documento relativo alla gestione delle interferenze o la quantificazione degli oneri per la sicurezza da rischio interferenziale.	NO
16	Suddivisione in lotti e norme sull’indebito frazionamento	RISPOSTA GENERALE: NO, La determina non contiene alcuna motivazione riguardo alla mancata suddivisione dell'appalto in lotti, né fa riferimento all'art. 58 del D.Lgs. n. 36/2023. Non è stata fornita alcuna giustificazione oggettiva per la scelta di non frazionare l'appalto, il che è necessario per rispettare i principi di concorrenza paritaria per le piccole e medie imprese.	NO
17	Validazione (in caso di lavori pubblici)	RISPOSTA GENERALE: NO, non sono indicati gli estremi dell’avvenuta validazione del progetto posto a base di gara. La determina non menziona esplicitamente la validazione del progetto, che è un elemento necessario per l'affidamento diretto dei lavori pubblici.	NO
18	Criteri Ambientali Minimi (CAM)	RISPOSTA GENERALE: NO, non è specificato se i lavori rientrano o meno nell’ambito di applicazione dei criteri ambientali minimi (CAM) adottati ed in vigore. La determina non menziona alcun riferimento ai CAM né indica il DM pertinente, pertanto non è possibile verificare la conformità ai criteri ambientali minimi.	NO
19	Cauzione	RISPOSTA GENERALE: NO, non è presente la formula relativa alla cauzione nella determina. Non è specificato se l'affidatario è tenuto a presentare cauzione definitiva o se non si richiede la cauzione definitiva in relazione alla scarsa rilevanza economica dell'affidamento.	NO
