	Punto	Response	Simple
0	Intestazione: Settore, Servizio e Autorità che emana il provvedimento e tipo di provvedimento.	RISPOSTA GENERALE : NO, La determina indica solo il Settore SUAPE, Manutenzioni e Viabilità, ma non specifica il Servizio di appartenenza presente nella macrostruttura vigente.	NO
1	Oggetto della determinazione	RISPOSTA GENERALE: SI, La determina riporta correttamente l'oggetto relativo al codice 15275 e fa riferimento alla norma attributiva del potere ex art. 50, comma 1, lett. b) del D.Lgs. n. 36/2023 per l'affidamento diretto dell'incarico professionale.	SI
2	Indicazione del CIG, del CPV e del CUP (l’indicazione del CUI:  non è richiesta per gli affidamenti diretti ai sensi dell’art. 50 del Dlgs n.36/2023, in quanto consentiti per importi per i quali non è dovuto l’inserimento nei programmi triennali. È richiesta per affidamenti diretti ai sensi dell’art.76 del Dlgs n.36/2023. In caso di consegne complementari ex art.76, comma 4, let. B, o di ripetizione di lavori o servizi analoghi ex art. 76, comma 6, dovrà essere indicato il CUI dell’appalto principale del quale l’affidamento diretto risulta complementare o analogo)	RISPOSTA GENERALE: **NO**, nella determina non è presente l'indicazione del codice CPV, che è obbligatoria ai sensi dell'art. 17, comma 2, del D.Lgs. n. 36/2023. Sebbene il CIG e il CUP siano stati forniti, l'assenza del CPV rappresenta una mancanza nella documentazione necessaria per la regolarità amministrativa dell'atto.	NO
3	Centro di Costo: si indica il centro di costo al quale imputare la spesa.	RISPOSTA GENERALE : SI, Il centro di costo è indicato nella determina con il capitolo 71052 denominato “Completamento Palazzo di Giustizia”.	SI
4	Estremi decreto sindacale di nomina del Dirigente.	RISPOSTA GENERALE: **NO**, il decreto sindacale di nomina del Dirigente non è stato menzionato nella determina. Non è stato esplicitato se il Dirigente è anche RUP né se è responsabile della fase di affidamento. La determina deve includere queste informazioni per garantire la trasparenza e la correttezza procedurale.	NO
5	Conflitto d’interessi	RISPOSTA GENERALE: SI, [Nella determina è esplicitato che il Responsabile Unico del Procedimento (RUP) non si trova in conflitto di interessi, ai sensi dell’art. 6 bis della L. 241/1990 e dell’art. 16 del D.Lgs. 36/2023. Questo indica che sono state rispettate le disposizioni relative al conflitto di interessi.]	SI
6	Estremi della delega alla firma dell’atto, se persona diversa dal Dirigente.	RISPOSTA GENERALE: NO, [Nella determina non sono presenti gli estremi della delega alla firma dell'atto, in quanto non è specificato se la firma è stata apposta da un soggetto diverso dal Dirigente.]	NO
7	Estremi atto di nomina del Responsabile unico del Progetto, se nominato.	RISPOSTA GENERALE : [SI], [Il Responsabile Unico del Progetto (RUP) è stato nominato e il suo nome, Vincenzo Lombardi, è chiaramente indicato nella determina, insieme al numero della Determinazione che lo nomina RUP per l'intervento in oggetto.]	SI
8	Normativa specifica:  Codice dei contratti pubblici (D.Lgs. n. 36.2023.) ;  L. R. n. 8/2018;  Art. 26 legge n.488/1999  Art. 1, D.L. 6 luglio 2012 n. 95 convertito dalla legge 7 agosto 2012 n. 135 (adesione convenzione Consip e MEPA);  Art. 1, comma 450, della legge 27 Dicembre 2006, n. 296 e ss.mm.ii. (per quanto applicabile);  Art. 26, della legge n. 488/1999 e ss.mm.ii.; DPCM 24 dicembre 2015 ;	RISPOSTA GENERALE : **SI**, La determina fa riferimento al Codice dei contratti pubblici (D.Lgs. n. 36/2023) per l'affidamento diretto ai sensi dell'art. 50, comma 1, lett. b), e menziona altresì altri riferimenti normativi pertinenti come l'art. 26 della legge n. 488/1999 e i requisiti relativi all'adesione a convenzioni Consip e MEPA. La normativa specifica è chiaramente indicata e applicata in relazione al procedimento di affidamento dell'incarico professionale.	SI
9	Normativa generale:  TUEL;  Legge n. 241/90;  DPR n. 62/2013 Codice comportamento dipendenti pubblici;  L. n. 190/2012;  D.Lgs. n. 33/2013.  Legge n° 136/2010	RISPOSTA GENERALE : SI, [La determina fa riferimento a diverse norme generali come il T.U.E.L. (D.Lgs. 267/2000), la Legge n. 241/90, il DPR n. 62/2013 riguardante il codice di comportamento dei dipendenti pubblici, la Legge n. 190/2012 sulla prevenzione della corruzione e il D.Lgs. n. 33/2013 sulla trasparenza, che sono coerenti e necessarie per comprendere il processo logico alla base del provvedimento. La norma sulla legalità e la trasparenza sono particolarmente pertinenti rispetto all'affidamento di contratti pubblici. Anche la Legge n° 136/2010 per la tracciabilità dei flussi finanziari è rilevante in questo contesto.]	SI
