	Punto	Response	Simple
0	Intestazione: Settore, Servizio e Autorità che emana il provvedimento e tipo di provvedimento.	"RISPOSTA GENERALE: NO, [Nella determina non è indicato il servizio di appartenenza presente nella macrostruttura vigente, è menzionato solo il Settore ""Servizi alla Persona"" senza specificare il servizio specifico.]"	NO
1	Oggetto della determinazione	RISPOSTA GENERALE : NO, La determina riporta un oggetto con codice errato (15271 invece di 15275) e non specifica correttamente la norma attributiva del potere ex art. 50, comma 1, lett. a/b del D. Lgs. n. 36/2023.	NO
2	Indicazione del CIG, del CPV e del CUP (l’indicazione del CUI:  non è richiesta per gli affidamenti diretti ai sensi dell’art. 50 del Dlgs n.36/2023, in quanto consentiti per importi per i quali non è dovuto l’inserimento nei programmi triennali. È richiesta per affidamenti diretti ai sensi dell’art.76 del Dlgs n.36/2023. In caso di consegne complementari ex art.76, comma 4, let. B, o di ripetizione di lavori o servizi analoghi ex art. 76, comma 6, dovrà essere indicato il CUI dell’appalto principale del quale l’affidamento diretto risulta complementare o analogo)	RISPOSTA GENERALE: NO, non è presente l'indicazione del CIG, del CPV e del CUP nella determina. Sebbene il CPV sia citato (39121100-7), manca l'indicazione del CIG e del CUP, il che non rispetta quanto previsto dall'art. 17, comma 2, del D.Lgs. n. 36/2023.	NO
3	Centro di Costo: si indica il centro di costo al quale imputare la spesa.	RISPOSTA GENERALE: NO, La determina non indica esplicitamente il centro di costo al quale imputare la spesa.	NO
4	Estremi decreto sindacale di nomina del Dirigente.	RISPOSTA GENERALE : **SI**, il Dirigente di Settore, Dott.ssa Giulia Spano, è stato nominato con Decreto del Sindaco n. 5 del 31/01/2024, come indicato nella determina. Non è specificato se il Dirigente è anche RUP o responsabile della fase di affidamento, ma il RUP è designato nella determina stessa.	SI
5	Conflitto d’interessi	RISPOSTA GENERALE: **SI**, il dirigente ha dichiarato esplicitamente che nei confronti della procedura non sussistono situazioni di conflitto di interessi, in conformità con l'art. 16 del D.lgs. 36/2023.	SI
6	Estremi della delega alla firma dell’atto, se persona diversa dal Dirigente.	RISPOSTA GENERALE: NO, non sono presenti gli estremi della delega alla firma dell’atto, poiché il documento è firmato direttamente dal Dirigente, la Dott.ssa Giulia Spano, senza indicazioni di una delega da parte di un soggetto diverso.	NO
7	Estremi atto di nomina del Responsabile unico del Progetto, se nominato.	RISPOSTA GENERALE: **NO**, non sono presenti gli estremi dell'atto di nomina del Responsabile unico del Progetto (RUP) nella determina. Sebbene venga menzionato che il RUP è la Dott.ssa Giulia Spano, non sono forniti dettagli riguardanti l'atto di nomina.	NO
8	Normativa specifica:  Codice dei contratti pubblici (D.Lgs. n. 36.2023.) ;  L. R. n. 8/2018;  Art. 26 legge n.488/1999  Art. 1, D.L. 6 luglio 2012 n. 95 convertito dalla legge 7 agosto 2012 n. 135 (adesione convenzione Consip e MEPA);  Art. 1, comma 450, della legge 27 Dicembre 2006, n. 296 e ss.mm.ii. (per quanto applicabile);  Art. 26, della legge n. 488/1999 e ss.mm.ii.; DPCM 24 dicembre 2015 ;	RISPOSTA GENERALE : SI, La determina fa riferimento esplicito al D.Lgs. n. 36/2023, in particolare per quanto concerne l'affidamento diretto tramite il Mercato elettronico di Consip, come indicato nell'oggetto e nelle disposizioni successive. Inoltre, sono citate altre normative pertinenti come la L.R. n. 8/2018 e l'art. 1, comma 450, della L. 296/2006, che confermano la legittimità procedurale dell'atto.	SI
9	Normativa generale:  TUEL;  Legge n. 241/90;  DPR n. 62/2013 Codice comportamento dipendenti pubblici;  L. n. 190/2012;  D.Lgs. n. 33/2013.  Legge n° 136/2010	RISPOSTA GENERALE: SI, [Nella determina sono correttamente citate le norme generali come il TUEL (D.lgs. n. 267/2000), la Legge n. 241/90, il DPR n. 62/2013, la L. n. 190/2012, il D.Lgs. n. 33/2013 e la Legge n. 136/2010, che forniscono il quadro normativo di riferimento per la gestione degli atti amministrativi e dei contratti pubblici.]	SI
10	Norme di principio   Art. 4 del Dlgs n.36/2023. (Criterio interpretativo e applicativo)	RISPOSTA GENERALE: **NO**, la determina non esplicita in che modo i principi di cui agli articoli 1, 2 e 3 del Dlgs n.36/2023 sono stati contemperati con l'obiettivo prioritario del risultato in termini di qualità, tempestività ed economicità. Non viene fornita una valutazione chiara su come la discrezionalità amministrativa sia stata esercitata in conformità con il principio del risultato.	NO
11	Regolamenti dell’ente quali:  - Statuto Comunale;  - Regolamento di contabilità;  - Regolamento dei contratti	RISPOSTA GENERALE: **SI**, il Regolamento Comunale di Contabilità è citato nella determina. Tuttavia, non è specificato se lo Statuto Comunale e il Regolamento dei Contratti siano stati menzionati.	SI
12	Indicazione dei riferimenti della determina a contrarre “semplificata” adottata	RISPOSTA GENERALE: **NO**, non è presente l'indicazione dei riferimenti della determina a contrarre “semplificata” adottata. La determina non riporta esplicitamente i dettagli relativi alla determina a contrarre in forma semplificata, come richiesto dalla normativa per gli affidamenti diretti.	NO
13	Indicazione dei riferimenti della determina a contrarre “non semplificata” adottata	RISPOSTA GENERALE : NO, La determina non fa esplicito riferimento all'adozione di una determina a contrarre “non semplificata” con numero e data. Non è quindi possibile identificare chiaramente l'acquisto dei lavori, servizi e forniture da effettuare.	NO
14	Elementi da approvare con la determina a contrarre nel caso di provvedimento unico	RISPOSTA GENERALE: **NO**, non è presente un capitolato d’appalto oppure quaderno d’oneri, oppure schema di contratto specificato nella determina. Sebbene sia menzionata la relazione tecnico-illustrativa e il capitolato redatto dal RUP, non è chiaro se sia stato approvato un documento formale che soddisfi i requisiti richiesti per gli appalti di beni e servizi.	NO
15	Per gli appalti di servizi: DUVRI	RISPOSTA GENERALE: NO, Il documento non menziona la redazione del DUVRI né l'attestazione del progettista che giustifichi l'assenza del DUVRI, pertanto non è rispettato il requisito relativo agli oneri di sicurezza da rischio interferenziale.	NO
16	Suddivisione in lotti e norme sull’indebito frazionamento	RISPOSTA GENERALE: NO, Non è presente una motivazione nella determina riguardo alla mancata suddivisione dell'appalto in lotti, come richiesto dall'art. 58 del D.lgs. n. 36/2023. Non sono fornite le ragioni oggettive che giustificherebbero la scelta di non frazionare l'appalto, né si fa riferimento alle condizioni di concorrenza paritarie per le piccole e medie imprese.	NO
17	Validazione (in caso di lavori pubblici)	RISPOSTA GENERALE: NO, non è stata indicata la validazione del progetto posto a base di gara nell'ambito dell'affidamento diretto per la fornitura di arredi. La determina non menziona né gli estremi della validazione né conferma che tale procedura sia stata effettuata, il che è necessario in caso di lavori pubblici.	NO
18	Criteri Ambientali Minimi (CAM)	RISPOSTA GENERALE: NO, non è indicato se i lavori, la fornitura/servizio rientrano o meno nell’ambito di applicazione dei criteri ambientali minimi (CAM) adottati ed in vigore in base al Piano per la sostenibilità ambientale dei consumi del settore della pubblica amministrazione. La determina non contiene alcun riferimento specifico ai CAM né il DM associato.	NO
19	Cauzione	RISPOSTA GENERALE : SI, [Nella determina è indicato che non sarà applicata la garanzia in quanto trattasi di contratto ad esecuzione immediata, come previsto dall’art. 14, comma 5 del regolamento comunale approvato con DC n. 29 del 23/04/2024, il che implica che non è richiesta né una cauzione provvisoria né una cauzione definitiva.]	SI
20	Riferimenti all’obbligo di utilizzo di convenzioni Consip o di soggetti aggregatori	RISPOSTA GENERALE: **NO**, non si è aderito a una convenzione Consip o di altro soggetto aggregatore perché non sono attive convenzioni relative ai beni oggetto dell'appalto da affidare. Nella determina si evidenzia che non sono attualmente in corso convenzioni presso Consip S.p.A. per i beni da acquisire e che all'interno del Centro Acquisti Territoriale non ci sono convenzioni attive relative ai beni oggetto della presente determina.	NO
21	Riferimenti all’obbligo di utilizzo del MEPA o del sistema telematico messo a disposizione dalla centrale regionale di riferimento	RISPOSTA GENERALE : SI, l'obbligo di utilizzo del MEPA è rispettato in quanto la determina menziona esplicitamente il ricorso al Mercato Elettronico della Pubblica Amministrazione (MePA) per l'affidamento diretto ai sensi dell'art. 50, comma 1, lett. b) del D. Lgs. 36/2023, e il valore massimo stimato della procedura è pari a € 4.755,50, che rientra sotto la soglia di rilievo comunitario.	SI
22	Indicazioni in merito all’istruttoria propedeutica al provvedimento	RISPOSTA GENERALE : **NO**, La determina non fornisce indicazioni specifiche riguardo all'istruttoria propedeutica al provvedimento, come le modalità di consultazione o di indagine di mercato effettuate dal RUP per individuare l'operatore economico a cui richiedere un preventivo. Non viene specificato se siano stati interpellati più operatori o le modalità utilizzate per l'individuazione dell'operatore.	NO
23	Denominazione dell’operatore economico affidatario e indicazione relativa all’acquisizione dell’offerta	RISPOSTA GENERALE : SI, [La determina indica chiaramente l'operatore economico affidatario, Quadrica S.r.l. Unipersonale, con P.I.V.A. e sede legale, nonché il fatto che l'affidamento avviene tramite trattativa diretta sul MePA di Consip.]	SI
24	Importo di affidamento	RISPOSTA GENERALE: **SI**, l'importo di affidamento è stato indicato nel quadro economico della determina, specificando l'importo disponibile, l'imponibile e l'IVA. Inoltre, è stato confermato che l'affidatario applica un contratto collettivo nazionale del settore Terziario.	SI
25	Indicazione di requisiti previsti dalle disposizioni vigenti per il ricorso all’affidamento diretto.	RISPOSTA GENERALE: **SI**, l'operatore economico selezionato, Quadrica S.r.l., è in possesso di documentate esperienze pregresse idonee all'esecuzione delle prestazioni contrattuali, come evidenziato nel testo della determina.	SI
26	Motivazione scelta della procedura e del contraente;        Esporre le ragioni della scelta della ditta affidataria;        Esposizione del fatto che legittima il ricorso alla procedura e della valutazione in ordine alla scelta del contraente.	RISPOSTA GENERALE: **NO**, la motivazione della scelta della ditta affidataria non è adeguatamente esposta. La determina menziona l'affidamento diretto a Quadrica S.r.l. Unipersonale, ma non fornisce dettagli sufficienti riguardo al possesso dei requisiti previsti all’art. 50 del D.lgs. n. 36/2023, alla congruità del prezzo in relazione alla qualità della prestazione, né alla rotazione, che è obbligatoria per gli affidamenti diretti. Inoltre, non sono indicate eventuali caratteristiche migliorative offerte dall’affidatario o un’accurata motivazione sul perché l’operatore scelto si rivela l’unico disponibile o più adatto, il che è necessario per giustificare il ricorso a questa procedura.	NO
27	Motivazione scelta della procedura nel caso di ricorso all’art. 76, del Dlgs n.36/2023	RISPOSTA GENERALE : **NO**, La determina non presenta una motivazione specifica del ricorso alla procedura ex art. 76 del Dlgs n. 36/2023, il che rappresenta una grave mancanza. La normativa richiede che venga fornita una motivazione chiara e dettagliata per la scelta di questa procedura, pertanto la determina non passa il controllo in questo punto.	NO
28	Conformità dell’affidamento ai principi ed alle norme in materia di appalti pubblici	RISPOSTA GENERALE: NO, La determina non fa esplicito riferimento al rispetto dei principi contenuti nel libro 1, titolo 1, parte 1 del codice dei contratti. Manca quindi la conferma della conformità dell'affidamento ai principi e alle norme in materia di appalti pubblici, il che rappresenta una grave mancanza.	NO
29	Dare atto della verifica dei requisiti dell’affidatario	RISPOSTA GENERALE: **NO**, non è presente nella determina un esplicito riferimento alla verifica dei requisiti dell’affidatario, come richiesto dagli articoli 95 e ss. e 100 del D.Lgs. 36/2023. Manca una menzione chiara riguardo all’adempimento di tali verifiche, il che rende la situazione grave.	NO
30	Verifica sulla regolarità contributiva, DURC o attestazione della stessa o autocertificazione (limitata ai casi previsti dalla legge).	RISPOSTA GENERALE: NO, La determina non menziona la presenza del Documento di Regolarità Contributiva (DURC) o di attestazione di regolarità contributiva. Non è chiaro se tale documento sia stato richiesto o acquisito, il che rappresenta una violazione delle normative vigenti riguardanti l'affidamento diretto.	NO
31	Riferimenti alla deliberazione di approvazione del bilancio.	RISPOSTA GENERALE: NO, non sono indicati gli estremi di approvazione del bilancio pluriennale vigente nella determina dirigenziale. Sebbene venga menzionata la deliberazione di Consiglio Comunale n. 139 del 18/12/2023 per l'approvazione del Bilancio di Previsione Finanziario 2024/2026, non è specificato in modo chiaro che si tratta del bilancio pluriennale vigente.	NO
32	Riferimenti deliberazione approvazione PEG e al PIAO	RISPOSTA GENERALE: NO, non è stata trovata menzione esplicita della deliberazione di approvazione del PEG (Piano Esecutivo di Gestione) e del PIAO (Piano Integrato di Attività e Organizzazione) nella determina.	NO
33	Impegno di spesa/prenotazione	RISPOSTA GENERALE: SI, l'importo impegnato è pari a € 5.801,71, di cui € 4.755,50 imponibile e € 1.046,21 IVA al 22%. Non ci sono riferimenti a impegni di spesa su più esercizi finanziari, e il bilancio è stato approvato con deliberazione di Consiglio Comunale n. 139 del 18/12/2023.	SI
34	Contributo ANAC	RISPOSTA GENERALE: NO, La determina non prevede l'assunzione dell'impegno di spesa relativo al pagamento del contributo all'ANAC, necessario in caso di affidamenti di importo pari o superiore ad € 40.000,00. Non è stato indicato alcun capitolo del bilancio né l'importo del contributo dovuto.	NO
35	Flussi finanziari	RISPOSTA GENERALE: NO, non è presente alcun riferimento nell’atto riguardo all’obbligo di tracciabilità dei flussi finanziari ai sensi della legge n° 136/2010. L'atto dovrebbe includere una specifica menzione che l'affidatario è soggetto a tale obbligo e le conseguenze in caso di inadempimento.	NO
36	Conformità dei pagamenti con le regole della finanza pubblica vigenti	RISPOSTA GENERALE: **SI**, Il provvedimento attesta che il programma dei pagamenti conseguenti all'assunzione degli impegni di spesa è compatibile con i relativi stanziamenti di cassa e con le regole di finanza pubblica, come evidenziato nel corpo della determina.	SI
37	Indicazione esatta dell’aggiudicatario: nome, cognome, ragione sociale, indirizzo, P.Iva, Cod. Fiscale, sede legale/operativa, altro.	RISPOSTA GENERALE: [SI], [L'aggiudicatario è correttamente indicato con nome, ragione sociale, indirizzo, Partita IVA e Codice Fiscale, come richiesto.]	SI
38	Comunicazione all’aggiudicatario dell’impegno di spesa, la copertura finanziaria, CIG	RISPOSTA GENERALE: **NO**, la determina non contiene informazioni sufficienti relative all'impegno di spesa, alla copertura finanziaria e al CIG da comunicare all'aggiudicatario. Non è stata specificata la presentazione della fattura completa con i dettagli richiesti secondo l'art. 191 del D.Lgs. n. 267/2000.	NO
39	Indicazione specifica della tipologia del contratto	RISPOSTA GENERALE : SI, [Nella determina è specificato che l'oggetto del contratto è la fornitura di arredi per uffici, conforme alla tipologia del contratto richiesta.]	SI
40	Obblighi di pubblicità e trasparenza	RISPOSTA GENERALE: **SI**, la determina menziona che i dati relativi alla presente procedura saranno comunicati tempestivamente alla BDNCP tramite la piattaforma di approvvigionamento digitale, in conformità con quanto previsto dall'art. 28 del D.Lgs. 36/2023 e dalle delibere ANAC citate.	SI
41	Attestazione circa il rispetto delle prescrizioni del   PTPCT dell’Ente	RISPOSTA GENERALE : SI, Il testo della determina menziona esplicitamente che è stato attestato il rispetto delle prescrizioni contenute nel PTPCT dell’Ente, specificando che sono state seguite le misure relative all'area contratti (B).	SI
42	Pubblicazione atti all’Albo Pretorio Online.	RISPOSTA GENERALE : **SI**, La determina prevede la pubblicazione della stessa secondo i tempi e le modalità di cui all’art. 12 del regolamento comunale per l’attuazione dei controlli di regolarità amministrativa, il che implica la pubblicazione all’Albo Pretorio Online.	SI
43	Indicazione termini e autorità a cui ricorrere	RISPOSTA GENERALE : [SI], [La determina indica che avverso il provvedimento è ammesso ricorso giurisdizionale innanzi al TAR Sardegna, conforme alle disposizioni di cui all’art. 120 del D.lgs. 104/2010, pertanto rispetta l'obbligo di indicare i termini e l'autorità a cui ricorrere.]	SI
44	Sottoscrizione del Dirigente firmatario dell’atto e, dove previsto, del RP o RUP.	RISPOSTA GENERALE: **SI**, la determina è firmata digitalmente dal Dirigente, Giulia Lucia F Spano, e non è richiesta la firma del Responsabile del Procedimento (RUP) in quanto il Dirigente stesso funge anche da RUP in questa procedura.	SI
45	Presenza del visto di regolarità contabile	RISPOSTA GENERALE : **SI**, la determina prevede esplicitamente la trasmissione al servizio finanziario per l’acquisizione del visto di regolarità contabile, conforme all'art. 153 del D.lgs. 267/2000.	SI
