	Punto	Response	Simple
0	Intestazione: Settore, Servizio e Autorità che emana il provvedimento e tipo di provvedimento.	"RISPOSTA GENERALE: **NO**, la determina menziona solo il ""Settore Pianificazione e Gestione del Territorio"" senza specificare il servizio di appartenenza presente nella macrostruttura vigente."	NO
1	Oggetto della determinazione	RISPOSTA GENERALE: **NO**, l'oggetto della determinazione non riporta correttamente il codice (15271) e la norma attributiva del potere (art. 50 comma 1) con l'indicazione della lettera correlata. Il provvedimento menziona l'articolo ma non è completo come richiesto.	NO
2	Indicazione del CIG e /o del CUP del CUI,del CPV	RISPOSTA GENERALE : SI, Il CIG è correttamente indicato come A03E279B00, ed è presente nella determina. Non è stato menzionato esplicitamente né il CUP né il CUI, ma il CUP è presente come F91B21000550001. Non ci sono riferimenti ai codici CPV, quindi non si può confermare la loro presenza, pertanto la determinazione rispetta parzialmente il requisito per i CPV.	SI
3	"Centro di Costo: si indica il centro di costo al quale imputare la spesa.

**GRAVITA' [1/3](lieve) se non presenti**"	RISPOSTA GENERALE: NO, La determina non specifica esplicitamente il centro di costo al quale imputare la spesa.	NO
4	Estremi decreto sindacale di nomina del dirigente.	RISPOSTA GENERALE : [SI], [Nella determina è citato il Decreto del Sindaco n. 31 del 26/07/2024 che conferisce l'incarico di Dirigente del Settore Pianificazione e Gestione del Territorio all’Ing. Davide Molinari, pertanto la norma è rispettata.]	SI
5	Estremi della delega alla firma dell’atto, se persona diversa dal Dirigente.	RISPOSTA GENERALE: NO, non sono presenti gli estremi della delega alla firma dell’atto, in quanto il dirigente Davide Molinari è esplicitamente indicato come autore della determinazione senza riferimenti a deleghe da parte di un'altra figura.	NO
6	Estremi atto di nomina del Responsabile del Progetto	RISPOSTA GENERALE : **NO**, non è presente l'estremo dell'atto di nomina del Responsabile del Progetto. La determina fa riferimento a un RUP nominato ma non specifica l'atto di nomina di quest'ultimo né i dettagli relativi alla sua nomina secondo il nuovo codice o le modalità organizzative previste.	NO
7	Conflitto d'interessi 	RISPOSTA GENERALE : SI, [Nella determina viene esplicitamente dichiarato che non sussistono situazioni di conflitto di interessi ai sensi dell'art. 16 del D.lgs. 36/2023, sia per il firmatario dell'atto che per il RUP e gli altri partecipanti al procedimento.]	SI
8	"**Normativa specifica**:
Codice dei contratti pubblici (D.Lgs. n. 36.2023.);
L.R. n. 8/2018 e ss.mm.ii. (per quanto applicabile);
Art. 1, D.L. 6 luglio 2012 n. 95 convertito dalla legge 7 agosto 2012, n. 135 (adesione convenzione Consip e utilizzo Mepa);
Art. 1, comma 450, della legge 27 Dicembre 2006, n. 296 e ss.mm.ii. (per quanto applicabile);
Art. 26, della legge n. 488/1999 e ss.mm.ii.;
DPCM 24 dicembre 2015."	RISPOSTA GENERALE : **SI**, La determina fa riferimento alla normativa specifica pertinente, citando espressamente il D.Lgs. 36/2023, che regola i contratti pubblici, oltre ad altre disposizioni legate al PNRR e alla gestione degli appalti, come richiesto. Tuttavia, sarebbe opportuno che la determina specificasse ciascun articolo e comma dei riferimenti normativi applicabili, per garantire maggiore chiarezza e compliance con le disposizioni legali in materia.	SI
9	"Normativa generale:
TUEL;
Legge n. 241/90;
DPR n. 62/2013 Codice comportamento dipendenti pubblici;
L. n. 190/2012;
D.Lgs. n. 33/2013
Legge n.136/2010"	RISPOSTA GENERALE: **SI**, i riferimenti normativi riportati nel provvedimento sono conformi e pertinenti. Sono citati il TUEL (D.Lgs. n. 267/2000), la Legge n. 241/1990 sul procedimento amministrativo, il DPR n. 62/2013 relativo al Codice di comportamento dei dipendenti pubblici, la Legge n. 190/2012 per la prevenzione della corruzione, e il D.Lgs. n. 33/2013 riguardante la trasparenza. Inoltre, è menzionata la Legge n. 136/2010. Tutti questi riferimenti forniscono un fondamento normativo solido per il provvedimento in oggetto.	SI
10	"**Norme di principio** :
Art. 4 del Dlgs n.36/2023. (Criterio interpretativo e applicativo)"	RISPOSTA GENERALE: **NO**, nella determina non viene esplicitamente menzionata l'applicazione dei principi di cui agli articoli 1, 2 e 3 del D.lgs n. 36/2023, né il criterio interpretativo di cui all'art. 4, relativo alla discrezionalità amministrativa nelle procedure di affidamento. La mancanza di riferimento ai principi di risultato e alla loro applicazione nell’individuazione delle modalità di gestione dell’appalto evidenzia una carenza di omogeneità rispetto alle disposizioni normative richieste.	NO
11	"Regolamenti dell’ente quali:
- Statuto Comunale;
- Regolamento di contabilità;
- Regolamento dei contratti "	RISPOSTA GENERALE : SI, I riferimenti ai regolamenti dell'ente sono presenti, in particolare lo Statuto Comunale è citato, così come il Regolamento comunale di contabilità. Tuttavia, non vi è un esplicito riferimento al Regolamento dei contratti.	SI
12	Termini per la conclusione della procedura	RISPOSTA GENERALE: NO, non sono indicati i termini per la conclusione della procedura come previsto dall’art. 17, comma 3. Sebbene nella determina siano menzionate le date di presentazione delle offerte e di apertura, non viene specificato un termine per il completamento dell'intera procedura, né è riportata un’eventuale motivazione del RUP per un termine superiore.	NO
13	Fine che con il contratto si intende perseguire	"RISPOSTA GENERALE: **SI**, [Nella determina è chiaramente indicato l'oggetto del contratto, che riguarda la ""Realizzazione di un'area parco e interventi di forestazione urbana presso un'area prossima alla scuola Santa Maria"", definendo quindi il fine che si intende perseguire attraverso l'aggiudicazione dei lavori.]"	SI
