	Punto	Response	Simple
0	Intestazione: Settore, Servizio e Autorità che emana il provvedimento e tipo di provvedimento.	RISPOSTA GENERALE : NO, La determina indica solo il Settore Ambiente e Lavori Pubblici, ma non specifica il servizio di appartenenza presente nella macrostruttura vigente.	NO
1	Oggetto della determinazione	RISPOSTA GENERALE : NO, [L'oggetto della determinazione riporta il codice 15271 anziché il codice corretto 15275. Inoltre, non è menzionata esplicitamente la norma attributiva del potere ex art. 50, comma 1, lett. a/b del D.Lgs. n. 36/2023].	NO
2	Indicazione del CIG, del CPV e del CUP (l’indicazione del CUI:  non è richiesta per gli affidamenti diretti ai sensi dell’art. 50 del Dlgs n.36/2023, in quanto consentiti per importi per i quali non è dovuto l’inserimento nei programmi triennali. È richiesta per affidamenti diretti ai sensi dell’art.76 del Dlgs n.36/2023. In caso di consegne complementari ex art.76, comma 4, let. B, o di ripetizione di lavori o servizi analoghi ex art. 76, comma 6, dovrà essere indicato il CUI dell’appalto principale del quale l’affidamento diretto risulta complementare o analogo)	RISPOSTA GENERALE: **NO**, la determina non contiene l'indicazione del CPV necessario ai sensi dell'art. 17, comma 2, del D.Lgs. n. 36/2023. Sebbene siano presenti il CIG e il CUP, l'assenza del codice CPV richiede un intervento di adeguamento, dato che è un elemento identificativo fondamentale per il corretto inquadramento dell'affidamento.	NO
3	Centro di Costo: si indica il centro di costo al quale imputare la spesa.	RISPOSTA GENERALE: [SI], [Il centro di costo è indicato nel documento con il riferimento al capitolo di spesa 78295 del bilancio corrente denominato “Opere di mitigazione del rischio idrogeologico – Convenzione OIS”.]	SI
4	Estremi decreto sindacale di nomina del Dirigente.	RISPOSTA GENERALE : NO, [Il testo della determina non riporta gli estremi del decreto sindacale di nomina del Dirigente, né informazioni relative alla sua funzione di RUP o alla responsabilità nella fase di affidamento. Manca l'esplicitazione di tali aspetti e la chiarezza sui modelli organizzativi applicati.]	NO
5	Conflitto d’interessi	RISPOSTA GENERALE : SI, [Nella determina viene espressamente indicato che non sussistono conflitti di interesse in capo al firmatario del presente atto, al RUP, agli altri partecipanti al procedimento e in relazione ai destinatari finali dello stesso, in conformità all'art. 16 del D.Lgs. n. 36/2023.]	SI
6	Estremi della delega alla firma dell’atto, se persona diversa dal Dirigente.	RISPOSTA GENERALE: NO, [La determina non riporta gli estremi della delega alla firma dell’atto, nel caso in cui la firma sia apposta da una persona diversa dal Dirigente.]	NO
7	Estremi atto di nomina del Responsabile unico del Progetto, se nominato.	RISPOSTA GENERALE : NO, [nella determina non sono presenti gli estremi dell'atto di nomina del Responsabile Unico del Progetto (RUP), se nominato].	NO
8	Normativa specifica:  Codice dei contratti pubblici (D.Lgs. n. 36.2023.) ;  L. R. n. 8/2018;  Art. 26 legge n.488/1999  Art. 1, D.L. 6 luglio 2012 n. 95 convertito dalla legge 7 agosto 2012 n. 135 (adesione convenzione Consip e MEPA);  Art. 1, comma 450, della legge 27 Dicembre 2006, n. 296 e ss.mm.ii. (per quanto applicabile);  Art. 26, della legge n. 488/1999 e ss.mm.ii.; DPCM 24 dicembre 2015 ;	"RISPOSTA GENERALE: **NO**, la determina non fa riferimento specifico alla normativa elencata nel punto 9 della sezione ""Riferimenti normativi"". Sebbene vengano menzionati il D.Lgs. n. 36/2023 e altre leggi correlate, non sono citati in modo puntuale gli articoli e i commi specifici richiesti secondo le istruzioni fornite."	NO
9	Normativa generale:  TUEL;  Legge n. 241/90;  DPR n. 62/2013 Codice comportamento dipendenti pubblici;  L. n. 190/2012;  D.Lgs. n. 33/2013.  Legge n° 136/2010	RISPOSTA GENERALE : SI, Gli elementi normativi menzionati (TUEL, Legge n. 241/90, DPR n. 62/2013, Codice comportamento dipendenti pubblici, L. n. 190/2012, D.Lgs. n. 33/2013, Legge n° 136/2010) sono stati correttamente indicati come presupposti normativi generali di supporto alla comprensione del provvedimento.	SI
10	Norme di principio   Art. 4 del Dlgs n.36/2023. (Criterio interpretativo e applicativo)	RISPOSTA GENERALE : SI, [La determina fa riferimento al D.Lgs. n. 36/2023 e ne cita esplicitamente alcuni articoli, evidenziando l'applicazione dei principi di qualità, tempestività ed economicità nel procedimento, quindi si può affermare che i principi codicistici sono stati considerati.]	SI
11	Regolamenti dell’ente quali:  - Statuto Comunale;  - Regolamento di contabilità;  - Regolamento dei contratti	RISPOSTA GENERALE: NO, La determina non fa riferimento esplicito allo Statuto Comunale, al Regolamento di contabilità o al Regolamento dei contratti. È importante menzionare i regolamenti interni per garantire la completezza del rispetto delle norme locali.	NO
12	Indicazione dei riferimenti della determina a contrarre “semplificata” adottata	"RISPOSTA GENERALE: NO, la determina non contiene una ""determinazione a contrarre"" semplificata con riferimenti espliciti, pertanto non è presente un atto equivalente che rispetti i requisiti richiesti per l'affidamento diretto."	NO
13	Indicazione dei riferimenti della determina a contrarre “non semplificata” adottata	"RISPOSTA GENERALE: NO, La determina non fa riferimento esplicito all'avvenuta adozione di una determina a contrarre ""non semplificata,"" né indicano numero e data di tale provvedimento, che risulta necessario per identificare l'acquisto dei lavori."	NO
14	Elementi da approvare con la determina a contrarre nel caso di provvedimento unico	RISPOSTA GENERALE: NO, La determina non fornisce una chiara indicazione dell'interesse pubblico che si intende soddisfare. Inoltre, non sono indicati specificamente le caratteristiche delle opere, beni o servizi da acquistare. La mancata inclusione di queste informazioni richiede un riscontro in merito alla regolarità delle procedure di affidamento.	NO
15	Per gli appalti di servizi: DUVRI	RISPOSTA GENERALE : NO, Il testo della determina non menziona un DUVRI redatto o una attestazione del progettista che certifichi l'assenza della necessità di redigerlo in conformità all'art. 26 del d.lgs. n. 81/2008. Pertanto, non risulta chiara la gestione degli oneri per la sicurezza da rischio interferenziale.	NO
16	Suddivisione in lotti e norme sull’indebito frazionamento	RISPOSTA GENERALE : NO, La determina non riporta una motivazione adeguata riguardo alla mancata suddivisione dell'appalto in lotti, come richiesto dall'art. 58 del Dlgs n. 36/2023. Non è specificato perché l'appalto non sia frazionato e non sono fornite ragioni oggettive che giustificherebbero questa scelta, né elementi che evidenzino il rispetto dei principi di concorrenza per le piccole e medie imprese.	NO
17	Validazione (in caso di lavori pubblici)	RISPOSTA GENERALE: NO, non è indicato nella determina l’avvenuta validazione del progetto posto a base di gara, il che non rispetta la necessità di specificare tale informazione per l'affidamento dei lavori pubblici.	NO
18	Criteri Ambientali Minimi (CAM)	RISPOSTA GENERALE : NO, non è specificato se i lavori rientrano o meno nell'ambito di applicazione dei criteri ambientali minimi (CAM) in base alla L. 221/2015 e all'art. 57 comma 2 del Dlgs n. 36/2023. La determina non menziona i CAM né indica se l'affidamento è conforme alle normative riguardanti la sostenibilità ambientale.	NO
19	Cauzione	RISPOSTA GENERALE: NO, non è stata menzionata la cauzione definitiva nella determina. Non è stato specificato se in relazione alla scarsa rilevanza economica dell'affidamento o alle modalità di adempimento delle prestazioni non si richiede la cauzione definitiva, come previsto dall'art. 117 del D.lgs. n. 36/2023.	NO
20	Riferimenti all’obbligo di utilizzo di convenzioni Consip o di soggetti aggregatori	"RISPOSTA GENERALE: NO, non si è aderito a convenzioni Consip o di altro soggetto aggregatore.

Spiegazione: Dalla lettura della determina non si evince alcun riferimento all'adesione a convenzioni Consip o di altri soggetti aggregatori per l'affidamento dei lavori relativi alle indagini ambientali integrative. Non è specificato se tali convenzioni siano attive o se i servizi/prodotti richiesti non vi rientrino, pertanto non risulta che l'amministrazione abbia utilizzato tali strumenti per il presente affidamento."	NO
21	Riferimenti all’obbligo di utilizzo del MEPA o del sistema telematico messo a disposizione dalla centrale regionale di riferimento	RISPOSTA GENERALE: **NO**, non è presente un riferimento all'obbligo di utilizzo del MEPA o del sistema telematico messo a disposizione dalla centrale regionale di riferimento. La determina non specifica che l'affidamento è inferiore a € 5.000,00 e pertanto non menziona l'esonero dall'utilizzo del mercato elettronico.	NO
22	Indicazioni in merito all’istruttoria propedeutica al provvedimento	RISPOSTA GENERALE: **SI**, [Nella determina si fa riferimento alle modalità di scelta del contraente prendendo in considerazione il possesso di documentate esperienze pregresse idonee all’esecuzione delle prestazioni contrattuali. Inoltre, viene specificato che l’affidamento di lavori di importo sotto soglia è avvenuto attraverso un approccio diretto che ha tenuto conto del mercato disponibile e delle competenze specifiche degli operatori economici coinvolti.]	SI
23	Denominazione dell’operatore economico affidatario e indicazione relativa all’acquisizione dell’offerta	RISPOSTA GENERALE : SI, la determina fornisce la denominazione dell'operatore economico affidatario, Geoambiente Italia di Doneddu Alessio Arturo & c S.a.S., e specifica che l'offerta è stata pervenuta tramite la Centrale di Committenza Regionale “Sardegna Cat”, in data 09/12/2024.	SI
24	Importo di affidamento	RISPOSTA GENERALE : NO, non è presente un esplicito riferimento alla congruità del costo della manodopera indicato in sede di presentazione del preventivo dall’affidatario, né all'adeguatezza del contratto collettivo applicato in relazione alle tutele a favore dei lavoratori impiegati nell’appalto. Questi elementi sono fondamentali per garantire la compliance normativa in materia di affidamento diretto.	NO
25	Indicazione di requisiti previsti dalle disposizioni vigenti per il ricorso all’affidamento diretto.	RISPOSTA GENERALE: **NO**, la determina non specifica in modo chiaro che l’operatore economico selezionato è in possesso di documentate esperienze pregresse idonee all’esecuzione delle prestazioni contrattuali come previsto dalle disposizioni vigenti per il ricorso all’affidamento diretto. Non è presente una dichiarazione dettagliata né sono indicate le modalità attraverso cui tale verifica è stata effettuata.	NO
26	Motivazione scelta della procedura e del contraente;        Esporre le ragioni della scelta della ditta affidataria;        Esposizione del fatto che legittima il ricorso alla procedura e della valutazione in ordine alla scelta del contraente.	RISPOSTA GENERALE : NO, La determina non giustifica adeguatamente la scelta dell'affidatario. Sebbene la ditta Geoambiente Italia sia stata selezionata, mancano dettagli specifici riguardo al possesso dei requisiti previsti all’art. 50 del D.Lgs. n. 36/2023, alla congruità del prezzo in rapporto alla qualità della prestazione e alla necessità di rispettare il principio di rotazione. Non sono fornite informazioni sufficienti per dimostrare che la scelta dell'affidatario risponda pienamente all'interesse pubblico e per giustificare l'affidamento diretto senza una procedura di gara aperta.	NO
27	Motivazione scelta della procedura nel caso di ricorso all’art. 76, del Dlgs n.36/2023	RISPOSTA GENERALE: **NO**, non è presente una motivazione specifica del ricorso alla procedura ex art. 76, del D.Lgs. n. 36/2023, il che rende la scelta dell'affidamento diretto non conforme. L'articolo richiede che vengano esplicitate le giustificazioni per tale procedura, e l'assenza di queste motivazioni è grave.	NO
28	Conformità dell’affidamento ai principi ed alle norme in materia di appalti pubblici	RISPOSTA GENERALE: **SI**, l'affidamento è conforme ai principi e alle norme in materia di appalti pubblici, come evidenziato dalla determinate riferimenti normativi citati nel testo (es. art. 50, comma 1, lett. a) del D.Lgs. n. 36/2023) che regolano l'affidamento diretto per contratti al di sotto delle soglie comunitarie, garantendo i requisiti di trasparenza, concorrenza e legalità.	SI
29	Dare atto della verifica dei requisiti dell’affidatario	RISPOSTA GENERALE: **SI**, la determina dà atto della presenza delle verifiche sui requisiti dell'affidatario in conformità agli articoli 95, 100 e 52 del D.Lgs. 36/2023. È indicato che la ditta Geoambiente Italia ha presentato la dichiarazione sostitutiva di atto di notorietà riguardo al possesso dei requisiti richiesti, e si procederà a riscontrare tali dichiarazioni secondo le modalità stabilite.	SI
30	Verifica sulla regolarità contributiva, DURC o attestazione della stessa o autocertificazione (limitata ai casi previsti dalla legge).	RISPOSTA GENERALE : NO, La determina non fa riferimento alla presentazione del Documento di Regolarità Contributiva (DURC) o attestazione di regolarità contributiva, né menziona l'autocertificazione, che è obbligatoria per la validità dell'affidamento diretto.	NO
31	Riferimenti alla deliberazione di approvazione del bilancio.	RISPOSTA GENERALE : NO, La determina fa riferimento alla Deliberazione del Consiglio Comunale n. 139 del 18/12/2023 con la quale è stato approvato il Bilancio di Previsione Finanziario 2024/2026, ma non include il riferimento specifico alla deliberazione di approvazione del bilancio pluriennale vigente, come richiesto.	NO
32	Riferimenti deliberazione approvazione PEG e al PIAO	RISPOSTA GENERALE : **SI**, la determina fa riferimento alla Deliberazione del Consiglio Comunale n. 139 del 18/12/2023, che approva il Bilancio di Previsione Finanziario 2024/2026, e alla Deliberazione di Giunta Comunale n. 515 del 18.12.2023, che approva il Piano Esecutivo di Gestione 2024/2026.	SI
33	Impegno di spesa/prenotazione	RISPOSTA GENERALE : SI, L'importo impegnato è di € 30.137,59. Di questo, sono compresi € 564,83 per oneri della sicurezza non soggetti a ribasso e IVA di legge che non è stata specificata esplicitamente. Tuttavia, l'importo complessivo menzionato include l'IVA, che secondo il testo risulta di un’aliquota generale del 22%. Pertanto, il rispetto dell’art. 163 del TUEL in caso di esercizio provvisorio non si applica, poiché il bilancio è stato approvato. Non ci sono impegni di spesa pluriennali menzionati.	SI
34	Contributo ANAC	RISPOSTA GENERALE: NO, [La determina non menziona l'assunzione dell'impegno di spesa relativo al pagamento del contributo all'ANAC in relazione all'affidamento, che, come indicato, non è necessario poiché l'importo dell'affidamento è inferiore a € 40.000,00.]	NO
35	Flussi finanziari	RISPOSTA GENERALE: NO, l'affidatario non è menzionato come soggetto all'obbligo di tracciabilità dei flussi finanziari ai sensi della legge n° 136/2010 nella determina, pertanto occorre includere un'apposita istruzione al riguardo.	NO
36	Conformità dei pagamenti con le regole della finanza pubblica vigenti	RISPOSTA GENERALE: **NO**, non è presente un esplicito riferimento nel provvedimento che attesti la compatibilità del programma della spesa con le vigenti regole della finanza pubblica.	NO
37	Indicazione esatta dell’aggiudicatario: nome, cognome, ragione sociale, indirizzo, P.Iva, Cod. Fiscale, sede legale/operativa, altro.	RISPOSTA GENERALE : [SI], [Nella determina è indicato esattamente l'aggiudicatario: Geoambiente Italia di Doneddu Alessio Arturo & c S.a.S., con sede legale a Nuoro, Via Murichessa 138, P.I. 01253850919, quindi tutti i dati richiesti sono presenti.]	SI
38	Comunicazione all’aggiudicatario dell’impegno di spesa, la copertura finanziaria, CIG	RISPOSTA GENERALE: **SI**, la determina comunica all’aggiudicatario l’impegno di spesa, la copertura finanziaria e il CIG in conformità con le disposizioni normative.	SI
39	Indicazione specifica della tipologia del contratto	"RISPOSTA GENERALE : **SI**, l'indicazione specifica della tipologia del contratto è presente nella determina, dove si menziona l'affidamento dei ""Lavori relativi alle indagini ambientali integrative nell'ambito delle ‘Opere di mitigazione del rischio idraulico nel territorio comunale di Olbia’""."	SI
40	Obblighi di pubblicità e trasparenza	RISPOSTA GENERALE: **SI**, Le informazioni e i dati relativi alla programmazione e alle procedure del ciclo di vita dei contratti pubblici sono stati trasmessi alla Banca dati nazionale dei contratti pubblici e rispettano gli obblighi di trasparenza previsti dal D.Lgs. n. 33/2013 e dal Codice dei contratti.	SI
41	Attestazione circa il rispetto delle prescrizioni del   PTPCT dell’Ente	RISPOSTA GENERALE : NO, Non è presente un esplicito richiamo al rispetto delle prescrizioni del PTPCT (Piano Triennale per la Prevenzione della Corruzione e della Trasparenza) nell'atto. Inoltre, non sono menzionati riferimenti al patto d’integrità e alle misure generali previste dal Piano, che includono obblighi specifici per l'affidatario, né la conformità agli articoli 6, 7 e 14 del DPR n. 62/2013.	NO
42	Pubblicazione atti all’Albo Pretorio Online.	RISPOSTA GENERALE : NO, [La determina NON fa esplicito riferimento alla pubblicazione all'Albo Pretorio Online, contravvenendo alle disposizioni del regolamento comunale sul controllo amministrativo e al regolamento degli uffici e dei servizi.]	NO
43	Indicazione termini e autorità a cui ricorrere	RISPOSTA GENERALE : SI, [La determina indica correttamente che avverso il provvedimento può essere proposto ricorso nei modi e termini stabiliti dalla legge, dinanzi alla sezione del Tribunale Amministrativo Regionale di Cagliari, come previsto dall’art. 3 della Legge n. 241/1990 sul procedimento amministrativo.]	SI
44	Sottoscrizione del Dirigente firmatario dell’atto e, dove previsto, del RP o RUP.	RISPOSTA GENERALE : NO, Non risulta evidenziata una sottoscrizione del Dirigente firmatario dell’atto e non ci sono indicazioni sulla firma del RUP o RP, il che compromette la validità formale del provvedimento.	NO
45	Presenza del visto di regolarità contabile	RISPOSTA GENERALE: NO, la determina non riporta la presenza del visto di regolarità contabile. Anche se è specificato che il provvedimento sarà trasmesso al servizio finanziario per il visto, non è indicato se tale visto è già stato ottenuto.	NO
