	Punto	Response	Simple
0	Intestazione: Settore, Servizio e Autorità che emana il provvedimento e tipo di provvedimento.	"RISPOSTA GENERALE: NO, [Nella determina non è indicato il servizio di appartenenza presente nella macrostruttura vigente, è citato solo il settore ""Servizi alla Persona"".]"	NO
1	Oggetto della determinazione	RISPOSTA GENERALE : NO, La determina fa riferimento al codice 15271, mentre il codice corretto dovrebbe essere 15275. Inoltre, non è specificata in modo chiaro la norma attributiva del potere ex art. 50, comma 1, lett. a/b del Dlgs n. 36/2023 in modo sufficientemente dettagliato.	NO
2	Indicazione del CIG, del CPV e del CUP (l’indicazione del CUI:  non è richiesta per gli affidamenti diretti ai sensi dell’art. 50 del Dlgs n.36/2023, in quanto consentiti per importi per i quali non è dovuto l’inserimento nei programmi triennali. È richiesta per affidamenti diretti ai sensi dell’art.76 del Dlgs n.36/2023. In caso di consegne complementari ex art.76, comma 4, let. B, o di ripetizione di lavori o servizi analoghi ex art. 76, comma 6, dovrà essere indicato il CUI dell’appalto principale del quale l’affidamento diretto risulta complementare o analogo)	RISPOSTA GENERALE : NO, [Nella determina non è presente l'indicazione del CIG, del CPV e del CUP come richiesto dall'art. 17, comma 2, del D.Lgs. n. 36/2023. Solo il CPV è menzionato (39121100-7), ma manca il CIG e il CUP].	NO
3	Centro di Costo: si indica il centro di costo al quale imputare la spesa.	RISPOSTA GENERALE: NO, La determina non indica esplicitamente il centro di costo al quale imputare la spesa.	NO
4	Estremi decreto sindacale di nomina del Dirigente.	RISPOSTA GENERALE : **SI**, il Decreto del Sindaco n. 5 del 31/01/2024, riportato nella determina, conferisce l'incarico di Dirigente del Settore Servizi alla Persona alla Dott.ssa Giulia Spano, che è identificata come RUP della procedura. La determina non specifica ulteriormente se la Dott.ssa Spano sia anche responsabile della fase di affidamento o se ci sia un altro responsabile di procedimento, quindi non è necessaria un'affermazione esplicita al riguardo nel contesto attuale.	SI
5	Conflitto d’interessi	RISPOSTA GENERALE: **SI**, il dirigente ha dichiarato esplicitamente che nei suoi confronti non sussistono situazioni di conflitto di interessi ai sensi dell'art. 16 del D.lgs. 36/2023.	SI
6	Estremi della delega alla firma dell’atto, se persona diversa dal Dirigente.	RISPOSTA GENERALE: NO, non sono presenti gli estremi della delega alla firma dell’atto, poiché il documento è firmato direttamente dal Dirigente, la Dott.ssa Giulia Spano, senza indicazioni di una delega da parte di un soggetto diverso.	NO
7	Estremi atto di nomina del Responsabile unico del Progetto, se nominato.	RISPOSTA GENERALE: **SI**, Il Responsabile unico del Progetto (RUP) è nominato e il provvedimento di nomina è citato nella determina (Decreto del Sindaco n. 5 del 31/01/2024).	SI
8	Normativa specifica:  Codice dei contratti pubblici (D.Lgs. n. 36.2023.) ;  L. R. n. 8/2018;  Art. 26 legge n.488/1999  Art. 1, D.L. 6 luglio 2012 n. 95 convertito dalla legge 7 agosto 2012 n. 135 (adesione convenzione Consip e MEPA);  Art. 1, comma 450, della legge 27 Dicembre 2006, n. 296 e ss.mm.ii. (per quanto applicabile);  Art. 26, della legge n. 488/1999 e ss.mm.ii.; DPCM 24 dicembre 2015 ;	RISPOSTA GENERALE : SI, La determina fa riferimento esplicito al D.Lgs. n. 36/2023, in particolare per quanto concerne l'affidamento diretto tramite il MEPA di Consip ai sensi dell'art. 50, comma 1, lett. b). Sono altresì citati altri riferimenti normativi come la L.R. n. 8/2018, l'art. 26 della legge n. 488/1999 e l'art. 1, comma 450, della legge 27 dicembre 2006, n. 296, dimostrando che sono stati considerati i vincoli e le procedure derivanti dalla normativa nel contesto della determinazione.	SI
9	Normativa generale:  TUEL;  Legge n. 241/90;  DPR n. 62/2013 Codice comportamento dipendenti pubblici;  L. n. 190/2012;  D.Lgs. n. 33/2013.  Legge n° 136/2010	RISPOSTA GENERALE: SI, [Nella determina sono correttamente citate le norme generali come il TUEL (D.lgs. n. 267/2000), la Legge n. 241/90, il DPR n. 62/2013, la L. n. 190/2012, il D.Lgs. n. 33/2013 e la Legge n. 136/2010, che forniscono un quadro normativo essenziale per la comprensione del provvedimento.]	SI
10	Norme di principio   Art. 4 del Dlgs n.36/2023. (Criterio interpretativo e applicativo)	RISPOSTA GENERALE: **NO**, la determina non esplicita in che modo i principi di cui agli articoli 1, 2 e 3 del Dlgs n.36/2023 sono stati contemperati con l'obiettivo prioritario del risultato in termini di qualità, tempestività ed economicità. Un'adeguata motivazione in merito a tale contemperamento è fondamentale per l'esercizio della discrezionalità amministrativa e tecnica nel contesto degli affidamenti diretti.	NO
11	Regolamenti dell’ente quali:  - Statuto Comunale;  - Regolamento di contabilità;  - Regolamento dei contratti	"RISPOSTA GENERALE: **SI**, il testo della determina fa riferimento al ""Regolamento Comunale di Contabilità"" ed è conforme ai regolamenti dell'ente. Tuttavia, non ci sono menzioni esplicite riguardo allo Statuto Comunale né al Regolamento dei Contratti, ma l'onere di verifica della regolarità amministrativa viene considerato rispettato per la presenza della normativa sulla contabilità."	SI
12	Indicazione dei riferimenti della determina a contrarre “semplificata” adottata	RISPOSTA GENERALE: **NO**, non è presente l'indicazione dei riferimenti della determina a contrarre “semplificata” adottata. La determina non riporta esplicitamente un riassunto semplificato con oggetto, importo, fornitore e le ragioni della scelta, nella forma richiesta.	NO
