	Punto	Response	Simple
0	Intestazione: Settore, Servizio e Autorità che emana il provvedimento e tipo di provvedimento.	RISPOSTA GENERALE : NO, La determina indica solo il Settore SUAPE, Manutenzioni e Viabilità, senza specificare il servizio di appartenenza presente nella macrostruttura vigente.	NO
1	Oggetto della determinazione	"RISPOSTA GENERALE: SI, Il provvedimento tratta dell'affidamento diretto per l'incarico professionale finalizzato al collaudo statico e tecnico-amministrativo per il ""Completamento Palazzo di Giustizia"" ai sensi dell'art. 50, comma 1, lett. b) del D.Lgs. n. 36/2023. Il codice corretto 15275 è menzionato nell'oggetto della determinazione."	SI
2	Indicazione del CIG, del CPV e del CUP (l’indicazione del CUI:  non è richiesta per gli affidamenti diretti ai sensi dell’art. 50 del Dlgs n.36/2023, in quanto consentiti per importi per i quali non è dovuto l’inserimento nei programmi triennali. È richiesta per affidamenti diretti ai sensi dell’art.76 del Dlgs n.36/2023. In caso di consegne complementari ex art.76, comma 4, let. B, o di ripetizione di lavori o servizi analoghi ex art. 76, comma 6, dovrà essere indicato il CUI dell’appalto principale del quale l’affidamento diretto risulta complementare o analogo)	RISPOSTA GENERALE: **NO**, nella determina non è presente l'indicazione del codice CPV, che è obbligatoria ai sensi dell'art. 17, comma 2, del D.Lgs. n. 36/2023. Sebbene il CIG e il CUP siano stati forniti, il CPV non è menzionato, il che costituisce una mancanza normativa.	NO
3	Centro di Costo: si indica il centro di costo al quale imputare la spesa.	"RISPOSTA GENERALE : SI, [Il centro di costo è specificato nella determina come ""1110002 ex pretura"" con la descrizione ""Compl. Palazzo di Giustizia"".]"	SI
4	Estremi decreto sindacale di nomina del Dirigente.	RISPOSTA GENERALE: **NO**, Il decreto sindacale di nomina del Dirigente non è stato menzionato in modo specifico nel testo della determina. Sebbene venga citato un decreto sindacale con numero 27 del 26/07/2024, non vengono forniti gli estremi dettagliati o le informazioni necessarie per confermare un completo rispetto delle istruzioni in merito al soggetto che adotta l'atto.	NO
5	Conflitto d’interessi	RISPOSTA GENERALE: SI, [Nella determina è esplicitato che il Responsabile Unico del Procedimento (RUP) non si trova in conflitto di interessi, ai sensi dell’art. 16 del D.Lgs. 36/2023, e ciò indica il rispetto delle disposizioni in materia.]	SI
6	Estremi della delega alla firma dell’atto, se persona diversa dal Dirigente.	RISPOSTA GENERALE: NO, non sono presenti gli estremi della delega alla firma dell'atto, poiché non viene specificato se il Dirigente ha delegato qualcun altro a firmare la determina.	NO
7	Estremi atto di nomina del Responsabile unico del Progetto, se nominato.	RISPOSTA GENERALE : [SI], [Nella determina è menzionato il RUP, Geom. Vincenzo Lombardi, e si fa riferimento alla sua designazione tramite la Determinazione del Dirigente del Settore Tecnico num. gen. 2777 del 07/07/2020, quindi gli estremi dell'atto di nomina sono presenti.]	SI
8	Normativa specifica:  Codice dei contratti pubblici (D.Lgs. n. 36.2023.) ;  L. R. n. 8/2018;  Art. 26 legge n.488/1999  Art. 1, D.L. 6 luglio 2012 n. 95 convertito dalla legge 7 agosto 2012 n. 135 (adesione convenzione Consip e MEPA);  Art. 1, comma 450, della legge 27 Dicembre 2006, n. 296 e ss.mm.ii. (per quanto applicabile);  Art. 26, della legge n. 488/1999 e ss.mm.ii.; DPCM 24 dicembre 2015 ;	RISPOSTA GENERALE : **SI**, La determina fa riferimento al Codice dei contratti pubblici (D.Lgs. n. 36/2023) per l'affidamento diretto ai sensi dell'art. 50, comma 1, lett. b), e menziona altresì altri riferimenti normativi pertinenti come l'art. 26 della legge n. 488/1999 e i requisiti relativi all'adesione a convenzioni Consip e MEPA. Queste disposizioni sono chiaramente indicate nella determina e sono coerenti con le modalità di scelta del contraente e le procedure di affidamento.	SI
9	Normativa generale:  TUEL;  Legge n. 241/90;  DPR n. 62/2013 Codice comportamento dipendenti pubblici;  L. n. 190/2012;  D.Lgs. n. 33/2013.  Legge n° 136/2010	"RISPOSTA GENERALE : NO, [La determina non fa esplicito riferimento alla normativa generale indicata nella sezione dei ""Riferimenti Normativi"". Non sono citati il TUEL, la Legge n. 241/90, il DPR n. 62/2013, la L. n. 190/2012, il D.Lgs. n. 33/2013 e la Legge n° 136/2010. Pertanto, i presupposti normativi generali non sono adeguatamente supportati.]"	NO
10	Norme di principio   Art. 4 del Dlgs n.36/2023. (Criterio interpretativo e applicativo)	RISPOSTA GENERALE: NO, La determina non fornisce indicazioni su come sono stati contemperati i principi codicistici per raggiungere l'obiettivo del risultato in termini di qualità, tempestività ed economicità. Non viene specificato come la discrezionalità è stata esercitata in relazione ai principi stabiliti dall'art. 4 del D.lgs n. 36/2023.	NO
11	Regolamenti dell’ente quali:  - Statuto Comunale;  - Regolamento di contabilità;  - Regolamento dei contratti	RISPOSTA GENERALE : **NO**, il testo della determina non riporta esplicitamente i riferimenti allo Statuto Comunale, al Regolamento di contabilità e al Regolamento dei contratti dell'ente.	NO
12	Indicazione dei riferimenti della determina a contrarre “semplificata” adottata	RISPOSTA GENERALE : NO, non è presente una determina a contrarre semplificata. La determina non riporta esplicitamente i riferimenti a un atto formale che soddisfi i requisiti di forma e contenuto previsti per l'affidamento diretto, né un'indicazione chiara dell'oggetto, dell'importo, del fornitore e delle ragioni della scelta.	NO
13	Indicazione dei riferimenti della determina a contrarre “non semplificata” adottata	"RISPOSTA GENERALE : NO, la determina non fa espresso riferimento all’avvenuta adozione di una determina a contrarre ""non semplificata"" con numero e data per l'individuazione dell'acquisto dei lavori, servizi e forniture da effettuare. Non sono indicati né i termini entro cui la procedura avrebbe dovuto concludersi né se tali termini sono stati rispettati."	NO
14	Elementi da approvare con la determina a contrarre nel caso di provvedimento unico	RISPOSTA GENERALE: **NO**, non è presente l'indicazione dell'interesse pubblico che si intende soddisfare e non sono forniti dettagli sufficienti sulle caratteristiche delle opere, beni e servizi che si intendono acquistare (progetto esecutivo completo e/o capitolato d'appalto). Mancano elementi essenziali per la regolarità della determina, il che comporta una grave irregolarità.	NO
15	Per gli appalti di servizi: DUVRI	RISPOSTA GENERALE: NO, Non è presente né il DUVRI redatto né l'attestazione del progettista che certifica l'assenza di necessità per la sua redazione. La determina non menziona alcun costo per l'attuazione delle misure di contrasto alle interferenze.	NO
16	Suddivisione in lotti e norme sull’indebito frazionamento	RISPOSTA GENERALE: NO, La determina non contiene alcuna motivazione riguardo alla mancata suddivisione dell'appalto in lotti, né fa riferimento alle ragioni oggettive che giustificherebbero tale decisione. Non è presente un’argomentazione coerente ai sensi dell’art. 58 del Dlgs n.36/2023.	NO
17	Validazione (in caso di lavori pubblici)	RISPOSTA GENERALE: **NO**, non sono indicati gli estremi dell’avvenuta validazione del progetto posto a base di gara nella determina. La determina fa riferimento alla procedura di affidamento diretto, ma non menziona esplicitamente la validazione del progetto, che è un elemento necessario per l'affidamento dei lavori pubblici.	NO
18	Criteri Ambientali Minimi (CAM)	RISPOSTA GENERALE: NO, non è presente alcuna indicazione riguardante i Criteri Ambientali Minimi (CAM) nella determina. Non è specificato se i lavori rientrano o meno nell'ambito di applicazione dei CAM ai sensi dell'art. 18 della L. 221/2015 e dell'art. 57 comma 2 del D.lgs. n. 36/2023.	NO
19	Cauzione	RISPOSTA GENERALE: NO, non è presente alcun riferimento alla cauzione nella determinazione. Non è stata specificata la necessità di presentare una cauzione definitiva né è stata indicata la motivazione per la quale non si richiede la cauzione, in conformità con l'art. 117 del D.lgs n. 36/2023.	NO
20	Riferimenti all’obbligo di utilizzo di convenzioni Consip o di soggetti aggregatori	RISPOSTA GENERALE: NO, Non si fa riferimento all'adesione a convenzioni Consip o di altri soggetti aggregatori, né viene specificato perché non si è aderito. La determina non chiarisce se vi siano convenzioni attive per il servizio di collaudo statico e tecnico-amministrativo relativo al Palazzo di Giustizia, e non fornisce motivazioni relative a possibili mancanze nelle convenzioni per giustificare l'affidamento diretto.	NO
21	Riferimenti all’obbligo di utilizzo del MEPA o del sistema telematico messo a disposizione dalla centrale regionale di riferimento	RISPOSTA GENERALE : NO, [Nella determina si fa riferimento a un importo per l'affidamento superiore a € 5.000,00, pertanto l'obbligo di utilizzare il mercato elettronico della pubblica amministrazione (MEPA) o altri sistemi telematici non è esplicitamente rispettato.]	NO
22	Indicazioni in merito all’istruttoria propedeutica al provvedimento	RISPOSTA GENERALE: **SI**, l'istruttoria propedeutica al provvedimento è stata effettuata dal RUP, il quale ha proceduto all'invio di una richiesta di offerta sulla piattaforma della Centrale di Committenza regionale “Sardegna Cat”. Inoltre, la determina menziona esplicitamente che il RUP ha accertato il possesso dei requisiti dell'operatore economico e ha preso in considerazione le esperienze pregresse idonee per l'esecuzione delle prestazioni contrattuali. A ciò si aggiunge la verifica della regolarità contributiva e delle dichiarazioni sostitutive, da cui emerge che l'operatore invitato ha le qualifiche necessarie per garantire una scelta appropriata e conforme all'interesse pubblico.	SI
23	Denominazione dell’operatore economico affidatario e indicazione relativa all’acquisizione dell’offerta	RISPOSTA GENERALE : SI, l'operatore economico affidatario è l'Ing. Paolo Gentile Careddu, con sede legale ad Olbia e Partita IVA 00374800902. L'offerta è pervenuta tramite la piattaforma Sardegna Cat, nella data del 23.12.2024.	SI
24	Importo di affidamento	RISPOSTA GENERALE: NO, non è presente un'attestazione della congruità del costo della manodopera indicato dal affidatario né dell'adeguatezza del contratto collettivo applicato in relazione alle tutele a favore dei lavoratori impiegati nell’appalto. La determina non fa riferimento specifico a questi aspetti, il che risulta inadeguato rispetto alla normativa vigente.	NO
25	Indicazione di requisiti previsti dalle disposizioni vigenti per il ricorso all’affidamento diretto.	RISPOSTA GENERALE : **SI**, è stato verificato che l'operatore economico selezionato è in possesso di documentate esperienze pregresse idonee all'esecuzione delle prestazioni contrattuali, come indicato nel documento di gara unico europeo (DGUE).	SI
