	Punto	Response	Simple
0	Intestazione: Settore, Servizio e Autorità che emana il provvedimento e tipo di provvedimento.	"### Output:
RISPOSTA GENERALE : NO, La determina specifica il Settore di appartenenza, che è ""Settore SUAPE, Manutenzioni e Viabilità"", ma non specifica il Servizio. La norma richiede l'indicazione del servizio di appartenenza presente nella macrostruttura vigente, che attualmente manca nel documento."	NO
1	Oggetto della determinazione	"**RISPOSTA GENERALE:** SI,  

La determina contiene l'oggetto con il codice corretto (15275) e menziona correttamente la norma attributiva del potere, infatti nello stesso si specifica: ""OGGETTO: COD. 15275 - 'LAVORI DI COMPLETAMENTO PALAZZO DI GIUSTIZIA' - AFFIDAMENTO DIRETTO AI SENSI DELL'ART. 50, COMMA 1, LETT. B) DEL D.L. N. 36/2023, PER L'INCARICO PROFESSIONALE FINALIZZATO AL COLLAUDO STATICO E TECNICO - AMMINISTRATIVO - AUTORIZZAZIONE A CONTRATTARE E CONTESTUALE AFFIDAMENTO A FAVORE DELL'OPERATORE ECONOMICO ING. PAOLO GENTILE CAREDDU"". Pertanto, l'atto rispetta quanto richiesto dalla normativa."	SI
2	Indicazione del CIG, del CPV e del CUP (l’indicazione del CUI:  non è richiesta per gli affidamenti diretti ai sensi dell’art. 50 del Dlgs n.36/2023, in quanto consentiti per importi per i quali non è dovuto l’inserimento nei programmi triennali. È richiesta per affidamenti diretti ai sensi dell’art.76 del Dlgs n.36/2023. In caso di consegne complementari ex art.76, comma 4, let. B, o di ripetizione di lavori o servizi analoghi ex art. 76, comma 6, dovrà essere indicato il CUI dell’appalto principale del quale l’affidamento diretto risulta complementare o analogo)	"RISPOSTA GENERALE: NO

Spiegazione: Nel testo della determina sono indicati il CIG (B4FC13C75B) e il CUP (F94E21001340004), ma non è presente l'indicazione del codice CPV. L'art. 17, comma 2, del D.Lgs. n. 36/2023 richiede che questo sia indicato, soprattutto per evitare di aggravare il procedimento e rispettare il principio di tempestività, utilizzando la procedura semplificata. L'assenza del CPV, essendo indicativa di una non conformità a quanto richiesto, influisce quindi lievemente sulla regolarità della determina."	NO
3	Centro di Costo: si indica il centro di costo al quale imputare la spesa.	"### Output:
RISPOSTA GENERALE: SI, Il centro di costo indicato è ""1110002 ex pretura"" e il capitolo è ""71052 Compl. Palazzo di Giustizia"", quindi l'informazione è presente e identificata correttamente nella determina."	SI
4	Estremi decreto sindacale di nomina del Dirigente.	"RISPOSTA GENERALE: **SI**

Spiegazione: Nella determina è menzionato il Decreto Sindacale n. 27 del 26/07/2024, con il quale all’Ing. Diego Ciceri è stato attribuito l’incarico dirigenziale del Settore SUAPE, Manutenzioni e Viabilità. Questo soddisfa gli estremi richiesti per il decreto sindacale di nomina del Dirigente."	SI
5	Conflitto d’interessi	RISPOSTA GENERALE: SI, La determina afferma esplicitamente che il Responsabile Unico del Procedimento (RUP), Geom. Patrizia Lei, non si trova in conflitto di interessi ai sensi dell'art. 16 del D.Lgs. 36/2023.	SI
6	Estremi della delega alla firma dell’atto, se persona diversa dal Dirigente.	"RISPOSTA GENERALE: SI

Spiegazione: Il testo della determina menziona il Decreto Sindacale n. 27 del 26/07/2024 con il quale è stato attribuito all’Ing. Diego Ciceri l’incarico dirigenziale del Settore SUAPE, Manutenzioni e Viabilità, confermando che colui che firma l'atto ha l’autorità appropriata."	SI
7	Estremi atto di nomina del Responsabile unico del Progetto, se nominato.	"### RISPOSTA GENERALE: SI

Il Responsabile Unico del Progetto (RUP), Geom. Vincenzo Lombardi, è nominato con Determinazione del Dirigente del Settore Tecnico num. gen. 2777 del 07/07/2020, come indicato nel testo della determina."	SI
8	Normativa specifica:  Codice dei contratti pubblici (D.Lgs. n. 36.2023.) ;  L. R. n. 8/2018;  Art. 26 legge n.488/1999  Art. 1, D.L. 6 luglio 2012 n. 95 convertito dalla legge 7 agosto 2012 n. 135 (adesione convenzione Consip e MEPA);  Art. 1, comma 450, della legge 27 Dicembre 2006, n. 296 e ss.mm.ii. (per quanto applicabile);  Art. 26, della legge n. 488/1999 e ss.mm.ii.; DPCM 24 dicembre 2015 ;	"RISPOSTA GENERALE: SI

Spiegazione: La determina N.3352 del 24/12/2024 cita il Codice dei contratti pubblici (D.Lgs. n. 36/2023) in vari articoli e commi relativi alle procedure di affidamento, agli obblighi degli enti pubblici e all'affidamento diretto, tra cui l'art. 50 utilizzato per l'affidamento diretto. 

Inoltre, vengono menzionate diverse normative specifiche richieste nel punto 9 come: Art. 26, comma 3, della legge 488/1999, Art. 1, comma 450 della legge 27 dicembre 2006, n. 296, e l'art. 1 D.L. 95/2012 convertito in legge n. 135/2012, in conformità con i requisiti dell'adesione alla convenzione Consip e MEPA.

Altre leggi come la Legge 241/1990 e il D.lgs 165/2001, che riguardano procedure amministrative e il funzionamento degli enti pubblici, sono anch'esse riportate nella determina, insieme al referenziamento a leggi e regolamenti comunali. 

Pertanto, tutti i riferimenti normativi specifici richiesti nella checklist sono effettivamente riportati nella determina, rispettando le indicazioni di riferimenti normativi."	SI
9	Normativa generale:  TUEL;  Legge n. 241/90;  DPR n. 62/2013 Codice comportamento dipendenti pubblici;  L. n. 190/2012;  D.Lgs. n. 33/2013.  Legge n° 136/2010	"### Verifica del Punto 10, SEZIONE: RIFERIMENTI NORMATIVI

1. **TUEL (D.Lgs. 267/2000)**: 
   - Citato molteplici volte nel corso della determina, in particolare per quanto riguarda il procedimento di autorizzazione a contrattare (articolo 192) e per le procedure contabili ed amministrative (D.Lgs. 267/2000).

2. **Legge n. 241/90 (Nuove norme sul procedimento amministrativo)**:
   - Citata specificamente nella sezione della determina relativa al conflitto di interessi ai sensi dell’art. 6 bis della L. 241/1990 e in relazione al procedimento amministrativo generale.

3. **DPR n. 62/2013 (Codice di comportamento dei dipendenti pubblici)**:
   - Non esplicitamente menzionato nella determina in esame. 

4. **L. n. 190/2012 (Legge Anticorruzione)**:
   - Riferimento specifico non rilevato nel testo della determina per questa norma.

5. **D.Lgs. n. 33/2013 (Trasparenza)**:
   - Esplicitamente menzionato relativamente all'obbligo di pubblicazione e trasparenza degli atti.

6. **Legge n° 136/2010 (Tracciabilità dei flussi finanziari)**:
   - Non specificamente menzionata nella determina.

**RISPOSTA GENERALE**: Ambiguo. La determina include una parte dei riferimenti normativi richiesti (TUEL, Legge n. 241/90, D.Lgs. n. 33/2013), ma non esplicitamente tutti quelli indicati nella checklist, come il DPR n. 62/2013 e la Legge n° 136/2010. La pertinenza di ciascuna norma richiederebbe una valutazione puntuale basata sulla specificità dell'incarico e le regolazioni interne dell'ente."	Not found
