	Punto	Response	Simple
0	Intestazione: Settore, Servizio e Autorità che emana il provvedimento e tipo di provvedimento.	"RISPOSTA GENERALE: **NO**, nella determina è indicato solo il ""Settore Servizi alla Persona"" e non è specificato il servizio di appartenenza all'interno della macrostruttura vigente, che dovrebbe essere presente. Inoltre, il tipo di provvedimento è indicato come ""Determinazione Dirigenziale"", emissione a cura del ""Dirigente di Settore"", ma manca la specifica del servizio di appartenenza, come richiesto."	NO
1	Oggetto della determinazione	"**RISPOSTA GENERALE**: NO, l'oggetto della determina non riporta il codice corretto (15275) ma bensì un altro codice e neppure menziona la norma attributiva del potere ex art. 50, comma 1, let. a del Dlgs n.36/2023. 

Nella determina fornita, l'oggetto riporta: ""COD. 15271 - PROCEDURA AI SENSI DELL'ART. 50, COMMA 1, LETT. B) DEL D. LGS. 36/2023, MEDIANTE TRATTATIVA DIRETTA CON L'IMPIEGO DEL MEPA DI CONSIP, PER L'ACQUISIZIONE DI ARREDI PER UFFICI SETTORE SERVIZI ALLA PERSONA. DECISIONE A CONTRARRE, APPROVAZIONE ATTI - C.C. 6000000 - CPV: 39121100-7"".




"	NO
2	Indicazione del CIG, del CPV e del CUP (l’indicazione del CUI:  non è richiesta per gli affidamenti diretti ai sensi dell’art. 50 del Dlgs n.36/2023, in quanto consentiti per importi per i quali non è dovuto l’inserimento nei programmi triennali. È richiesta per affidamenti diretti ai sensi dell’art.76 del Dlgs n.36/2023. In caso di consegne complementari ex art.76, comma 4, let. B, o di ripetizione di lavori o servizi analoghi ex art. 76, comma 6, dovrà essere indicato il CUI dell’appalto principale del quale l’affidamento diretto risulta complementare o analogo)	"RISPOSTA GENERALE : SI

La determinazione indica chiaramente il CPV (39121100-7) relativo all'acquisizione di arredi per uffici. Tuttavia, non viene fatto alcun riferimento al CIG e al CUP nell'atto, ma l'indicazione del CUI non è richiesta per gli affidamenti diretti ai sensi dell’art. 50 del D.Lgs. n. 36/2023 e quindi non è necessario. L'assunzione dei codici conformemente al livello di classificazione richiesto è rispettata, essendo presenti almeno le cinque cifre necessarie."	SI
3	Centro di Costo: si indica il centro di costo al quale imputare la spesa.	"### Output:
RISPOSTA GENERALE: SI, La determina contiene l'indicazione del centro di costo ""C.C. 6000000"" al quale imputare la spesa, che fa parte degli elementi identificativi generali dell'atto."	SI
4	Estremi decreto sindacale di nomina del Dirigente.	RISPOSTA GENERALE: SI, il Decreto del Sindaco n. 5 del 31/01/2024 conferisce l'incarico di Dirigente del Settore Servizi alla Persona alla Dott.ssa Giulia Spano. Inoltre, il documento chiarisce che la Dott.ssa Giulia Spano è anche il RUP (Responsabile Unico del Procedimento) per la presente procedura, come stabilito dall’art. 15 del D. Lgs. 36/2023.	SI
5	Conflitto d’interessi	"RISPOSTA GENERALE: SI

La determina dirigenziale include esplicitamente una dichiarazione che non sussistono conflitti di interesse, conformemente all'art. 16 del D.lgs. 36/2023. Viene precisato che, nei confronti della persona designata come Responsabile Unico del Procedimento (RUP), non emergono cause di incompatibilità e di conflitto di interessi. Tale indicazione è conforme ai requisiti richiesti per l'assicurazione di imparzialità e indipendenza nella conduzione della procedura di aggiudicazione."	SI
6	Estremi della delega alla firma dell’atto, se persona diversa dal Dirigente.	RISPOSTA GENERALE : NON RICHIESTO, la determina è firmata dal Dirigente del Settore Servizi alla Persona, Giulia Spano, come indicato nel documento. Non è menzionata alcuna delega alla firma per una persona diversa dal dirigente.	NON RICHIESTO
7	Estremi atto di nomina del Responsabile unico del Progetto, se nominato.	"**RISPOSTA GENERALE:** SI

**Spiegazione:** La determina specifica che il Responsabile Unico del Procedimento (RUP) per la presente procedura è la Dott.ssa Giulia Spano, Dirigente del Settore Servizi alla Persona, nominata con Decreto del Sindaco n. 5 del 31/01/2024. Pertanto, gli estremi dell'atto di nomina del RUP sono riportati nel documento."	SI
8	Normativa specifica:  Codice dei contratti pubblici (D.Lgs. n. 36.2023.) ;  L. R. n. 8/2018;  Art. 26 legge n.488/1999  Art. 1, D.L. 6 luglio 2012 n. 95 convertito dalla legge 7 agosto 2012 n. 135 (adesione convenzione Consip e MEPA);  Art. 1, comma 450, della legge 27 Dicembre 2006, n. 296 e ss.mm.ii. (per quanto applicabile);  Art. 26, della legge n. 488/1999 e ss.mm.ii.; DPCM 24 dicembre 2015 ;	"RISPOSTA GENERALE: SI

Spiegazione: Tutte le normative richieste nel punto 9 della checklist sono citate nella determina, incluse le specifiche indicazioni di articoli e commi. Nello specifico, la determina cita il Codice dei Contratti Pubblici (D.Lgs. n. 36/2023), la L.R. n. 8/2018, l’art. 26 della legge n. 488/1999, l’art. 1 del D.L. 95/2012 convertito dalla legge 135/2012 riguardante l’adesione alla convenzione Consip e MEPA, l’art. 1, comma 450, della legge 27 Dicembre 2006, n. 296 e ss.mm.ii., l’art. 26 della legge n. 488/1999 e ss.mm.ii., e il DPCM 24 dicembre 2015. Quindi, la determina rispetta i requisiti normativi richiesti nella checklist."	SI
9	Normativa generale:  TUEL;  Legge n. 241/90;  DPR n. 62/2013 Codice comportamento dipendenti pubblici;  L. n. 190/2012;  D.Lgs. n. 33/2013.  Legge n° 136/2010	"RISPOSTA GENERALE: SI

**Spiegazione**: La determina dirigenziale riporta i seguenti riferimenti normativi generali richiesti:

- TUEL: è citato il D.lgs. n. 267/2000, “Testo unico delle leggi sull’ordinamento degli enti locali”.
- Legge n. 241/1990: è citata direttamente nella sezione ""VISTI"".
- DPR n. 62/2013 (Codice di comportamento dei dipendenti pubblici): è citato direttamente.
- L. n. 190/2012: è citata direttamente per le disposizioni anticorruzione.
- D.Lgs. n. 33/2013: è citato per la trasparenza e diffusione delle informazioni.
- Legge n° 136/2010: è citata per la tracciabilità dei flussi finanziari.

I riferimenti normativi sono stati elencati correttamente nella determina, rispettando i requisiti richiesti."	SI
