	Punto	Response	Simple
0	Intestazione: Settore, Servizio e Autorità che emana il provvedimento e tipo di provvedimento.	"RISPOSTA: NO

Note: Nella determina non è specificato il servizio di appartenenza presente nella macrostruttura vigente."	NO
1	Oggetto della determinazione	"RISPOSTA : NO

Note: L'oggetto della determinazione deve riportare il codice corretto (15275) e la norma attributiva del potere ex art. 50, comma 1, lett. a/b del Dlgs n. 36/2023, che non è presente nel testo fornito."	NO
2	Indicazione del CIG, del CPV e del CUP (l’indicazione del CUI:  non è richiesta per gli affidamenti diretti ai sensi dell’art. 50 del Dlgs n.36/2023, in quanto consentiti per importi per i quali non è dovuto l’inserimento nei programmi triennali. È richiesta per affidamenti diretti ai sensi dell’art.76 del Dlgs n.36/2023. In caso di consegne complementari ex art.76, comma 4, let. B, o di ripetizione di lavori o servizi analoghi ex art. 76, comma 6, dovrà essere indicato il CUI dell’appalto principale del quale l’affidamento diretto risulta complementare o analogo)	"RISPOSTA: NO

Note: Non è presente l'indicazione del CPV nella determina."	NO
3	Centro di Costo: si indica il centro di costo al quale imputare la spesa.	"RISPOSTA: NO

Note: Non è presente l'indicazione del centro di costo al quale imputare la spesa."	NO
4	Estremi decreto sindacale di nomina del Dirigente.	"RISPOSTA: NO

Note: Non è presente nel testo della determina il decreto sindacale di nomina del Dirigente."	NO
5	Conflitto d’interessi	RISPOSTA : SI	SI
6	Estremi della delega alla firma dell’atto, se persona diversa dal Dirigente.	RISPOSTA: NO	NO
7	Estremi atto di nomina del Responsabile unico del Progetto, se nominato.	"RISPOSTA: NO

Note: Non sono presenti gli estremi dell'atto di nomina del Responsabile unico del Progetto nella determina."	NO
8	Normativa specifica:  Codice dei contratti pubblici (D.Lgs. n. 36.2023.) ;  L. R. n. 8/2018;  Art. 26 legge n.488/1999  Art. 1, D.L. 6 luglio 2012 n. 95 convertito dalla legge 7 agosto 2012 n. 135 (adesione convenzione Consip e MEPA);  Art. 1, comma 450, della legge 27 Dicembre 2006, n. 296 e ss.mm.ii. (per quanto applicabile);  Art. 26, della legge n. 488/1999 e ss.mm.ii.; DPCM 24 dicembre 2015 ;	RISPOSTA: SI	SI
9	Normativa generale:  TUEL;  Legge n. 241/90;  DPR n. 62/2013 Codice comportamento dipendenti pubblici;  L. n. 190/2012;  D.Lgs. n. 33/2013.  Legge n° 136/2010	RISPOSTA : SI	SI
10	Norme di principio   Art. 4 del Dlgs n.36/2023. (Criterio interpretativo e applicativo)	RISPOSTA: SI	SI
11	Regolamenti dell’ente quali:  - Statuto Comunale;  - Regolamento di contabilità;  - Regolamento dei contratti	"RISPOSTA : NO

Note: Non è presente alcun riferimento ai regolamenti dell'ente, quali Statuto Comunale, Regolamento di contabilità e Regolamento dei contratti, nella determina."	NO
