	Punto	Response	Simple
0	Competenza organo/dirigente individuato con decreto	RISPOSTA GENERALE : SI, [Il dirigente competente, Ing. Antonella Giannini, è stato individuato con provvedimento del Sindaco prot. gen 196331 del 30/10/2024, come indicato nella determina.]	SI
1	Articolazione dell’atto in intestazione  preambolo/premessa, parte motivazione, dispositivo, indicazione autorità e termini per ricorrere, riferimenti al deposito nel fascicolo digitale degli atti afferenti il procedimento amm.vo ex art. 41 CAD (gestione documentale)	RISPOSTA GENERALE : NO, La determina non presenta una chiara articolazione in preambolo/premessa, parte motivazione, dispositivo, indicazione dell'autorità e termini per ricorrere. Inoltre, non ci sono riferimenti espliciti al deposito nel fascicolo digitale degli atti afferenti il procedimento amministrativo ex art. 41 CAD.	NO
2	Affidabilità riferimenti normativi di carattere generale es. TUEL 	RISPOSTA GENERALE : SI, i riferimenti normativi di carattere generale, come il Testo Unico degli Enti Locali (TUEL), sono implicitamente rispettati in quanto la determina fa riferimento a leggi e decreti specifici che si inseriscono nel contesto normativo generale, senza contraddizioni evidenti.	SI
3	Affidabilità riferimenti normativi specifici es. Codice dei contratti, Regolamenti Ente	RISPOSTA GENERALE : SI, i riferimenti normativi specifici, come il Codice dei Contratti (D.Lgs. 36/2023) e le leggi correlate, sono citati in modo adeguato nella determina, dimostrando la conformità alle disposizioni vigenti.	SI
4	"Nel caso di attività inserite negli atti di programmazione Coerenza con: 
- DUP  e PIAO 
- Bilancio di Previsione se trattasi di DD con spesa; 
- cronoprogramma  in fase di esecuzione (lavori, forniture, servizi 
- SITAT e altre banche dati)"	RISPOSTA GENERALE: **SI**, la determina dirigenziale è coerente con il Documento Unico di Programmazione (DUP) e il Piano Integrato di Attività e Organizzazione (PIAO), in quanto l'intervento di riqualificazione e riorganizzazione degli impianti sportivi è inserito nella Programmazione Triennale dei LLPP 2023/2025. Inoltre, la spesa è prevista nel Bilancio di Previsione e il cronoprogramma è stato rispettato in fase di esecuzione. Non sono state riscontrate incongruenze con il SITAT e altre banche dati.	SI
5	Esplicitazione motivazione con puntuale indicazione presupposti di fatto e ragioni giuridiche (riferimenti normativi e/o regolamentari)	RISPOSTA GENERALE: **SI**, la determina dirigenziale esplicita le motivazioni con puntuale indicazione dei presupposti di fatto e delle ragioni giuridiche, facendo riferimento a normative specifiche come la Legge n. 241/1990, il D.Lgs. n. 267/2000, e il D.Lgs. n. 36/2023, oltre a citare i vari decreti e determinazioni precedenti che supportano le decisioni assunte.	SI
6	"1) Responsabile del Procedimento ovvero distinzione tra responsabile del procedimento e del provvedimento; se è la EQ responsabile del provvedimento (delega di firma) indicare l’attribuzione/delega del Dirigente
2)  indicare  RUP delegato per fase"	RISPOSTA GENERALE : **SI**, Il responsabile del procedimento è l’Ing. Antonella Giannini, che è anche il responsabile del provvedimento. La determina indica che il responsabile unico del progetto (RUP) è l’Ing. Antonella Giannini, e per le attività di supporto tecnico si avvarrà dell’Ing. Iunior Marco Acampora. Non ci sono ambiguità riguardo alla delega di firma, in quanto il Dirigente è chiaramente identificato.	SI
7	"Indicazione misure di prevenzione pertinenti rispetto allo specifico provvedimento, ad es:
- conflitto di interessi (per il PNRR obbligatorio sempre chiedere la dichiarazione)
- obblighi di pubblicità ai sensi delle Delibere ANAC 2023 per contratti finiti o in corso al 31.1.2023
- obblighi di pubblicità ai sensi del Dlvo 36/2023, art. 28
Qualora il provvedimento sia funzionale al raggiungimento di un obiettivo di performance, dare atto del rispetto delle misure di protezione inserite nelle fasi di PIAO"	RISPOSTA GENERALE : SI, La determina dirigenziale menziona esplicitamente che il dirigente non si trova in situazione di conflitto di interesse, ai sensi dell’art. 6 bis della L. n. 241/90, e sono rispettati gli obblighi di pubblicità previsti dalle normative vigenti, inclusi quelli relativi al PNRR e al D.Lgs. 36/2023. Inoltre, si fa riferimento al rispetto delle misure di protezione nelle fasi di PIAO.	SI
8	Rispetto normativa sulla tutela della riservatezza laddove rilevante	RISPOSTA GENERALE : NO, [Nella determina non è menzionata alcuna disposizione specifica riguardante la normativa sulla tutela della riservatezza, come il Regolamento UE 2016/679 (GDPR) o altre normative pertinenti, che potrebbero essere rilevanti per la gestione dei dati personali coinvolti nel progetto.]	NO
9	Rispetto dei tempi e dei termini del procedimento	RISPOSTA GENERALE : SI, [Nella determina si fa riferimento a diverse determinazioni e atti che indicano il rispetto dei tempi e dei termini del procedimento, inclusa la programmazione triennale e le scadenze per l'approvazione e l'esecuzione dei lavori.]	SI
10	"Altre annotazioni/criticità in merito: a. possibilità di semplificare
b. possibilità di digitalizzare
c. fare un focus specifico
d. pari opportunità
e. accesso"	RISPOSTA GENERALE : NO, non sono state evidenziate specifiche misure o strategie nella determina riguardo alla semplificazione, digitalizzazione, focus su pari opportunità o accesso. La determina si concentra principalmente sugli aspetti tecnici e finanziari dell'intervento, senza menzionare iniziative per migliorare l'accessibilità o l'inclusione.	NO
