	Punto	Response	Simple
0	Competenza organo/dirigente individuato con decreto	RISPOSTA GENERALE : SI, [Il Dirigente è individuato con decreto del Sindaco n. 38 del 30/10/2024, come riportato nella determina.]	SI
1	Articolazione dell’atto in intestazione  preambolo/premessa, parte motivazione, dispositivo, indicazione autorità e termini per ricorrere, riferimenti al deposito nel fascicolo digitale degli atti afferenti il procedimento amm.vo ex art. 41 CAD (gestione documentale)	RISPOSTA GENERALE : NO, La determina non presenta una chiara articolazione in preambolo/premessa, parte motivazione, dispositivo, indicazione dell'autorità e termini per ricorrere, né riferimenti al deposito nel fascicolo digitale degli atti afferenti il procedimento amministrativo ex art. 41 CAD. La mancanza di una struttura ben definita rende difficile la comprensione e la tracciabilità del procedimento.	NO
2	Affidabilità riferimenti normativi di carattere generale es. TUEL 	RISPOSTA GENERALE : SI, [La determina fa riferimento all'art. 107 del D. Lgs. 18 agosto 2000 n. 267 (TUEL), che regola le modalità di assunzione degli impegni di spesa da parte delle pubbliche amministrazioni, rispettando così i riferimenti normativi di carattere generale.]	SI
3	Affidabilità riferimenti normativi specifici es. Codice dei contratti, Regolamenti Ente	RISPOSTA GENERALE : SI, [La determina fa riferimento al D.Lgs. 36/2023 (Codice dei contratti pubblici) e ad altre normative pertinenti, dimostrando l'affidabilità dei riferimenti normativi specifici.]	SI
4	"Nel caso di attività inserite negli atti di programmazione Coerenza con: 
- DUP  e PIAO 
- Bilancio di Previsione se trattasi di DD con spesa; 
- cronoprogramma  in fase di esecuzione (lavori, forniture, servizi 
- SITAT e altre banche dati)"	RISPOSTA GENERALE: NO, La determina non fa esplicito riferimento alla coerenza con il Documento Unico di Programmazione (DUP) e il Piano Integrato di Attività e Organizzazione (PIAO), né verifica la corrispondenza con il Bilancio di Previsione o il cronoprogramma in fase di esecuzione. Non sono menzionate neppure le banche dati come SITAT.	NO
5	Esplicitazione motivazione con puntuale indicazione presupposti di fatto e ragioni giuridiche (riferimenti normativi e/o regolamentari)	RISPOSTA GENERALE : SI, la determina esplicita le motivazioni con puntuale indicazione dei presupposti di fatto e delle ragioni giuridiche, facendo riferimento a normative specifiche come l'art. 107 del D. Lgs. 18 agosto 2000 n. 267, il D.Lgs. n. 36 del 31 marzo 2023, e altre leggi pertinenti.	SI
6	"1) Responsabile del Procedimento ovvero distinzione tra responsabile del procedimento e del provvedimento; se è la EQ responsabile del provvedimento (delega di firma) indicare l’attribuzione/delega del Dirigente
2)  indicare  RUP delegato per fase"	RISPOSTA GENERALE: **SI**, il Responsabile Unico del Procedimento (RUP) è la Dott.ssa Paola Da Valle, come indicato nella determina. La determina specifica anche che il Dirigente, Dott.ssa Maria Cristina Panconi, ha conferito le funzioni di RUP con decreto del Sindaco n. 38 del 30/10/2024. Inoltre, è stata individuata la Dott.ssa Alessandra Sani come Direttore dell'esecuzione (DEC), che è diverso dal RUP, rispettando così la distinzione tra responsabile del procedimento e del provvedimento.	SI
7	"Indicazione misure di prevenzione pertinenti rispetto allo specifico provvedimento, ad es:
- conflitto di interessi (per il PNRR obbligatorio sempre chiedere la dichiarazione)
- obblighi di pubblicità ai sensi delle Delibere ANAC 2023 per contratti finiti o in corso al 31.1.2023
- obblighi di pubblicità ai sensi del Dlvo 36/2023, art. 28
Qualora il provvedimento sia funzionale al raggiungimento di un obiettivo di performance, dare atto del rispetto delle misure di protezione inserite nelle fasi di PIAO"	RISPOSTA GENERALE: **SI**, la determina contiene indicazioni relative al conflitto di interessi, specificando che il Dirigente e i responsabili coinvolti non si trovano in situazioni di conflitto di interesse, come previsto dall'art. 6-bis della L. n. 241/1990 e dall'art. 16 del D.lgs. 36/2023. Inoltre, si fa riferimento agli obblighi di pubblicità previsti dalle normative vigenti, inclusi quelli ai sensi del D.lgs. 36/2023, art. 28, e si menzionano le misure di protezione in relazione agli obiettivi di performance nel contesto del PIAO.	SI
8	Rispetto normativa sulla tutela della riservatezza laddove rilevante	RISPOSTA GENERALE : NO, [Nella determina non è menzionata alcuna disposizione specifica riguardante la tutela della riservatezza, né sono evidenziati accorgimenti per garantire la protezione dei dati personali, come previsto dalla normativa vigente in materia di privacy.]	NO
9	Rispetto dei tempi e dei termini del procedimento	RISPOSTA GENERALE : NO, non è specificato nella determina se sono stati rispettati i tempi e i termini del procedimento. Non ci sono riferimenti chiari riguardo alle scadenze o ai termini di esecuzione previsti per la procedura di affidamento.	NO
10	"Altre annotazioni/criticità in merito: a. possibilità di semplificare
b. possibilità di digitalizzare
c. fare un focus specifico
d. pari opportunità
e. accesso"	RISPOSTA GENERALE: NO, non sono state evidenziate misure specifiche nella determina riguardo alla semplificazione, digitalizzazione, focus su pari opportunità e accesso. La determina si concentra principalmente sugli aspetti procedurali e normativi senza menzionare strategie per migliorare l'efficienza o l'inclusività del processo.	NO
