	Punto	Response	Simple
0	Intestazione: Settore, Servizio e Autorità che emana il provvedimento e tipo di provvedimento.	"RISPOSTA GENERALE : NO, La determina indica solo il ""Settore Pianificazione e Gestione del Territorio"" ma non specifica il servizio di appartenenza presente nella macrostruttura vigente."	NO
1	Oggetto della determinazione	RISPOSTA GENERALE: **NO**, l'oggetto della determinazione non riporta il codice corretto (15271) e non specifica la norma attributiva del potere (art. 50 comma 1 lettera c) in relazione all'importo.	NO
2	Indicazione del CIG e /o del CUP del CUI,del CPV	RISPOSTA GENERALE : SI, Il CIG è presente nella determina (CIG A03E279B00) e il CUP è anch'esso indicato (CUP F91B21000550001). Non è specificato il CUI, ma non è essenziale in questo caso.	SI
3	"Centro di Costo: si indica il centro di costo al quale imputare la spesa.

**GRAVITA' [1/3](lieve) se non presenti**"	RISPOSTA GENERALE : NO, La determina non riporta esplicitamente il centro di costo al quale imputare la spesa.	NO
4	Estremi decreto sindacale di nomina del dirigente.	RISPOSTA GENERALE : [SI], [Il testo della determina cita il Decreto del Sindaco n. 31 del 26/07/2024 di conferimento dell’incarico di Dirigente del Settore Pianificazione e Gestione del Territorio all’Ing. Davide Molinari, soddisfacendo così il requisito richiesto.]	SI
5	Estremi della delega alla firma dell’atto, se persona diversa dal Dirigente.	RISPOSTA GENERALE : NO, [Nella determina non sono presenti gli estremi della delega alla firma dell’atto, in quanto il Dirigente che adotta l'atto è lo stesso che firma, quindi non è necessaria una delega.]	NO
6	Estremi atto di nomina del Responsabile del Progetto	RISPOSTA GENERALE: NO, non è presente l'estremo atto di nomina del Responsabile del Progetto. La determina fa riferimento al RUP, ma non specifica se il RUP è stato nominato con un atto formale e non fornisce gli estremi di tale atto.	NO
7	Conflitto d'interessi 	RISPOSTA GENERALE : SI, [Nella determina è esplicitamente dichiarato che non sussistono situazioni di conflitto di interessi in capo al firmatario, al RUP e agli altri partecipanti al procedimento, in conformità con l'art. 16 del D.lgs n. 36/2023.]	SI
8	"**Normativa specifica**:
Codice dei contratti pubblici (D.Lgs. n. 36.2023.);
L.R. n. 8/2018 e ss.mm.ii. (per quanto applicabile);
Art. 1, D.L. 6 luglio 2012 n. 95 convertito dalla legge 7 agosto 2012, n. 135 (adesione convenzione Consip e utilizzo Mepa);
Art. 1, comma 450, della legge 27 Dicembre 2006, n. 296 e ss.mm.ii. (per quanto applicabile);
Art. 26, della legge n. 488/1999 e ss.mm.ii.;
DPCM 24 dicembre 2015."	RISPOSTA GENERALE : **SI**, la determina fa riferimento al Codice dei contratti pubblici (D.Lgs. n. 36/2023) e specifica l'articolo 50 comma 1 lettera c) per la procedura negoziata. Inoltre, sono citati altri riferimenti normativi pertinenti, come il D.Lgs. 267/2000 e la Legge n. 241/1990, che supportano la regolarità dell'atto. Non ci sono vincoli procedurali non rispettati e la normativa specifica è indicata con i relativi articoli e commi.	SI
9	"Normativa generale:
TUEL;
Legge n. 241/90;
DPR n. 62/2013 Codice comportamento dipendenti pubblici;
L. n. 190/2012;
D.Lgs. n. 33/2013
Legge n.136/2010"	RISPOSTA GENERALE: **SI**, [La determina fa riferimento esplicito al D.Lgs. n. 267/2000 (TUEL) e alla Legge n. 241/1990, che sono norme generali essenziali per la comprensione del provvedimento. Inoltre, sono citate altre normative come il DPR n. 62/2013, la L. n. 190/2012 e il D.Lgs. n. 33/2013, che supportano il processo logico alla base della determina.]	SI
10	"**Norme di principio** :
Art. 4 del Dlgs n.36/2023. (Criterio interpretativo e applicativo)"	RISPOSTA GENERALE: **NO**, la determina non fa riferimento esplicito all'art. 4 del Dlgs n. 36/2023, che stabilisce l'importanza dei principi di interpretazione e applicazione delle disposizioni del codice. Non viene indicato come i principi codicistici siano stati contemperati con l'obiettivo prioritario del risultato in termini di qualità, tempestività ed economicità nella fattispecie concreta.	NO
11	"Regolamenti dell’ente quali:
- Statuto Comunale;
- Regolamento di contabilità;
- Regolamento dei contratti "	RISPOSTA GENERALE : SI, I riferimenti ai regolamenti dell'ente sono presenti nella determina. In particolare, sono citati lo Statuto Comunale e il Regolamento comunale di contabilità. Tuttavia, non è specificamente menzionato il Regolamento dei contratti.	SI
12	Termini per la conclusione della procedura	RISPOSTA GENERALE: **NO**, non è specificato un termine per la conclusione della procedura di selezione. La determina non indica una data precisa o una scadenza a decorrere dalla data di avvio della procedura, contravvenendo così alle disposizioni dell’art. 17, comma 3.	NO
13	Fine che con il contratto si intende perseguire	RISPOSTA GENERALE: **NO**, la determina non specifica chiaramente il fine che con il contratto si intende perseguire, il che è un requisito previsto dall'art. 192 del D.Lgs. n. 267/2000.	NO
14	Oggetto del contratto	RISPOSTA GENERALE: NO, non è presente il progetto esecutivo completo di quanto previsto all’allegato I.7 del D.lgs. n. 36/2023, né il capitolato d’appalto o il quaderno d’oneri, o lo schema di contratto. La determina non rispetta quindi il requisito previsto dall'art. 192 del D.Lgs. n. 267/2000 per gli appalti di lavori.	NO
15	DUVRI (per i servizi)	RISPOSTA GENERALE: NO, non è presente il DUVRI redatto in conformità a quanto previsto dall’art. 26 del d.lgs. n. 81/2008, né l'attestazione del progettista che certifichi la non necessità di redigere il DUVRI. Pertanto, non è possibile verificare la quantificazione degli oneri pertinenti la sicurezza da rischio interferenziale.	NO
16	Costo della mano d’opera; contratto applicabile 	RISPOSTA GENERALE: NO, non è presente un riferimento specifico al costo della mano d'opera e al contratto applicabile nella determina.	NO
17	Suddivisione in lotti e indebito frazionamento	RISPOSTA GENERALE: NO, non è presente una motivazione nella determina riguardo alla mancata suddivisione dell'appalto in lotti, come richiesto dall'art. 58 del Dlgs n. 36/2023. Non viene specificato se l'appalto non sia frazionabile per ragioni oggettive o per promuovere condizioni di concorrenza paritarie per le piccole e medie imprese.	NO
18	Validazione (in caso di lavori pubblici)	RISPOSTA GENERALE : NO, La determina non menziona esplicitamente gli estremi dell’avvenuta validazione del progetto posto a base di gara. Sebbene venga fatto riferimento alla validazione del progetto esecutivo, non sono forniti gli estremi specifici richiesti per il bando e la lettera di invito.	NO
19	Criteri Ambientali minimi 	RISPOSTA GENERALE: NO, non è presente alcun riferimento ai Criteri Ambientali Minimi (CAM) nella determina. Non è specificato se i lavori rientrano o meno nell'ambito di applicazione dei CAM, né è indicato il DM relativo.	NO
20	Forma del contratto	RISPOSTA GENERALE: NO, La determina non indica espressamente la tipologia del contratto da adottare, né fornisce motivazioni per l'eventuale utilizzo di modalità diverse da quelle previste all'art. 18 del D.Lgs. n. 267/2000.	NO
21	Clausole del contratto ritenute essenziali	RISPOSTA GENERALE: **NO**, non sono indicati i requisiti di ordine generale e speciale richiesti, né eventuali ulteriori requisiti essenziali come l'esclusione automatica dell'offerta anomala, limitazioni all'avvalimento, tipologia del criterio di selezione dell'offerta o requisiti minimi di esecuzione previsti nel Capitolato speciale d'appalto. La determina non rimanda a tali requisiti contenuti nel capitolato o nei documenti approvati.	NO
22	Cauzioni (per gli appalti d’importo inferire alle soglie UE)	RISPOSTA GENERALE: NO, non è presente la specifica riguardante le cauzioni. Nella determina non è indicato se, ai sensi dell’art. 106 del D.lgs n. 36/2023, non sussistono particolari ragioni per richiedere la cauzione provvisoria, né è menzionata la necessità di presentare una cauzione definitiva ai sensi dell’art. 117.	NO
23	Modalità di scelta del contraente e ragioni che ne sono alla base (motivare in modo specifico)	RISPOSTA GENERALE: NO, [La determina non specifica in modo adeguato le modalità di selezione degli operatori economici da invitare a presentare offerta, né i requisiti di partecipazione e selezione richiesti ai partecipanti. Inoltre, non sono indicati i criteri preferenziali di selezione e i criteri di aggiudicazione delle offerte. Sebbene si faccia riferimento a procedure negoziate ai sensi dell'art. 50 del D.Lgs. n. 36/2023, manca una motivazione dettagliata per la scelta della procedura adottata e per eventuali deroghe rispetto all'affidamento diretto. Pertanto, la determina non soddisfa i requisiti normativi richiesti.]	NO
24	Rotazione degli affidamenti	"RISPOSTA GENERALE: NO, La determina non esplicita che ""la procedura sarà aggiudicata nel rispetto delle norme sulla rotazione degli affidamenti come contenute all’art. 49 del Dlgs n.36/2023"". Non viene menzionata la rotazione degli affidamenti né si fa riferimento a motivazioni specifiche riguardanti la struttura del mercato o l'assenza di alternative."	NO
25	Criterio di selezione delle offerte	RISPOSTA GENERALE: **SI**, [La determina fa riferimento all'articolo 50 comma 1 lettera c) del D.Lgs. 36/2023, che prevede l'applicazione del criterio del minor prezzo per la selezione delle offerte, rispettando così i requisiti previsti dagli articoli 107 e 108 dello stesso decreto.]	SI
26	"Indicazione dell’importo massimo stimato a base di gara
Quadro economico dell’intervento  comprensivo di Importo a base di gara, oneri fiscali, costi della sicurezza/interferenziali, revisione dei prezzi, somme a disposizione, supporto al RUP, incentivi (art. 45) modificazioni del contratto preventivabili, proroga, lavori o servizi analoghi, quinto d’obbligo"	RISPOSTA GENERALE: **NO**, la determina non fornisce un'indicazione chiara e dettagliata dell'importo massimo stimato a base di gara, né un quadro economico completo che includa tutti gli elementi richiesti come oneri fiscali, costi della sicurezza, revisione dei prezzi, somme a disposizione, supporto al RUP, incentivi, modificazioni del contratto preventivabili, proroga, lavori o servizi analoghi e quinto d'obbligo. Sebbene sia presente un quadro economico, non è sufficientemente dettagliato per soddisfare le normative richieste.	NO
27	Riferimenti all’obbligo di utilizzo degli strumenti di acquisto e di negoziazione messi a disposizione da CONSIP e da soggetti aggregatori 	RISPOSTA GENERALE: NO, La determina non fa riferimento all'obbligo di utilizzo degli strumenti di acquisto e di negoziazione messi a disposizione da CONSIP e da soggetti aggregatori, né verifica la disponibilità di beni o servizi sul mercato elettronico o l'assenza di convenzioni attive.	NO
28	Riferimenti alla qualificazione del Comune quale Stazione appaltante	RISPOSTA GENERALE : SI, il Comune di Olbia è identificato come Stazione appaltante nella determina, in quanto viene menzionato il suo ruolo nel contesto della procedura di gara e nell'affidamento dei lavori.	SI
29	Riferimenti alla deliberazione di approvazione del bilancio.	RISPOSTA GENERALE : **NO**, non sono indicati gli estremi di approvazione del bilancio pluriennale vigente nella determina. Sebbene venga menzionata la deliberazione del Consiglio Comunale n. 139 del 18/12/2023 per l'approvazione del Bilancio di Previsione Finanziario 2024/2026, non sono forniti dettagli specifici riguardanti il bilancio pluriennale.	NO
30	Riferimenti deliberazione approvazione PEG e del PIAO	RISPOSTA GENERALE : NO, non è presente il riferimento alla deliberazione di approvazione del Piano Esecutivo di Gestione (PEG) e del Piano Integrato di Attività e Organizzazione (PIAO) nella determina.	NO
31	Impegno di spesa/prenotazione/copertura finanziaria	RISPOSTA GENERALE: SI, [L'importo da impegnare è di € 395.083,91, assoggettato ad IVA al 10% per un totale di € 35.916,72. La determina indica chiaramente la copertura finanziaria nei capitoli di bilancio approvati, quindi non si applica l'art. 163 del TUEL riguardo all'esercizio provvisorio.]	SI
32	Conformità dei pagamenti con le regole della finanza pubblica vigenti.	RISPOSTA GENERALE: **NO**, non è presente un esplicito riferimento nel provvedimento che attesti la compatibilità del programma della spesa con le vigenti regole della finanza pubblica.	NO
33	Contributo ANAC	RISPOSTA GENERALE: NO, La determina non menziona l'assunzione dell'impegno di spesa relativo al pagamento del contributo all'ANAC, né indica il capitolo del bilancio e l'anno di riferimento, pertanto non rispetta il requisito previsto.	NO
34	Richiamati e/o allegati	RISPOSTA GENERALE : NO, [Nella determina non sono esplicitamente richiamati o allegati altri atti come disciplinare di gara, bando, schema di lettera di invito, schema di contratto o patto di integrità, sebbene si faccia riferimento a documenti e determinazioni precedenti.]	NO
