	Punto	Response	Simple
0	Intestazione: Settore, Servizio e Autorità che emana il provvedimento e tipo di provvedimento.	"RISPOSTA GENERALE : NO, La determina indica solo il ""Settore SUAPE, Manutenzioni e Viabilità"" ma non specifica il ""Servizio"" di appartenenza presente nella macrostruttura vigente."	NO
1	Oggetto della determinazione	RISPOSTA GENERALE: **NO**, il provvedimento non riporta correttamente il codice oggetto (15275) e la norma attributiva del potere ex art. 50, comma 1, lett. a/b del Dlgs n. 36/2023. La determina menziona solo l'affidamento diretto ai sensi dell'art. 50, comma 1, lett. b), senza specificare la lett. a) e senza indicare il codice corretto in modo chiaro.	NO
2	Indicazione del CIG, del CPV e del CUP (l’indicazione del CUI:  non è richiesta per gli affidamenti diretti ai sensi dell’art. 50 del Dlgs n.36/2023, in quanto consentiti per importi per i quali non è dovuto l’inserimento nei programmi triennali. È richiesta per affidamenti diretti ai sensi dell’art.76 del Dlgs n.36/2023. In caso di consegne complementari ex art.76, comma 4, let. B, o di ripetizione di lavori o servizi analoghi ex art. 76, comma 6, dovrà essere indicato il CUI dell’appalto principale del quale l’affidamento diretto risulta complementare o analogo)	RISPOSTA GENERALE: **NO**, la determina non riporta l'indicazione del codice CPV, che è obbligatoria ai sensi dell'art. 17, comma 2, del D.Lgs. n. 36/2023. Sebbene siano presenti il CIG e il CUP, l'assenza del CPV rappresenta una mancanza rispetto ai requisiti normativi richiesti.	NO
3	Centro di Costo: si indica il centro di costo al quale imputare la spesa.	"RISPOSTA GENERALE : [SI], [Il centro di costo è indicato nella determina come ""Capitoli Descrizione 1110002 ex pretura 71052 Compl. Palazzo di Giustizia"".]"	SI
4	Estremi decreto sindacale di nomina del Dirigente.	RISPOSTA GENERALE: **NO**, il decreto sindacale di nomina del Dirigente non è stato citato nella determina. Non è specificato se il Dirigente è anche RUP e non sono forniti dettagli sulla responsabilità nella fase di affidamento.	NO
5	Conflitto d’interessi	RISPOSTA GENERALE: SI, [Nella determina è stato dichiarato che il Responsabile Unico del Procedimento (RUP) non si trova in conflitto di interessi, ai sensi dell’art. 6 bis della L. 241/1990 e dell’art. 16 del D.Lgs. 36/2023. Questo indica che sono state rispettate le disposizioni relative al conflitto di interessi.]	SI
6	Estremi della delega alla firma dell’atto, se persona diversa dal Dirigente.	RISPOSTA GENERALE: NO, non sono presenti estremi della delega alla firma dell’atto, in quanto il documento è firmato dal Dirigente, Diego Ciceri, senza indicazione di una delega specifica per la firma da parte di un'altra persona.	NO
7	Estremi atto di nomina del Responsabile unico del Progetto, se nominato.	RISPOSTA GENERALE: **SI**, il Responsabile Unico del Progetto (RUP) è stato nominato e il suo nominativo, Geom. Vincenzo Lombardi, è indicato nella determina.	SI
8	Normativa specifica:  Codice dei contratti pubblici (D.Lgs. n. 36.2023.) ;  L. R. n. 8/2018;  Art. 26 legge n.488/1999  Art. 1, D.L. 6 luglio 2012 n. 95 convertito dalla legge 7 agosto 2012 n. 135 (adesione convenzione Consip e MEPA);  Art. 1, comma 450, della legge 27 Dicembre 2006, n. 296 e ss.mm.ii. (per quanto applicabile);  Art. 26, della legge n. 488/1999 e ss.mm.ii.; DPCM 24 dicembre 2015 ;	RISPOSTA GENERALE : **SI**, [La determina fa riferimento al Codice dei contratti pubblici (D.Lgs. n. 36/2023) e ad altre normative pertinenti, specificando gli articoli e i commi applicati, come ad esempio l'art. 50, comma 1, lett. b) del D.Lgs. n. 36/2023, che regola l'affidamento diretto. Inoltre, vengono citati articoli relativi all'adesione a convenzioni Consip e al mercato elettronico, dimostrando che sono stati considerati i vincoli e le procedure derivanti dalla normativa.]	SI
9	Normativa generale:  TUEL;  Legge n. 241/90;  DPR n. 62/2013 Codice comportamento dipendenti pubblici;  L. n. 190/2012;  D.Lgs. n. 33/2013.  Legge n° 136/2010	RISPOSTA GENERALE: SI, [La determina fa riferimento a normative generali come il D.Lgs. 267/2000 (TUEL) e la Legge n. 241/90, che sono essenziali per comprendere il processo amministrativo e la legittimità dell'atto. Inoltre, menziona il Codice di comportamento dei dipendenti pubblici e la Legge n. 190/2012, che trattano di integrità e trasparenza nella pubblica amministrazione. Queste norme supportano la validità del provvedimento e la sua conformità ai principi di buona amministrazione.]	SI
