	Punto	Response	Simple
0	Competenza organo/dirigente individuato con decreto	RISPOSTA GENERALE : SI, [Il Dirigente sottoscrittore della determina, Dott.ssa Maria Cristina Panconi, ha ricevuto le funzioni conferite con decreto del Sindaco n. 38 del 30/10/2024, rispettando la competenza richiesta.]	SI
1	Articolazione dell’atto in intestazione  preambolo/premessa, parte motivazione, dispositivo, indicazione autorità e termini per ricorrere, riferimenti al deposito nel fascicolo digitale degli atti afferenti il procedimento amm.vo ex art. 41 CAD (gestione documentale)	RISPOSTA GENERALE : SI, La determina presenta chiaramente una articolazione in preambolo/premessa, parte motivazione, dispositivo e include l'indicazione dell'autorità e dei termini per ricorrere. Inoltre, menziona il riferimento al deposito nel fascicolo digitale degli atti afferenti il procedimento amministrativo, come previsto dall’art. 41 CAD.	SI
2	Affidabilità riferimenti normativi di carattere generale es. TUEL 	RISPOSTA GENERALE : SI, [Nella determina sono citati i riferimenti normativi generali necessari per l'affidamento, incluse le disposizioni del D.Lgs. 267/2000 (TUEL) e altre leggi pertinenti, soddisfacendo quindi il requisito di affidabilità dei riferimenti normativi di carattere generale.]	SI
3	Affidabilità riferimenti normativi specifici es. Codice dei contratti, Regolamenti Ente	RISPOSTA GENERALE : SI, [Il riferimento normativo specifico al Codice dei contratti (D.Lgs. 36/2023) è citato nella determina e viene rispettato nel contesto dell'affidamento diretto e nella gestione delle procedure di appalto.]	SI
4	"Nel caso di attività inserite negli atti di programmazione Coerenza con: 
- DUP  e PIAO 
- Bilancio di Previsione se trattasi di DD con spesa; 
- cronoprogramma  in fase di esecuzione (lavori, forniture, servizi 
- SITAT e altre banche dati)"	RISPOSTA GENERALE: NO, la determina non verifica esplicitamente la coerenza con il DUP e PIAO, con il Bilancio di Previsione, né con il cronoprogramma in fase di esecuzione o con il SITAT e altre banche dati. Sono necessari riferimenti chiari che attestino l'allineamento con questi strumenti di programmazione per garantire la legittimità e la correttezza della spesa.	NO
5	Esplicitazione motivazione con puntuale indicazione presupposti di fatto e ragioni giuridiche (riferimenti normativi e/o regolamentari)	RISPOSTA GENERALE: **SI**, la determina esplicita le motivazioni con puntuale indicazione dei presupposti di fatto e delle ragioni giuridiche, citando i riferimenti normativi e regolamentari pertinenti, quali l'art. 107 del D.Lgs. 267/2000, il D.Lgs. 36/2023, e altre leggi correlate che giustificano l'affidamento e le procedure seguite.	SI
6	"1) Responsabile del Procedimento ovvero distinzione tra responsabile del procedimento e del provvedimento; se è la EQ responsabile del provvedimento (delega di firma) indicare l’attribuzione/delega del Dirigente
2)  indicare  RUP delegato per fase"	RISPOSTA GENERALE: SI, La determina indica chiaramente il responsabile del procedimento (RUP) nella persona della Dott.ssa Paola Da Valle e specifica che è stato individuato un direttore dell'esecuzione (DEC) nella figura della Dott.ssa Alessandra Sani. Inoltre, il Dirigente, Dott.ssa Maria Cristina Panconi, conferisce le responsabilità necessarie con decreto del Sindaco. Pertanto, le attribuzioni e le deleghe sono state specificate in modo chiaro all'interno della documentazione.	SI
7	"Indicazione misure di prevenzione pertinenti rispetto allo specifico provvedimento, ad es:
- conflitto di interessi (per il PNRR obbligatorio sempre chiedere la dichiarazione)
- obblighi di pubblicità ai sensi delle Delibere ANAC 2023 per contratti finiti o in corso al 31.1.2023
- obblighi di pubblicità ai sensi del Dlvo 36/2023, art. 28
Qualora il provvedimento sia funzionale al raggiungimento di un obiettivo di performance, dare atto del rispetto delle misure di protezione inserite nelle fasi di PIAO"	RISPOSTA GENERALE: SI, Il provvedimento prevede l'individuazione e l'assenza di conflitto di interesse per il Dirigente e per il RUP, come indicato nel punto 4 della determina. Inoltre, si fa riferimento agli obblighi di pubblicità ai sensi del Dlvo 36/2023, in particolare nell'inserire clausole riguardanti la risoluzione del contratto e trasparenza. Non è esplicitamente menzionato il rispetto delle Delibere ANAC per contratti in corso al 31.1.2023, ma il documento menziona la gestione della trasparenza e i relativi obblighi di pubblicità, adempiendo quindi alla maggior parte delle misure di prevenzione indicate.	SI
8	Rispetto normativa sulla tutela della riservatezza laddove rilevante	RISPOSTA GENERALE : NO, [Non sono state fornite informazioni sufficienti nella determina riguardo alla conformità con la normativa sulla tutela della riservatezza, come il GDPR, nel trattamento dei dati personali eventualmente coinvolti nel processo di affidamento.]	NO
9	Rispetto dei tempi e dei termini del procedimento	RISPOSTA GENERALE: **NO**, non è stato rispettato il termine per l'approvazione della determina, in quanto la durata dell'accordo quadro è indicata come 4 anni (2025/2029) e non emergono evidenze di rispetto dei termini procedurali per quest'anno e il relativo inizio della fornitura.	NO
10	"Altre annotazioni/criticità in merito: a. possibilità di semplificare
b. possibilità di digitalizzare
c. fare un focus specifico
d. pari opportunità
e. accesso"	RISPOSTA GENERALE : [NO], [La determina presenta criticità riguardo alla semplificazione e alla digitalizzazione del processo, che potrebbero migliorare l'efficienza e la trasparenza. Bisognerebbe anche considerare opportunità di pari opportunità e accesso, che non sembrano essere adeguatamente affrontate nella documentazione. Occorre un focus specifico su questi aspetti.]	NO
