	Punto	Response	Simple
0	Intestazione: Settore, Servizio e Autorità che emana il provvedimento e tipo di provvedimento.	RISPOSTA GENERALE : NO, La determina non specifica il servizio di appartenenza presente nella macrostruttura vigente, limitandosi a indicare solo il Settore (Staff Segretario Generale) senza menzionare ulteriormente il servizio.	NO
1	Oggetto della determinazione	RISPOSTA GENERALE : SI, La determinazione riguarda l'affidamento diretto ai sensi dell'art. 50, comma 1, lett. b) del D.Lgs. n. 36/2023, con codice 15275, per il servizio di formazione sui controlli di regolarità amministrativa e aggiornamento del software AuditingPA.	SI
2	Indicazione del CIG, del CPV e del CUP (l’indicazione del CUI:  non è richiesta per gli affidamenti diretti ai sensi dell’art. 50 del Dlgs n.36/2023, in quanto consentiti per importi per i quali non è dovuto l’inserimento nei programmi triennali. È richiesta per affidamenti diretti ai sensi dell’art.76 del Dlgs n.36/2023. In caso di consegne complementari ex art.76, comma 4, let. B, o di ripetizione di lavori o servizi analoghi ex art. 76, comma 6, dovrà essere indicato il CUI dell’appalto principale del quale l’affidamento diretto risulta complementare o analogo)	RISPOSTA GENERALE: **SI**, il CIG è indicato nella determina e il CPV (80500000-9) è anch'esso presente, conforme alle disposizioni dell'art. 17, comma 2, del D.Lgs. n. 36/2023. Non è richiesto il CUP per questo tipo di affidamento diretto.	SI
3	Centro di Costo: si indica il centro di costo al quale imputare la spesa.	"RISPOSTA GENERALE : [SI], [Il centro di costo è specificato nella determina come ""1000000"" per l'impegno di spesa relativo alla formazione e aggiornamento del personale.]"	SI
4	Estremi decreto sindacale di nomina del Dirigente.	RISPOSTA GENERALE: **SI**, il Dirigente è stato nominato con il Decreto del Sindaco n. 18 del 26/06/2024, come indicato nella determina.	NO
5	Conflitto d’interessi	RISPOSTA GENERALE : SI, [La determina dichiara esplicitamente che nei confronti dei soggetti intervenuti alla procedura non sussistono situazioni di conflitto di interessi, in conformità a quanto stabilito dall'art. 16 del D.lgs. n. 36/2023.]	SI
6	Estremi della delega alla firma dell’atto, se persona diversa dal Dirigente.	RISPOSTA GENERALE: NO, non è presente la delega alla firma dell'atto. La determina è firmata dal Dirigente Maurizio Guadagno, ma non sono forniti gli estremi della delega nel caso in cui la firma fosse stata apposta da una persona diversa dal Dirigente stesso.	NO
7	Estremi atto di nomina del Responsabile unico del Progetto, se nominato.	RISPOSTA GENERALE: [SI], [Nel testo della determina è indicato che il Responsabile Unico del Progetto (RUP) è il Dott. Paolo Contu, come previsto dalle disposizioni di legge.]	SI
8	Normativa specifica:  Codice dei contratti pubblici (D.Lgs. n. 36.2023.) ;  L. R. n. 8/2018;  Art. 26 legge n.488/1999  Art. 1, D.L. 6 luglio 2012 n. 95 convertito dalla legge 7 agosto 2012 n. 135 (adesione convenzione Consip e MEPA);  Art. 1, comma 450, della legge 27 Dicembre 2006, n. 296 e ss.mm.ii. (per quanto applicabile);  Art. 26, della legge n. 488/1999 e ss.mm.ii.; DPCM 24 dicembre 2015 ;	RISPOSTA GENERALE : **SI**, la determina fa riferimento al Codice dei contratti pubblici (D.Lgs. n. 36/2023) e specifica l'uso del MEPA di Consip per l'affidamento diretto, in conformità con le normative citate, inclusi gli articoli 26 della legge n. 488/1999 e le disposizioni relative alle convenzioni Consip.	SI
9	Normativa generale:  TUEL;  Legge n. 241/90;  DPR n. 62/2013 Codice comportamento dipendenti pubblici;  L. n. 190/2012;  D.Lgs. n. 33/2013.  Legge n° 136/2010	RISPOSTA GENERALE : SI, [La determina fa riferimento a norme generali come il D.Lgs. n. 267/2000 (TUEL), la Legge n. 241/1990, il DPR n. 62/2013, la L. n. 190/2012, il D.Lgs. n. 33/2013 e la Legge n. 136/2010, che sono tutte correlate al processo amministrativo e alla gestione dei contratti pubblici, supportando la legittimità e la trasparenza dell'atto.]	SI
10	Norme di principio   Art. 4 del Dlgs n.36/2023. (Criterio interpretativo e applicativo)	RISPOSTA GENERALE: **NO**, la determina non fa esplicito riferimento all'art. 4 del D.lgs n. 36/2023, né ai principi di interpretazione e applicazione delle norme di principio, che sono fondamentali per l'esercizio della discrezionalità amministrativa e per la valutazione dei risultati ottenuti nella gestione dell'affidamento.	NO
11	Regolamenti dell’ente quali:  - Statuto Comunale;  - Regolamento di contabilità;  - Regolamento dei contratti	RISPOSTA GENERALE: NO, La determina non menziona esplicitamente lo Statuto Comunale, il Regolamento di contabilità e il Regolamento dei contratti dell'ente. La mancanza di riferimento a questi regolamenti può compromettere la regolarità amministrativa dell'atto.	NO
12	Indicazione dei riferimenti della determina a contrarre “semplificata” adottata	RISPOSTA GENERALE: **SI**, la determina a contrarre contiene in modo semplificato l'oggetto dell'affidamento, l'importo, il fornitore, le ragioni della scelta del fornitore e il possesso da parte sua dei requisiti di carattere generale.	SI
13	Indicazione dei riferimenti della determina a contrarre “non semplificata” adottata	"RISPOSTA GENERALE: NO, La determina non fa esplicito riferimento all'adozione di una determina a contrarre ""non semplificata"" con indicazione di numero e data, né sono forniti i termini entro i quali la procedura avrebbe dovuto concludersi."	NO
14	Elementi da approvare con la determina a contrarre nel caso di provvedimento unico	RISPOSTA GENERALE: NO, La determina non contiene l'indicazione dell'interesse pubblico che intende soddisfare l'amministrazione, né le caratteristiche specifiche dei servizi che si intendono acquistare. Questi elementi sono fondamentali per garantire la trasparenza e la legittimità dell'affidamento diretto.	NO
15	Per gli appalti di servizi: DUVRI	RISPOSTA GENERALE: **SI**, la determina riporta che, ai sensi dell'art. 26, comma 3 bis, del D. Lgs. 81/2008, non è necessario redigere il Documento Unico dei Rischi da Interferenze (DUVRI) in quanto si tratta di formazione on-line e aggiornamento del Software AuditingPA già in uso dall’ente. Pertanto, la quantificazione degli oneri pertinenti la sicurezza da rischio interferenziale risulta superflua.	SI
16	Suddivisione in lotti e norme sull’indebito frazionamento	RISPOSTA GENERALE : NO, La determina non contiene una motivazione esplicita per la mancata suddivisione dell'appalto in lotti, né si fa riferimento alle ragioni oggettive che giustificherebbero tale scelta in conformità all'art. 58 del D.Lgs. n. 36/2023.	NO
17	Validazione (in caso di lavori pubblici)	RISPOSTA GENERALE: NO, non è presente alcun riferimento agli estremi dell’avvenuta validazione del progetto posto a base di gara nella determina. La determina si occupa di un servizio di formazione e aggiornamento e non di lavori pubblici, pertanto non è applicabile il requisito della validazione del progetto.	NO
