	Punto	Response	Simple
0	Intestazione: Settore, Servizio e Autorità che emana il provvedimento e tipo di provvedimento.	RISPOSTA : NO (Nella determina non è specificato il servizio di appartenenza, ma solo il settore.)	NO
1	Oggetto della determinazione	RISPOSTA: SI	SI
2	Indicazione del CIG e /o del CUP del CUI,del CPV	RISPOSTA : SI	SI
3	"Centro di Costo: si indica il centro di costo al quale imputare la spesa.

**GRAVITA' [1/3](lieve) se non presenti**"	RISPOSTA: NO	NO
4	Estremi decreto sindacale di nomina del dirigente.	SI	SI
5	Estremi della delega alla firma dell’atto, se persona diversa dal Dirigente.	"RISPOSTA : NO

Note: Non sono presenti gli estremi della delega alla firma dell'atto, in quanto è firmato direttamente dal Dirigente."	NO
6	Estremi atto di nomina del Responsabile del Progetto	"RISPOSTA: NO

Note: Non è presente l'atto di nomina esplicita del Responsabile del Progetto."	NO
7	Conflitto d'interessi 	RISPOSTA: SI	SI
8	"**Normativa specifica**:
Codice dei contratti pubblici (D.Lgs. n. 36.2023.);
L.R. n. 8/2018 e ss.mm.ii. (per quanto applicabile);
Art. 1, D.L. 6 luglio 2012 n. 95 convertito dalla legge 7 agosto 2012, n. 135 (adesione convenzione Consip e utilizzo Mepa);
Art. 1, comma 450, della legge 27 Dicembre 2006, n. 296 e ss.mm.ii. (per quanto applicabile);
Art. 26, della legge n. 488/1999 e ss.mm.ii.;
DPCM 24 dicembre 2015."	"RISPOSTA: SI

Note: La determina fa riferimento al D.Lgs. n. 36/2023 e menziona esplicitamente vari articoli pertinenti, confermando la conformità alle disposizioni normative in materia di contratti pubblici."	SI
9	"Normativa generale:
TUEL;
Legge n. 241/90;
DPR n. 62/2013 Codice comportamento dipendenti pubblici;
L. n. 190/2012;
D.Lgs. n. 33/2013
Legge n.136/2010"	RISPOSTA : SI	SI
10	"**Norme di principio** :
Art. 4 del Dlgs n.36/2023. (Criterio interpretativo e applicativo)"	"RISPOSTA: NO 

Note: Non è presente alcun riferimento esplicito all'art. 4 del Dlgs n.36/2023 nella determina."	NO
11	"Regolamenti dell’ente quali:
- Statuto Comunale;
- Regolamento di contabilità;
- Regolamento dei contratti "	RISPOSTA : SI	SI
12	Termini per la conclusione della procedura	RISPOSTA : SI	SI
13	Fine che con il contratto si intende perseguire	"RISPOSTA : NO

Nota: Non è esplicitato il fine che con il contratto si intende perseguire nel testo della determina."	NO
14	Oggetto del contratto	NO	NO
15	DUVRI (per i servizi)	"RISPOSTA: NO

Nota: Non è presente riferimento al DUVRI o ad un'attestazione del progettista nella determina."	NO
16	Costo della mano d’opera; contratto applicabile 	"RISPOSTA : NO

Note: Non è stata trovata alcuna menzione specifica riguardante il costo della mano d'opera o il contratto applicabile nella determina."	NO
17	Suddivisione in lotti e indebito frazionamento	"RISPOSTA: NO

Note: Nella determina non è presente la motivazione riguardante la mancata suddivisione dell'appalto in lotti, né il riferimento alla valutazione delle condizioni di concorrenza paritarie per le piccole e medie imprese."	NO
18	Validazione (in caso di lavori pubblici)	RISPOSTA: SI	SI
19	Criteri Ambientali minimi 	"RISPOSTA: NO

Nota: Non è presente riferimento ai Criteri Ambientali Minimi (CAM) nel testo della determina."	NO
20	Forma del contratto	"RISPOSTA : NO

Note: La determina non indica esplicitamente la tipologia del contratto da adottare, né contiene motivazioni per un'eventuale modalità alternativa rispetto a quelle previste all'art. 18."	NO
21	Clausole del contratto ritenute essenziali	"NO

Note: Non sono specificati i requisiti di ordine generale e speciale richiesti, né le eventuali clausole del contratto ritenute essenziali."	NO
22	Cauzioni (per gli appalti d’importo inferire alle soglie UE)	"RISPOSTA: NO

Note: Nella determina non è presente il riferimento all’art. 106 del D.lgs n.36/2023 riguardo alle cauzioni e la norma necessaria per l'assenza o la presenza della cauzione definitiva."	NO
23	Modalità di scelta del contraente e ragioni che ne sono alla base (motivare in modo specifico)	"RISPOSTA : NO

Note: La determina non fornisce dettagli specifici sulle modalità di selezione degli operatori economici, né una motivazione adeguata per la scelta della procedura negoziata rispetto ad altre modalità previste dal codice dei contratti."	NO
24	Rotazione degli affidamenti	"RISPOSTA: NO

Note: Non è presente nel testo della determina alcun riferimento esplicito all'articolo 49 del D.lgs n. 36/2023, quindi non è chiaro come venga gestita la rotazione degli affidamenti."	NO
25	Criterio di selezione delle offerte	RISPOSTA : SI	SI
26	"Indicazione dell’importo massimo stimato a base di gara
Quadro economico dell’intervento  comprensivo di Importo a base di gara, oneri fiscali, costi della sicurezza/interferenziali, revisione dei prezzi, somme a disposizione, supporto al RUP, incentivi (art. 45) modificazioni del contratto preventivabili, proroga, lavori o servizi analoghi, quinto d’obbligo"	RISPOSTA: SI	SI
27	Riferimenti all’obbligo di utilizzo degli strumenti di acquisto e di negoziazione messi a disposizione da CONSIP e da soggetti aggregatori 	"RISPOSTA : NO 

Nota: Nella determina non sono presenti riferimenti all'obbligo di utilizzo degli strumenti di acquisto e di negoziazione messi a disposizione da CONSIP e da soggetti aggregatori."	NO
28	Riferimenti alla qualificazione del Comune quale Stazione appaltante	RISPOSTA : SI	SI
29	Riferimenti alla deliberazione di approvazione del bilancio.	RISPOSTA : SI	SI
30	Riferimenti deliberazione approvazione PEG e del PIAO	"RISPOSTA: NO

Note: Non è presente alcun riferimento specifico alla deliberazione di approvazione del Piano Esecutivo di Gestione (PEG) e del Piano Integrato di Attività e Organizzazione (PIAO)."	NO
31	Impegno di spesa/prenotazione/copertura finanziaria	"RISPOSTA : SI

Note: L'importo complessivo di € 395.083,91 è stato dettagliato, con indicazione dell'IVA al 10% per € 35.916,72. Non sono emersi vincoli riguardo al Bilancio e PEG, né riferimenti a impegni di spesa pluriennali."	SI
32	Conformità dei pagamenti con le regole della finanza pubblica vigenti.	"NO

Nota: La determina non menziona esplicitamente la compatibilità della spesa con le regole della finanza pubblica vigenti."	NO
33	Contributo ANAC	"RISPOSTA : NO

Note: Non è stato menzionato l'impegno di spesa relativo al pagamento del contributo all'ANAC nella determina."	NO
34	Richiamati e/o allegati	"RISPOSTA : SI

Note: Sono richiamati e allegati diversi atti, come deliberazioni di Giunta e documenti di gara."	SI
35	Obblighi di pubblicità e trasparenza	RISPOSTA : SI	SI
36	Pubblicazione atti all’Albo Pretorio Online	RISPOSTA : SI	SI
37	Acquisizione del visto di regolarità contabile ai sensi dell’art. 153 del D.Lgs. n. 267/2000	RISPOSTA: SI	SI
38	Sottoscrizione del Dirigente firmatario dell’atto e dove previsto del R.P. o RUP.	RISPOSTA: SI	SI
