	Punto	Response	Simple
0	Intestazione: Settore, Servizio e Autorità che emana il provvedimento e tipo di provvedimento.	RISPOSTA GENERALE : NO, La determina indica solo il Settore Ambiente e Lavori Pubblici, ma non specifica il servizio di appartenenza presente nella macrostruttura vigente.	NO
1	Oggetto della determinazione	RISPOSTA GENERALE : NO, [L'oggetto della determinazione riporta il codice 15271 anziché il codice corretto 15275. Inoltre, non è menzionata esplicitamente la norma attributiva del potere ex art. 50, comma 1, lett. a/b del D.Lgs. n. 36/2023.]	NO
2	Indicazione del CIG, del CPV e del CUP (l’indicazione del CUI:  non è richiesta per gli affidamenti diretti ai sensi dell’art. 50 del Dlgs n.36/2023, in quanto consentiti per importi per i quali non è dovuto l’inserimento nei programmi triennali. È richiesta per affidamenti diretti ai sensi dell’art.76 del Dlgs n.36/2023. In caso di consegne complementari ex art.76, comma 4, let. B, o di ripetizione di lavori o servizi analoghi ex art. 76, comma 6, dovrà essere indicato il CUI dell’appalto principale del quale l’affidamento diretto risulta complementare o analogo)	RISPOSTA GENERALE: **NO**, la determina non contiene l'indicazione del CPV necessario ai sensi dell'art. 17, comma 2, del D.Lgs. n. 36/2023. Sebbene siano presenti il CIG e il CUP, l'assenza del codice CPV rappresenta una non conformità che può aggravare il procedimento.	NO
3	Centro di Costo: si indica il centro di costo al quale imputare la spesa.	RISPOSTA GENERALE: [SI], [Il centro di costo è indicato nel documento con il riferimento al capitolo di spesa 78295 del bilancio corrente denominato “Opere di mitigazione del rischio idrogeologico – Convenzione OIS”.]	SI
4	Estremi decreto sindacale di nomina del Dirigente.	RISPOSTA GENERALE : NO, [Il testo della determina non riporta gli estremi del decreto sindacale di nomina del Dirigente, né informazioni relative alla sua funzione di RUP o alla responsabilità nella fase di affidamento. Manca l'esplicitazione di tali elementi richiesti].	NO
5	Conflitto d’interessi	RISPOSTA GENERALE : SI, [La determina afferma esplicitamente che non sussistono conflitti di interesse in capo al firmatario dell'atto, al RUP e agli altri partecipanti al procedimento, in conformità con l'art. 16 del D.Lgs. n. 36/2023.]	SI
6	Estremi della delega alla firma dell’atto, se persona diversa dal Dirigente.	RISPOSTA GENERALE: NO, non sono presenti gli estremi della delega alla firma dell’atto, poiché la determina non specifica se il Dirigente ha ricevuto una delega per firmare o se agisce in qualità di Dirigente.	NO
7	Estremi atto di nomina del Responsabile unico del Progetto, se nominato.	RISPOSTA GENERALE : NO, [nella determina non sono presenti gli estremi dell'atto di nomina del Responsabile Unico del Progetto (RUP), se nominato].	NO
8	Normativa specifica:  Codice dei contratti pubblici (D.Lgs. n. 36.2023.) ;  L. R. n. 8/2018;  Art. 26 legge n.488/1999  Art. 1, D.L. 6 luglio 2012 n. 95 convertito dalla legge 7 agosto 2012 n. 135 (adesione convenzione Consip e MEPA);  Art. 1, comma 450, della legge 27 Dicembre 2006, n. 296 e ss.mm.ii. (per quanto applicabile);  Art. 26, della legge n. 488/1999 e ss.mm.ii.; DPCM 24 dicembre 2015 ;	"RISPOSTA GENERALE: **NO**, la determina non fa riferimento specifico alla normativa elencata nel punto 9 della sezione ""Riferimenti normativi"". Sebbene vengano menzionati il D.Lgs. n. 36/2023 e altre leggi correlate, non sono citati in modo puntuale gli articoli e i commi specifici richiesti secondo le istruzioni fornite."	NO
9	Normativa generale:  TUEL;  Legge n. 241/90;  DPR n. 62/2013 Codice comportamento dipendenti pubblici;  L. n. 190/2012;  D.Lgs. n. 33/2013.  Legge n° 136/2010	RISPOSTA GENERALE : SI, [La determina fa riferimento e rispetta le normative generali indicate, in particolare il TUEL, la Legge n. 241/90, il DPR n. 62/2013, la L. n. 190/2012, e il D.Lgs. n. 33/2013, nonché la Legge n° 136/2010, sottolineando la correttezza e la regolarità dell'azione amministrativa.]	SI
10	Norme di principio   Art. 4 del Dlgs n.36/2023. (Criterio interpretativo e applicativo)	RISPOSTA GENERALE : SI, [La determina fa riferimento al D.Lgs. n. 36/2023 e ne cita esplicitamente alcuni articoli, evidenziando l'applicazione dei principi di qualità, tempestività ed economicità nel procedimento, in conformità con l'art. 4 del medesimo decreto. Pertanto, i principi di interpretazione e applicazione sono adeguatamente rispettati.]	SI
11	Regolamenti dell’ente quali:  - Statuto Comunale;  - Regolamento di contabilità;  - Regolamento dei contratti	"RISPOSTA GENERALE: **SI**, la determina fa riferimento al ""Regolamento di contabilità dell’Ente"" e al ""Regolamento per l’affidamento mediante procedura sotto soglia, di lavori, beni e servizi"", approvato con Deliberazione del C.C. n.29 del 23/04/2024, evidenziando così il rispetto delle normative interne. Tuttavia, non viene citato esplicitamente lo Statuto Comunale né il Regolamento dei contratti."	SI
12	Indicazione dei riferimenti della determina a contrarre “semplificata” adottata	"RISPOSTA GENERALE: NO, La determina non contiene una ""determinazione a contrarre"" semplificata con tutti gli elementi richiesti, come l’oggetto dell’affidamento, l’importo, il fornitore, le ragioni della scelta del fornitore e il possesso dei requisiti di carattere generale e tecnico-professionali."	NO
13	Indicazione dei riferimenti della determina a contrarre “non semplificata” adottata	"RISPOSTA GENERALE: NO, La determina non fa riferimento esplicito all'avvenuta adozione di una determina a contrarre ""non semplificata"", né indica numero e data di tale provvedimento. Inoltre, non sono forniti termini di conclusione della procedura e non è esplicitato se tali termini siano stati rispettati."	NO
14	Elementi da approvare con la determina a contrarre nel caso di provvedimento unico	RISPOSTA GENERALE: NO, La determina non fornisce una chiara indicazione dell'interesse pubblico che si intende soddisfare. Inoltre, non sono indicati specificamente le caratteristiche delle opere, beni o servizi da acquistare. La mancanza di queste informazioni rende il provvedimento carente rispetto ai requisiti normativi esposti.	NO
15	Per gli appalti di servizi: DUVRI	RISPOSTA GENERALE : NO, Il testo della determina non menziona né la redazione di un DUVRI né un'attestazione del progettista che certifichi l'assenza della necessità di redigerlo, quindi non è chiaro se siano state considerate le misure di sicurezza da rischio interferenziale.	NO
16	Suddivisione in lotti e norme sull’indebito frazionamento	RISPOSTA GENERALE: **NO**, l'appalto non è stato suddiviso in lotti e non sono state fornite motivazioni adeguate che giustifichino la mancata suddivisione in base ai principi stabiliti dall'art. 58 del D.Lgs. n. 36/2023. Non è stato specificato se la mancata suddivisione sia stata decisa per evitare l'applicazione delle norme del codice o altre ragioni oggettive.	NO
17	Validazione (in caso di lavori pubblici)	RISPOSTA GENERALE: NO, non sono stati indicati gli estremi dell’avvenuta validazione del progetto posto a base di gara. Nella determina non si fa riferimento alla validazione del progetto, elemento necessario per l'affidamento dei lavori pubblici.	NO
18	Criteri Ambientali Minimi (CAM)	RISPOSTA GENERALE : NO, non è specificato se i lavori rientrano o meno nell'ambito di applicazione dei criteri ambientali minimi (CAM) adottati e in vigore secondo il Piano per la sostenibilità ambientale dei consumi del settore della pubblica amministrazione nella determinazione. Non è menzionato alcun riferimento ai DM o ai criteri specifici previsti.	NO
19	Cauzione	RISPOSTA GENERALE: NO, non è stata menzionata la cauzione definitiva nella determina. Non è stato specificato se in relazione alla scarsa rilevanza economica dell'affidamento o alle modalità di adempimento delle prestazioni non si richiede la cauzione definitiva, contravvenendo così alle indicazioni normative fornite dall'art. 117 del D.Lgs. n. 36/2023.	NO
20	Riferimenti all’obbligo di utilizzo di convenzioni Consip o di soggetti aggregatori	RISPOSTA GENERALE: NO, non si fa riferimento all'adesione a convenzioni Consip o di altri soggetti aggregatori nella determina. Non sono indicati motivi per cui non si utilizza una convenzione, né se essa è attiva o meno per il servizio oggetto dell'affidamento. Inoltre, non è menzionato che il servizio in questione rientri nelle categorie merceologiche specifiche per cui sarebbe obbligatorio il ricorso a tali convenzioni.	NO
21	Riferimenti all’obbligo di utilizzo del MEPA o del sistema telematico messo a disposizione dalla centrale regionale di riferimento	RISPOSTA GENERALE: NO, L'importo dell'affidamento è pari a € 24.702,94, il che implica l'obbligo di utilizzare il mercato elettronico della pubblica amministrazione o un altro sistema telematico istituito. Non è specificato che l'affidamento sia inferiore a € 5.000,00, pertanto la norma non è rispettata.	NO
22	Indicazioni in merito all’istruttoria propedeutica al provvedimento	RISPOSTA GENERALE: **SI**, [Nella determina si fa riferimento alle modalità di scelta del contraente prendendo in considerazione il possesso di documentate esperienze pregresse idonee all’esecuzione delle prestazioni contrattuali. Inoltre, viene specificato che l’affidamento diretto avviene tramite la Centrale di Committenza Regionale Sardegna Cat, che garantisce una valutazione adeguata del mercato e la consultazione di operatori economici. Pertanto, l'istruttoria è ritenuta adeguata e sufficiente.]	SI
23	Denominazione dell’operatore economico affidatario e indicazione relativa all’acquisizione dell’offerta	RISPOSTA GENERALE : SI, la determina fornisce la denominazione dell'operatore economico affidatario, Geoambiente Italia di Doneddu Alessio Arturo & c S.a.S., e specifica che l'offerta è stata pervenuta tramite la Centrale di Committenza Regionale “Sardegna Cat” in data 09/12/2024.	SI
24	Importo di affidamento	RISPOSTA GENERALE : NO, non è presente un esplicito riferimento alla congruità del costo della manodopera indicato in sede di presentazione del preventivo dall’affidatario, né all'adeguatezza del contratto collettivo applicato in relazione alle tutele a favore dei lavoratori impiegati nell’appalto. Questi elementi sono fondamentali per garantire la regolarità dell'affidamento diretto.	NO
25	Indicazione di requisiti previsti dalle disposizioni vigenti per il ricorso all’affidamento diretto.	RISPOSTA GENERALE: **NO**, non è presente un'esplicita verifica dell'operatore economico selezionato in merito al possesso di documentate esperienze pregresse idonee all'esecuzione delle prestazioni contrattuali. Sebbene si faccia riferimento alla necessità di esperienze pregresse, non viene specificato come sia avvenuta la verifica di tali requisiti.	NO
26	Motivazione scelta della procedura e del contraente;        Esporre le ragioni della scelta della ditta affidataria;        Esposizione del fatto che legittima il ricorso alla procedura e della valutazione in ordine alla scelta del contraente.	RISPOSTA GENERALE : NO, La determina non espone in modo adeguato le motivazioni della scelta della ditta affidataria, né giustifica sufficientemente l'uso della procedura di affidamento diretto. Pur facendo riferimento ai requisiti previsti dall'art. 50 del D.Lgs. n. 36/2023 e all'importo dell'affidamento, non viene specificato in modo dettagliato il possesso dei requisiti, la congruità del prezzo, eventuali caratteristiche migliorative e il rispetto del principio di rotazione. La mancanza di tali elementi costituisce una violazione delle disposizioni normative e dei principi di trasparenza e giustificazione nell'affidamento dei contratti pubblici.	NO
27	Motivazione scelta della procedura nel caso di ricorso all’art. 76, del Dlgs n.36/2023	RISPOSTA GENERALE: **NO**, non è presente una motivazione specifica del ricorso alla procedura ex art. 76, del Dlgs n. 36/2023 nella determina dirigenziale. L'assenza di tale motivazione rappresenta una grave carenza formale che può compromettere la regolarità dell'affidamento diretto.	NO
28	Conformità dell’affidamento ai principi ed alle norme in materia di appalti pubblici	RISPOSTA GENERALE: **SI**, l'affidamento è conforme ai principi e alle norme in materia di appalti pubblici, come evidenziato dalla determinazione che fa riferimento al D.Lgs. n. 36/2023, specificando l'applicazione dell'art. 50, comma 1, lett. a) per l'affidamento diretto, garantendo il rispetto della trasparenza, concorrenza e correttezza nell'assegnazione dell'incarico.	SI
29	Dare atto della verifica dei requisiti dell’affidatario	"RISPOSTA GENERALE: **SI**, la determina dà atto della verifica dei requisiti dell'affidatario, specificando che è stata presentata una dichiarazione sostitutiva di atto di notorietà da parte della ditta Geoambiente Italia, attestante il possesso dei requisiti richiesti, i quali verranno riscontrati secondo le modalità previste dall'art. 22 del ""Regolamento per l'affidamento mediante procedura sotto soglia""."	SI
30	Verifica sulla regolarità contributiva, DURC o attestazione della stessa o autocertificazione (limitata ai casi previsti dalla legge).	RISPOSTA GENERALE: NO, non è menzionata la regolarità contributiva (DURC o attestazione di regolarità contributiva) nella determina. Pertanto, non si attesta che l'operatore economico sia in regola con gli obblighi contributivi, il che rappresenta una grave mancanza.	NO
31	Riferimenti alla deliberazione di approvazione del bilancio.	RISPOSTA GENERALE : NO, La determina fa riferimento alla Deliberazione del Consiglio Comunale n. 139 del 18/12/2023 con la quale è stato approvato il Bilancio di Previsione Finanziario 2024/2026, ma non include il riferimento specifico alla deliberazione di approvazione del bilancio pluriennale vigente, come richiesto.	NO
32	Riferimenti deliberazione approvazione PEG e al PIAO	RISPOSTA GENERALE: **SI**, la determina fa riferimento alla Deliberazione del Consiglio Comunale n. 139 del 18/12/2023, che approva il Bilancio di Previsione Finanziario 2024/2026, e alla Deliberazione di Giunta Comunale n. 515 del 18.12.2023, che approva il Piano Esecutivo di Gestione 2024/2026.	SI
33	Impegno di spesa/prenotazione	RISPOSTA GENERALE : SI, L'importo impegnato è di € 30.137,59. Di questo, sono compresi € 564,83 per oneri della sicurezza non soggetti a ribasso e IVA di legge che si applica sul totale. Non ci sono indicazioni riguardo a bilancio e PEG non approvati, quindi non è necessario riferirsi all'art. 163 del TUEL. Non si tratta di impegni di spesa pluriennali.	SI
34	Contributo ANAC	RISPOSTA GENERALE: NO, [La determina non menziona l'assunzione dell'impegno di spesa relativo al pagamento del contributo all'ANAC in relazione all'affidamento, che è necessario in caso di importi pari o superiori a € 40.000,00.]	NO
35	Flussi finanziari	RISPOSTA GENERALE: NO, l'affidatario non è menzionato come soggetto all'obbligo di tracciabilità dei flussi finanziari ai sensi della legge n° 136/2010 nella determina, pertanto occorre integrare il testo con tale specificazione.	NO
36	Conformità dei pagamenti con le regole della finanza pubblica vigenti	RISPOSTA GENERALE: **NO**, non è presente un esplicito riferimento nel provvedimento che attesti la compatibilità del programma della spesa con le vigenti regole della finanza pubblica.	NO
37	Indicazione esatta dell’aggiudicatario: nome, cognome, ragione sociale, indirizzo, P.Iva, Cod. Fiscale, sede legale/operativa, altro.	RISPOSTA GENERALE : [SI], [Nella determina è indicato esattamente l'aggiudicatario: Geoambiente Italia di Doneddu Alessio Arturo & c S.a.S., con sede legale a Nuoro, Via Murichessa 138, P.I. 01253850919, quindi tutti i dati richiesti sono presenti.]	SI
38	Comunicazione all’aggiudicatario dell’impegno di spesa, la copertura finanziaria, CIG	RISPOSTA GENERALE: **SI**, la determina comunica all’aggiudicatario l’impegno di spesa, la copertura finanziaria e il CIG, come indicato nei punti 3, 6 e 7 della parte dispositiva.	SI
39	Indicazione specifica della tipologia del contratto	"RISPOSTA GENERALE : **SI**, l'indicazione specifica della tipologia del contratto è presente nella determina, in quanto si fa riferimento all'affidamento dei ""Lavori relativi alle indagini ambientali integrative nell'ambito delle ‘Opere di mitigazione del rischio idraulico nel territorio comunale di Olbia’""."	SI
40	Obblighi di pubblicità e trasparenza	RISPOSTA GENERALE: **SI**, la determina fa riferimento all'obbligo di pubblicità e trasparenza delle procedure di gara in conformità all'articolo 28 del Codice dei contratti pubblici e al D.Lgs. n. 33/2013, prevedendo la pubblicazione dell'atto e il rispetto dei requisiti di trasparenza.	SI
41	Attestazione circa il rispetto delle prescrizioni del   PTPCT dell’Ente	RISPOSTA GENERALE: **NO**, nella determina non si fa menzione esplicita del rispetto delle prescrizioni del PTPCT dell’Ente, né si fa riferimento al patto di integrità, alle misure generali previste dal Piano, o al codice di comportamento integrativo.	NO
42	Pubblicazione atti all’Albo Pretorio Online.	RISPOSTA GENERALE : NO, [La determina non fa esplicito riferimento alla pubblicazione all'Albo Pretorio Online, contravvenendo alle disposizioni del regolamento comunale sul Controllo Reg. Amministrativa e del Regolamento degli uffici e dei servizi.]	NO
43	Indicazione termini e autorità a cui ricorrere	RISPOSTA GENERALE : SI, [La determina indica correttamente che avverso il provvedimento può essere proposto ricorso ai sensi dell’art. 3 della Legge n. 241/90 e specifica che può essere presentato innanzi alle sezioni del T.A.R. di Cagliari nei modi e termini stabiliti dalla vigente normativa.]	SI
44	Sottoscrizione del Dirigente firmatario dell’atto e, dove previsto, del RP o RUP.	RISPOSTA GENERALE : NO, La determina non riporta la sottoscrizione del Dirigente firmatario dell’atto e non è presente la firma del RUP o RP come previsto.	NO
45	Presenza del visto di regolarità contabile	RISPOSTA GENERALE: NO, La determina non riporta la presenza del visto di regolarità contabile, ma fa riferimento alla trasmissione del provvedimento al Dirigente del Servizio Finanziario per i provvedimenti di propria competenza.	NO
