	Punto	Response	Simple
0	Intestazione: Settore, Servizio e Autorità che emana il provvedimento e tipo di provvedimento.	"RISPOSTA GENERALE: NO, La determina indica solo il ""Settore Pianificazione e Gestione del Territorio"" ma non specifica il servizio di appartenenza presente nella macrostruttura vigente."	NO
1	Oggetto della determinazione	RISPOSTA GENERALE: **NO**, l'oggetto della determinazione non riporta correttamente il codice (15271) e la norma attributiva del potere (art. 50 comma 1, lettera c). Inoltre, non è chiaro se l'importo sia specificato in modo appropriato rispetto alla fattispecie.	NO
2	Indicazione del CIG e /o del CUP del CUI,del CPV	RISPOSTA GENERALE : SI, Il CIG è correttamente indicato nella determina (CIG A03E279B00) per l'affidamento dei lavori, superando la soglia di 150.000 euro. Tuttavia, non sono stati forniti né il CUP né il CUI, ma poiché il CIG è presente, la determina rispetta il requisito principale.	SI
3	"Centro di Costo: si indica il centro di costo al quale imputare la spesa.

**GRAVITA' [1/3](lieve) se non presenti**"	RISPOSTA GENERALE: NO, La determina non specifica esplicitamente il centro di costo al quale imputare la spesa.	NO
4	Estremi decreto sindacale di nomina del dirigente.	"RISPOSTA GENERALE : **SI**, il testo della determina cita il ""Decreto del Sindaco n. 31 del 26/07/2024 di conferimento dell’incarico di Dirigente del Settore Pianificazione e Gestione del Territorio all’Ing. Davide Molinari""."	SI
5	Estremi della delega alla firma dell’atto, se persona diversa dal Dirigente.	RISPOSTA GENERALE : NO, Non sono presenti gli estremi della delega alla firma dell’atto, in quanto il dirigente Davide Molinari è indicato come firmatario senza menzione di una delega.	NO
6	Estremi atto di nomina del Responsabile del Progetto	RISPOSTA GENERALE : NO, Il testo della determina non riporta gli estremi dell'atto di nomina del Responsabile del Progetto. Non è specificato se il RUP svolge anche il ruolo di Responsabile di Procedimento per tutte le fasi, come richiesto dall'art. 15 del D.Lgs. n. 36/2023.	NO
7	Conflitto d'interessi 	RISPOSTA GENERALE : SI, [Nella determina viene esplicitamente dichiarato che non sussistono situazioni di conflitto di interessi ai sensi dell'art. 16 del D.lgs. 36/2023 in capo al firmatario del presente atto, al RUP e agli altri partecipanti al procedimento.]	SI
8	"**Normativa specifica**:
Codice dei contratti pubblici (D.Lgs. n. 36.2023.);
L.R. n. 8/2018 e ss.mm.ii. (per quanto applicabile);
Art. 1, D.L. 6 luglio 2012 n. 95 convertito dalla legge 7 agosto 2012, n. 135 (adesione convenzione Consip e utilizzo Mepa);
Art. 1, comma 450, della legge 27 Dicembre 2006, n. 296 e ss.mm.ii. (per quanto applicabile);
Art. 26, della legge n. 488/1999 e ss.mm.ii.;
DPCM 24 dicembre 2015."	RISPOSTA GENERALE : **SI**, La determina fa riferimento alla normativa specifica pertinente, citando il D.Lgs. n. 36/2023 (Codice dei contratti pubblici) e altri articoli di legge applicabili, inclusi quelli relativi all'adesione a convenzioni e altre disposizioni pertinenti. Tutti i presupposti normativi sono chiaramente indicati, rispettando i vincoli e le procedure previsti dalla normativa vigente.	SI
9	"Normativa generale:
TUEL;
Legge n. 241/90;
DPR n. 62/2013 Codice comportamento dipendenti pubblici;
L. n. 190/2012;
D.Lgs. n. 33/2013
Legge n.136/2010"	RISPOSTA GENERALE: **SI**, i riferimenti normativi generali elencati (TUEL, Legge n. 241/90, DPR n. 62/2013, L. n. 190/2012, D.Lgs. n. 33/2013, Legge n. 136/2010) sono tutti presenti e correttamente citati nella determina dirigenziale. Queste norme forniscono il quadro giuridico e i principi fondamentali applicabili al procedimento amministrativo in questione.	SI
10	"**Norme di principio** :
Art. 4 del Dlgs n.36/2023. (Criterio interpretativo e applicativo)"	RISPOSTA GENERALE: **NO**, la determina non fa riferimento esplicito all'art. 4 del Dlgs n. 36/2023 e non indica in che modo i principi di risultato siano stati contemperati nella fattispecie concreta. Non sono menzionati i criteri di qualità, tempestività ed economicità applicati nelle fasi di programmazione, progettazione, affidamento ed esecuzione dei contratti.	NO
11	"Regolamenti dell’ente quali:
- Statuto Comunale;
- Regolamento di contabilità;
- Regolamento dei contratti "	RISPOSTA GENERALE : SI, I riferimenti ai regolamenti dell'ente sono presenti, in particolare lo Statuto Comunale e il Regolamento comunale di contabilità sono citati nella determina. Tuttavia, non è specificamente menzionato il Regolamento dei contratti.	SI
12	Termini per la conclusione della procedura	RISPOSTA GENERALE: **NO**, nella determina non sono specificati i termini per la conclusione della procedura di selezione ai sensi dell’art. 17, comma 3, né è indicato un termine motivato dal RUP.	NO
13	Fine che con il contratto si intende perseguire	RISPOSTA GENERALE: **NO**, la determina non specifica chiaramente il fine che con il contratto si intende perseguire. Sebbene nel testo si faccia riferimento alla realizzazione di un'area parco e interventi di forestazione urbana, non viene esplicitamente delineato l'obiettivo finale del contratto in relazione agli interessi pubblici o sociali da tutelare.	NO
14	Oggetto del contratto	RISPOSTA GENERALE : NO, non è menzionato il progetto esecutivo completo di quanto previsto all’allegato I.7 del D.lgs. 36/2023, né è presente un capitolato d’appalto, quaderno d’oneri o schema di contratto. La mancanza di questi documenti rende la determina non conforme alle normative previste, con una gravità alta.	NO
15	DUVRI (per i servizi)	RISPOSTA GENERALE: NO, Non è presente il DUVRI o l'attestazione del progettista che certifica l'assenza di necessità di redigere il DUVRI, come previsto dall’art. 26 del d.lgs. n. 81/2008. Di conseguenza, non sono quantificati gli oneri pertinenti la sicurezza da rischio interferenziale.	NO
16	Costo della mano d’opera; contratto applicabile 	RISPOSTA GENERALE: NO, non è presente un riferimento esplicito al costo della mano d'opera e al contratto applicabile nella determina. La determina menziona solo il quadro economico complessivo, ma non specifica dettagli sul costo della mano d'opera o sul contratto applicabile specificamente per l'appalto in questione.	NO
17	Suddivisione in lotti e indebito frazionamento	RISPOSTA GENERALE: NO, Non risulta nella determina alcuna motivazione in merito alla mancata suddivisione dell'appalto in lotti, né è presente una giustificazione secondo quanto previsto dall’art. 58 del Dlgs n. 36/2023. Pertanto, si evidenzia una carenza documentale riguardante il rispetto dei principi di concorrenza paritaria per le piccole e medie imprese.	NO
18	Validazione (in caso di lavori pubblici)	RISPOSTA GENERALE : NO, [Nella determina non sono citati gli estremi dell’avvenuta validazione del progetto posto a base di gara, il che è richiesto per la correttezza della documentazione di gara.]	NO
19	Criteri Ambientali minimi 	RISPOSTA GENERALE: NO, Non è stata fornita nella determina alcuna indicazione riguardo alla valutazione se i lavori rientrano o meno nell'ambito di applicazione dei criteri ambientali minimi (CAM) adottati. Non è citato il DM pertinente e manca la dichiarazione relativa all'applicazione dei CAM secondo quanto richiesto dall'art. 18 della L. 221/2015 e dall’art. 57 comma 2 del Dlgs n.36/2023.	NO
20	Forma del contratto	RISPOSTA GENERALE: NO, La determina non specifica la tipologia del contratto da adottare, pertanto non rispetta il requisito previsto dall'art. 192 del D.Lgs. n. 267/2000.	NO
21	Clausole del contratto ritenute essenziali	RISPOSTA GENERALE: **NO**, non è presente una chiara indicazione dei requisiti di ordine generale e speciale richiesti, né degli ulteriori requisiti essenziali relativi all'appalto, come l'esclusione automatica dell'offerta anomala o limitazioni all'avvalimento. La determina fa riferimento a controlli sui requisiti e si menzionano articoli del D.Lgs. n. 36/2023, ma non esprime in modo esplicito i requisiti richiesti per la partecipazione.	NO
22	Cauzioni (per gli appalti d’importo inferire alle soglie UE)	RISPOSTA GENERALE: **NO**, non è presente nella determina alcuna menzione riguardo all'assenza o presenza di cauzioni, né specifiche sul fatto che non sussistono particolari ragioni per richiedere la cauzione provvisoria o la cauzione definitiva, come richiesto dall'art. 106 e 117 del D.lgs n. 36/2023.	NO
23	Modalità di scelta del contraente e ragioni che ne sono alla base (motivare in modo specifico)	RISPOSTA GENERALE: NO, [La determinazione non specifica adeguatamente le modalità di selezione degli operatori economici, né fornisce una motivazione chiara per la scelta della procedura negoziata applicata, contrariamente a quanto previsto dall'art. 50 del D.Lgs. n. 36/2023 e dagli altri requisiti normativi indicati. Inoltre, manca l'indicazione dei requisiti di partecipazione e dei criteri di aggiudicazione delle offerte, i quali sono essenziali per garantire la trasparenza e l'equità nel processo di selezione.]	NO
24	Rotazione degli affidamenti	"RISPOSTA GENERALE: NO, La determina non esplicita che ""la procedura sarà aggiudicata nel rispetto delle norme sulla rotazione degli affidamenti come contenute all’art. 49 del Dlgs n.36/2023"". Non viene fornita alcuna motivazione riguardo alla struttura del mercato o assenza di alternative, né si menziona il contraente uscente o l'eventualità di reinviti o individuazione come affidatario diretto."	NO
25	Criterio di selezione delle offerte	RISPOSTA GENERALE: **SI**, [La determina fa riferimento al criterio di selezione delle offerte applicando il criterio del minor prezzo, conforme agli artt. 107 e 108 del D.Lgs. n. 36/2023.]	SI
26	"Indicazione dell’importo massimo stimato a base di gara
Quadro economico dell’intervento  comprensivo di Importo a base di gara, oneri fiscali, costi della sicurezza/interferenziali, revisione dei prezzi, somme a disposizione, supporto al RUP, incentivi (art. 45) modificazioni del contratto preventivabili, proroga, lavori o servizi analoghi, quinto d’obbligo"	RISPOSTA GENERALE : **NO**, La determina non fornisce un'indicazione chiara e dettagliata dell'importo massimo stimato a base di gara, né del quadro economico completo dell'intervento che comprenda tutti gli elementi richiesti, come oneri fiscali, costi della sicurezza, e costi per modifiche contrattuali preventivabili.	NO
27	Riferimenti all’obbligo di utilizzo degli strumenti di acquisto e di negoziazione messi a disposizione da CONSIP e da soggetti aggregatori 	RISPOSTA GENERALE: NO, La determina non fa riferimento all'obbligo di utilizzo degli strumenti di acquisto e di negoziazione messi a disposizione da CONSIP e da soggetti aggregatori, né indica che sul mercato elettronico non sono reperibili i beni o i servizi oggetto di appalto. Pertanto, non rispetta le disposizioni previste dall'art. 1, comma 449, della Legge 27 dicembre 2006, n. 296.	NO
28	Riferimenti alla qualificazione del Comune quale Stazione appaltante	RISPOSTA GENERALE : SI, Il Comune di Olbia è citato come Stazione appaltante nella determina, in particolare nel contesto della procedura di gara e della gestione dell'appalto.	SI
29	Riferimenti alla deliberazione di approvazione del bilancio.	RISPOSTA GENERALE : **NO**, non sono indicati gli estremi di approvazione del bilancio pluriennale vigente nella determina.	NO
30	Riferimenti deliberazione approvazione PEG e del PIAO	RISPOSTA GENERALE: NO, non è presente il riferimento alla deliberazione di approvazione del Piano Esecutivo di Gestione (PEG) e del Piano Integrato di Attività e Organizzazione (PIAO) nella determina.	NO
31	Impegno di spesa/prenotazione/copertura finanziaria	RISPOSTA GENERALE: SI, [L'importo complessivo da impegnare è di € 395.083,91, di cui € 359.167,19 per i lavori e € 35.916,72 per IVA al 10%. La determina indica chiaramente la copertura finanziaria nei capitoli di bilancio approvati, pertanto rispetta le disposizioni di legge relative agli impegni di spesa.]	SI
32	Conformità dei pagamenti con le regole della finanza pubblica vigenti.	RISPOSTA GENERALE: **NO**, non è presente nel provvedimento un esplicito riferimento che attesti la compatibilità del programma di spesa con le vigenti regole della finanza pubblica.	NO
33	Contributo ANAC	RISPOSTA GENERALE: NO, Il testo della determina non menziona l'assunzione dell'impegno di spesa relativo al pagamento del contributo all'ANAC, né indica l'importo dovuto o il capitolo del bilancio in cui registrare tale spesa.	NO
34	Richiamati e/o allegati	RISPOSTA GENERALE: **NO**, non sono stati richiamati né allegati specificamente il disciplinare di gara, il bando, lo schema di lettera di invito, lo schema di contratto, né il patto di integrità. La determina menziona vari documenti e normative, ma non fornisce dettagli sui documenti richiesti nel punto 35 della checklist.	NO
